rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,829605,2022,2026-07-17T00:03:03-07:00
2,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,435489,2019,2026-07-17T00:03:03-07:00
3,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,138589,2023,2026-07-17T00:03:03-07:00
4,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.1,94530,2021,2026-07-17T00:03:03-07:00
5,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1559400,2011,2026-07-17T00:03:03-07:00
6,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,314187,2022,2026-07-17T00:03:03-07:00
7,Вестис,The Westies,https://www.kinopoisk.ru/series/12892918/,7.6,590,2026,2026-07-17T00:03:03-07:00
8,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.1,15233,2026,2026-07-17T00:03:03-07:00
9,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,960500,2013,2026-07-17T00:03:03-07:00
10,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,,0,2026,2026-07-17T00:03:03-07:00
11,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,493527,2019,2026-07-17T00:03:03-07:00
12,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,21149,2026,2026-07-17T00:03:03-07:00
13,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.5,7054,2022,2026-07-17T00:03:03-07:00
14,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,19385,2026,2026-07-17T00:03:03-07:00
15,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,824874,2008,2026-07-17T00:03:03-07:00
16,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,309813,1999,2026-07-17T00:03:03-07:00
17,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,205571,2018,2026-07-17T00:03:03-07:00
18,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,968987,2013,2026-07-17T00:03:03-07:00
19,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1078135,2020,2026-07-17T00:03:03-07:00
