rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,475090,2019,2026-06-09T00:03:03-07:00
2,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,415044,2019,2026-06-09T00:03:03-07:00
3,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.6,16487,2026,2026-06-09T00:03:03-07:00
4,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,295161,2022,2026-06-09T00:03:03-07:00
5,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.2,30039,2026,2026-06-09T00:03:03-07:00
6,Истинное образование,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,2159,2026,2026-06-09T00:03:03-07:00
7,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.9,58721,2026,2026-06-09T00:03:03-07:00
8,Закулисье,The Backrooms,https://www.kinopoisk.ru/series/5129650/,7.6,4720,2022,2026-06-09T00:03:03-07:00
9,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1535554,2011,2026-06-09T00:03:03-07:00
10,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.9,37016,2026,2026-06-09T00:03:03-07:00
11,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,,0,2026,2026-06-09T00:03:03-07:00
12,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.6,5185,2026,2026-06-09T00:03:03-07:00
13,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,245813,2023,2026-06-09T00:03:03-07:00
14,Бороуз,The Boroughs,https://www.kinopoisk.ru/series/7385223/,7.2,6212,2026,2026-06-09T00:03:03-07:00
15,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,83122,2016,2026-06-09T00:03:03-07:00
