rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,840456,2022,2026-08-01T00:03:03-07:00
2,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,142489,2023,2026-08-01T00:03:03-07:00
3,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,444224,2019,2026-08-01T00:03:03-07:00
4,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1572789,2011,2026-08-01T00:03:03-07:00
5,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.2,118085,2021,2026-08-01T00:03:03-07:00
6,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,970199,2013,2026-08-01T00:03:03-07:00
7,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,42386,1997,2026-08-01T00:03:03-07:00
8,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,321833,2022,2026-08-01T00:03:03-07:00
9,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,22823,2026,2026-08-01T00:03:03-07:00
10,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,976484,2013,2026-08-01T00:03:03-07:00
11,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,497923,2019,2026-08-01T00:03:03-07:00
12,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,25889,2026,2026-08-01T00:03:03-07:00
13,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,211311,2018,2026-08-01T00:03:03-07:00
14,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.1,19743,2026,2026-08-01T00:03:03-07:00
15,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,314537,1999,2026-08-01T00:03:03-07:00
16,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,6.7,7146,2026,2026-08-01T00:03:03-07:00
17,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,830930,2008,2026-08-01T00:03:03-07:00
18,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,721827,2015,2026-08-01T00:03:03-07:00
19,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1084079,2020,2026-08-01T00:03:03-07:00
20,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,416977,2011,2026-08-01T00:03:03-07:00
21,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.4,3096,2026,2026-08-01T00:03:03-07:00
22,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,854252,2016,2026-08-01T00:03:03-07:00
23,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,646667,2010,2026-08-01T00:03:03-07:00
24,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,410631,2006,2026-08-01T00:03:03-07:00
25,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.1,50638,2026,2026-08-01T00:03:03-07:00
26,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,186948,2008,2026-08-01T00:03:03-07:00
27,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,422329,2004,2026-08-01T00:03:03-07:00
28,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.4,7758,2022,2026-08-01T00:03:03-07:00
29,Менеджер Ким,Kim bujang,https://www.kinopoisk.ru/series/9027270/,8.0,7433,2026,2026-08-01T00:03:03-07:00
30,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,115460,2026,2026-08-01T00:03:03-07:00
31,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,365978,1998,2026-08-01T00:03:03-07:00
32,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,283133,2018,2026-08-01T00:03:03-07:00
33,Ещё 17,Daha on Yedi,https://www.kinopoisk.ru/series/12588511/,8.2,7352,2026,2026-08-01T00:03:03-07:00
34,Табакошка,Yani Neko,https://www.kinopoisk.ru/series/13136552/,7.6,578,2026,2026-08-01T00:03:03-07:00
35,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,563919,2014,2026-08-01T00:03:03-07:00
36,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,141984,2020,2026-08-01T00:03:03-07:00
37,Вместе до конца,Ride or Die,https://www.kinopoisk.ru/series/6739953/,7.5,593,2026,2026-08-01T00:03:03-07:00
38,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,648095,2005,2026-08-01T00:03:03-07:00
39,56 дней,56 Days,https://www.kinopoisk.ru/series/7424942/,7.1,21417,2026,2026-08-01T00:03:03-07:00
40,Возможная любовь,Muhtemel ask,https://www.kinopoisk.ru/series/12752276/,,0,2026,2026-08-01T00:03:03-07:00
41,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,165102,2025,2026-08-01T00:03:03-07:00
42,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,56740,2025,2026-08-01T00:03:03-07:00
43,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,231721,2015,2026-08-01T00:03:03-07:00
44,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,30252,2026,2026-08-01T00:03:03-07:00
45,Тьма,Dark,https://www.kinopoisk.ru/series/1032606/,8.1,247792,2017,2026-08-01T00:03:03-07:00
46,Острые козырьки,Peaky Blinders,https://www.kinopoisk.ru/series/716587/,8.3,591063,2013,2026-08-01T00:03:03-07:00
47,Детство Шелдона,Young Sheldon,https://www.kinopoisk.ru/series/1040419/,8.8,555531,2017,2026-08-01T00:03:03-07:00
