rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,833020,2022,2026-07-22T00:03:03-07:00
2,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,437485,2019,2026-07-22T00:03:03-07:00
3,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,139724,2023,2026-07-22T00:03:03-07:00
4,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.1,102572,2021,2026-07-22T00:03:03-07:00
5,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1563168,2011,2026-07-22T00:03:03-07:00
6,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,962801,2013,2026-07-22T00:03:03-07:00
7,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,315598,2022,2026-07-22T00:03:03-07:00
8,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.1,16483,2026,2026-07-22T00:03:03-07:00
9,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,40736,1997,2026-07-22T00:03:03-07:00
10,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,20321,2026,2026-07-22T00:03:03-07:00
11,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,495049,2019,2026-07-22T00:03:03-07:00
12,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.6,1445,2026,2026-07-22T00:03:03-07:00
13,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,311008,1999,2026-07-22T00:03:03-07:00
14,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,22719,2026,2026-07-22T00:03:03-07:00
15,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,971007,2013,2026-07-22T00:03:03-07:00
16,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,825978,2008,2026-07-22T00:03:03-07:00
17,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1079897,2020,2026-07-22T00:03:03-07:00
18,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,207665,2018,2026-07-22T00:03:03-07:00
19,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.5,7347,2022,2026-07-22T00:03:03-07:00
20,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,411716,2011,2026-07-22T00:03:03-07:00
21,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,6.6,5605,2026,2026-07-22T00:03:03-07:00
22,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,140946,2020,2026-07-22T00:03:03-07:00
23,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.1,48301,2026,2026-07-22T00:03:03-07:00
24,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,405588,2006,2026-07-22T00:03:03-07:00
25,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,851740,2016,2026-07-22T00:03:03-07:00
26,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,643562,2010,2026-07-22T00:03:03-07:00
27,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,718043,2015,2026-07-22T00:03:03-07:00
28,Призрак в доспехах,Koukaku Kidoutai,https://www.kinopoisk.ru/series/11195100/,7.5,18895,2026,2026-07-22T00:03:03-07:00
29,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,163764,2025,2026-07-22T00:03:03-07:00
30,Менеджер Ким,Kim bujang,https://www.kinopoisk.ru/series/9027270/,8.0,5446,2026,2026-07-22T00:03:03-07:00
31,Табакошка,Yani Neko,https://www.kinopoisk.ru/series/13136552/,7.8,390,2026,2026-07-22T00:03:03-07:00
32,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,281832,2018,2026-07-22T00:03:03-07:00
33,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,113896,2026,2026-07-22T00:03:03-07:00
34,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,363731,1998,2026-07-22T00:03:03-07:00
35,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,230232,2015,2026-07-22T00:03:03-07:00
36,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,419223,2004,2026-07-22T00:03:03-07:00
37,Его и её,His & Hers,https://www.kinopoisk.ru/series/9416511/,7.4,56275,2026,2026-07-22T00:03:03-07:00
38,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,562374,2014,2026-07-22T00:03:03-07:00
39,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,56018,2025,2026-07-22T00:03:03-07:00
40,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,98624,2016,2026-07-22T00:03:03-07:00
41,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,28973,2026,2026-07-22T00:03:03-07:00
42,Дворец Тонгун,Donggung,https://www.kinopoisk.ru/series/6713224/,7.9,503,2026,2026-07-22T00:03:03-07:00
43,Тьма,Dark,https://www.kinopoisk.ru/series/1032606/,8.1,246415,2017,2026-07-22T00:03:03-07:00
44,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.7,60132,2026,2026-07-22T00:03:03-07:00
45,Адский рай,Jigokuraku,https://www.kinopoisk.ru/series/4786341/,8.4,141302,2023,2026-07-22T00:03:03-07:00
46,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,644005,2005,2026-07-22T00:03:03-07:00
47,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,290350,2023,2026-07-22T00:03:03-07:00
48,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.5,260316,2026,2026-07-22T00:03:03-07:00
49,Мечтаю о тебе,Geudaeege deurim,https://www.kinopoisk.ru/series/9178109/,,0,2026,2026-07-22T00:03:03-07:00
50,Вместе до конца,Ride or Die,https://www.kinopoisk.ru/series/6739953/,7.1,127,2026,2026-07-22T00:03:03-07:00
