rank,title,url,score,votes,release_year,scraped_at
1,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.3,547796,2022,2026-07-20T00:03:03-07:00
2,The Hawk,https://www.imdb.com/title/tt27550719/,6.3,1978,2026,2026-07-20T00:03:03-07:00
3,Little House on the Prairie,https://www.imdb.com/title/tt2431250/,7.2,4215,2026,2026-07-20T00:03:03-07:00
4,Ride or Die,https://www.imdb.com/title/tt30494226/,7.6,2616,2026,2026-07-20T00:03:03-07:00
5,I Will Find You,https://www.imdb.com/title/tt34771210/,7.1,42173,2026,2026-07-20T00:03:03-07:00
6,Lucky,https://www.imdb.com/title/tt34866681/,6.5,1735,2026,2026-07-20T00:03:03-07:00
7,Silo,https://www.imdb.com/title/tt14688458/,8.1,220914,2023,2026-07-20T00:03:03-07:00
8,The Five-Star Weekend,https://www.imdb.com/title/tt35587659/,7.2,1978,2026,2026-07-20T00:03:03-07:00
9,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.2,51970,2026,2026-07-20T00:03:03-07:00
10,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2636413,2011,2026-07-20T00:03:03-07:00
11,Cape Fear,https://www.imdb.com/title/tt34675596/,6.8,8831,2026,2026-07-20T00:03:03-07:00
12,Dutton Ranch,https://www.imdb.com/title/tt34991493/,8.3,18521,2026,2026-07-20T00:03:03-07:00
13,The Bear,https://www.imdb.com/title/tt14452776/,8.5,317314,2022,2026-07-20T00:03:03-07:00
14,Agent Kim Reactivated,https://www.imdb.com/title/tt42127457/,7.8,2472,2026,2026-07-20T00:03:03-07:00
15,Off Campus,https://www.imdb.com/title/tt33546863/,7.9,44688,2026,2026-07-20T00:03:03-07:00
16,Rick and Morty,https://www.imdb.com/title/tt2861424/,9.0,702464,2013,2026-07-20T00:03:03-07:00
17,The Odyssey,https://www.imdb.com/title/tt0118414/,7.1,19422,1997,2026-07-20T00:03:03-07:00
18,From,https://www.imdb.com/title/tt9813792/,7.8,199279,2022,2026-07-20T00:03:03-07:00
19,The Mentalist,https://www.imdb.com/title/tt1196946/,8.2,235703,2008,2026-07-20T00:03:03-07:00
20,The East Palace,https://www.imdb.com/title/tt35051401/,7.7,857,2026,2026-07-20T00:03:03-07:00
21,Avatar: The Last Airbender,https://www.imdb.com/title/tt9018736/,7.1,90299,2024,2026-07-20T00:03:03-07:00
22,Breaking Bad,https://www.imdb.com/title/tt0903747/,9.5,2644519,2008,2026-07-20T00:03:03-07:00
23,Elle,https://www.imdb.com/title/tt32020831/,6.9,5304,2026,2026-07-20T00:03:03-07:00
24,The Westies,https://www.imdb.com/title/tt31849235/,7.1,628,2026,2026-07-20T00:03:03-07:00
25,Ted Lasso,https://www.imdb.com/title/tt10986410/,8.7,450277,2020,2026-07-20T00:03:03-07:00
26,The Pitt,https://www.imdb.com/title/tt31938062/,8.9,160068,2025,2026-07-20T00:03:03-07:00
27,Maximum Pleasure Guaranteed,https://www.imdb.com/title/tt35946742/,7.3,5689,2026,2026-07-20T00:03:03-07:00
28,The Rookie,https://www.imdb.com/title/tt7587890/,8.0,131182,2018,2026-07-20T00:03:03-07:00
29,"Life, Larry and the Pursuit of Unhappiness: an Almost History of America",https://www.imdb.com/title/tt37543147/,6.5,2526,2026,2026-07-20T00:03:03-07:00
30,Heroes,https://www.imdb.com/title/tt0813715/,7.5,261683,2006,2026-07-20T00:03:03-07:00
