rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,423833,2019,2026-06-22T00:03:03-07:00
2,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.2,2314,2026,2026-06-22T00:03:03-07:00
3,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,301663,2022,2026-06-22T00:03:03-07:00
4,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.6,10181,2026,2026-06-22T00:03:03-07:00
5,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,806282,2022,2026-06-22T00:03:03-07:00
6,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,484315,2019,2026-06-22T00:03:03-07:00
7,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.2,38464,2026,2026-06-22T00:03:03-07:00
8,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.8,12519,2026,2026-06-22T00:03:03-07:00
9,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1542897,2011,2026-06-22T00:03:03-07:00
10,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.6,23067,2026,2026-06-22T00:03:03-07:00
11,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.6,178717,2026,2026-06-22T00:03:03-07:00
12,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.5,6050,2022,2026-06-22T00:03:03-07:00
13,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,90358,2016,2026-06-22T00:03:03-07:00
14,Удивительный цифровой цирк,The Amazing Digital Circus,https://www.kinopoisk.ru/series/5398176/,8.4,65767,2023,2026-06-22T00:03:03-07:00
15,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,959427,2013,2026-06-22T00:03:03-07:00
16,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.8,41525,2026,2026-06-22T00:03:03-07:00
17,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,304496,1999,2026-06-22T00:03:03-07:00
18,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,194986,2018,2026-06-22T00:03:03-07:00
19,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,819047,2008,2026-06-22T00:03:03-07:00
20,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,264012,2023,2026-06-22T00:03:03-07:00
21,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,398192,2006,2026-06-22T00:03:03-07:00
22,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1069645,2020,2026-06-22T00:03:03-07:00
23,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,399156,2011,2026-06-22T00:03:03-07:00
24,Получеловек,Half Man,https://www.kinopoisk.ru/series/7919289/,7.9,4465,2026,2026-06-22T00:03:03-07:00
25,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,953477,2013,2026-06-22T00:03:03-07:00
26,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,844338,2016,2026-06-22T00:03:03-07:00
27,Военный повар становится легендой,Chwisabyeong jeonseoli doeda,https://www.kinopoisk.ru/series/8425589/,8.3,6251,2026,2026-06-22T00:03:03-07:00
28,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,7.1,2213,2026,2026-06-22T00:03:03-07:00
29,Бороуз,The Boroughs,https://www.kinopoisk.ru/series/7385223/,7.1,8321,2026,2026-06-22T00:03:03-07:00
30,Ночная сказка,Bir Gece Masali,https://www.kinopoisk.ru/series/6157707/,7.9,22926,2024,2026-06-22T00:03:03-07:00
31,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,637517,2010,2026-06-22T00:03:03-07:00
32,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,558620,2014,2026-06-22T00:03:03-07:00
33,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,109156,2026,2026-06-22T00:03:03-07:00
34,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,709165,2015,2026-06-22T00:03:03-07:00
35,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,159788,2025,2026-06-22T00:03:03-07:00
36,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,639226,2005,2026-06-22T00:03:03-07:00
37,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,414501,2004,2026-06-22T00:03:03-07:00
38,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,53816,2025,2026-06-22T00:03:03-07:00
39,Слабый герой,Yakhan yeongung,https://www.kinopoisk.ru/series/4857811/,8.4,303586,2022,2026-06-22T00:03:03-07:00
40,Каждый год после,Every Year After,https://www.kinopoisk.ru/series/11827840/,6.5,2600,2026,2026-06-22T00:03:03-07:00
41,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,278556,2018,2026-06-22T00:03:03-07:00
42,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,133506,2023,2026-06-22T00:03:03-07:00
43,Клюквенный щербет,Kızılcık Şerbeti,https://www.kinopoisk.ru/series/5107166/,8.5,419318,2022,2026-06-22T00:03:03-07:00
44,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,227393,2015,2026-06-22T00:03:03-07:00
45,Гачиакута,Gachiakuta,https://www.kinopoisk.ru/series/7524629/,8.5,318742,2025,2026-06-22T00:03:03-07:00
46,Адский рай,Jigokuraku,https://www.kinopoisk.ru/series/4786341/,8.4,133082,2023,2026-06-22T00:03:03-07:00
47,Ранчо Даттонов,Dutton Ranch,https://www.kinopoisk.ru/series/7275308/,8.6,6009,2026,2026-06-22T00:03:03-07:00
48,Шугар,Sugar,https://www.kinopoisk.ru/series/5080554/,7.1,22410,2023,2026-06-22T00:03:03-07:00
49,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,358820,1998,2026-06-22T00:03:03-07:00
50,Человек-бензопила,Chainsaw Man,https://www.kinopoisk.ru/series/2040161/,8.5,279234,2022,2026-06-22T00:03:03-07:00
