rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,306593,2022,2026-06-29T00:03:03-07:00
2,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,427341,2019,2026-06-29T00:03:03-07:00
3,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,813786,2022,2026-06-29T00:03:03-07:00
4,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.1,7312,2026,2026-06-29T00:03:03-07:00
5,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,14327,2026,2026-06-29T00:03:03-07:00
6,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.8,15095,2026,2026-06-29T00:03:03-07:00
7,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1547071,2011,2026-06-29T00:03:03-07:00
8,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,487478,2019,2026-06-29T00:03:03-07:00
9,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.2,41846,2026,2026-06-29T00:03:03-07:00
10,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.5,206455,2026,2026-06-29T00:03:03-07:00
11,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.8,45920,2026,2026-06-29T00:03:03-07:00
12,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,25031,2026,2026-06-29T00:03:03-07:00
13,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,198171,2018,2026-06-29T00:03:03-07:00
14,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,961771,2013,2026-06-29T00:03:03-07:00
15,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,7.0,3029,2026,2026-06-29T00:03:03-07:00
16,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,306001,1999,2026-06-29T00:03:03-07:00
17,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,271910,2023,2026-06-29T00:03:03-07:00
