rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,418960,2019,2026-06-14T00:03:03-07:00
2,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,479382,2019,2026-06-14T00:03:03-07:00
3,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.6,19575,2026,2026-06-14T00:03:03-07:00
4,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.7,122043,2026,2026-06-14T00:03:03-07:00
5,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.2,33386,2026,2026-06-14T00:03:03-07:00
6,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,297496,2022,2026-06-14T00:03:03-07:00
7,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.8,6759,2026,2026-06-14T00:03:03-07:00
8,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.5,5238,2022,2026-06-14T00:03:03-07:00
9,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1538448,2011,2026-06-14T00:03:03-07:00
10,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,191390,2018,2026-06-14T00:03:03-07:00
11,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.9,38653,2026,2026-06-14T00:03:03-07:00
12,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.6,6216,2026,2026-06-14T00:03:03-07:00
13,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,253258,2023,2026-06-14T00:03:03-07:00
14,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,85322,2016,2026-06-14T00:03:03-07:00
15,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,956856,2013,2026-06-14T00:03:03-07:00
