rank,title,url,score,votes,release_year,scraped_at
1,Spider-Noir,https://www.imdb.com/title/tt30460310/,8.1,20905,2026,2026-06-03T00:03:04-07:00
2,The Boroughs,https://www.imdb.com/title/tt27557289/,7.4,16689,2026,2026-06-03T00:03:04-07:00
3,Off Campus,https://www.imdb.com/title/tt33546863/,8.0,24023,2026,2026-06-03T00:03:04-07:00
4,The Boys,https://www.imdb.com/title/tt1190634/,8.5,983061,2019,2026-06-03T00:03:04-07:00
5,Dutton Ranch,https://www.imdb.com/title/tt34991493/,8.4,6906,2026,2026-06-03T00:03:04-07:00
6,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.3,11351,2026,2026-06-03T00:03:04-07:00
7,Euphoria,https://www.imdb.com/title/tt8772296/,8.2,309781,2019,2026-06-03T00:03:04-07:00
8,From,https://www.imdb.com/title/tt9813792/,7.8,186230,2022,2026-06-03T00:03:04-07:00
9,The Four Seasons,https://www.imdb.com/title/tt30826447/,7.2,40003,2025,2026-06-03T00:03:04-07:00
10,Your Friends & Neighbors,https://www.imdb.com/title/tt30459041/,7.7,57338,2025,2026-06-03T00:03:04-07:00
11,Legends,https://www.imdb.com/title/tt33265765/,7.9,15530,2026,2026-06-03T00:03:04-07:00
12,Hacks,https://www.imdb.com/title/tt11815682/,8.2,64886,2021,2026-06-03T00:03:04-07:00
13,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2620771,2011,2026-06-03T00:03:04-07:00
14,Star City,https://www.imdb.com/title/tt32140872/,6.8,936,2026,2026-06-03T00:03:04-07:00
15,Re: Zero - Starting Life in Another World,https://www.imdb.com/title/tt5607616/,8.2,50009,2016,2026-06-03T00:03:04-07:00
16,Half Man,https://www.imdb.com/title/tt32767294/,8.0,7614,2026,2026-06-03T00:03:04-07:00
17,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.3,528566,2022,2026-06-03T00:03:04-07:00
18,The Testaments,https://www.imdb.com/title/tt10970762/,8.3,8378,2026,2026-06-03T00:03:04-07:00
19,Marshals,https://www.imdb.com/title/tt36849871/,6.1,13215,2026,2026-06-03T00:03:04-07:00
20,For All Mankind,https://www.imdb.com/title/tt7772588/,8.1,89342,2019,2026-06-03T00:03:04-07:00
21,Rivals,https://www.imdb.com/title/tt21906238/,7.9,18281,2024,2026-06-03T00:03:04-07:00
22,Breaking Bad,https://www.imdb.com/title/tt0903747/,9.5,2624414,2008,2026-06-03T00:03:04-07:00
23,The Pitt,https://www.imdb.com/title/tt31938062/,8.9,152366,2025,2026-06-03T00:03:04-07:00
24,The Backrooms,https://www.imdb.com/title/tt20863294/,8.3,2662,2022,2026-06-03T00:03:04-07:00
25,Rick and Morty,https://www.imdb.com/title/tt2861424/,9.0,696744,2013,2026-06-03T00:03:04-07:00
26,Yellowstone,https://www.imdb.com/title/tt4236770/,8.6,312457,2018,2026-06-03T00:03:04-07:00
27,A Good Girl's Guide to Murder,https://www.imdb.com/title/tt28118211/,6.8,25711,2024,2026-06-03T00:03:04-07:00
28,Nemesis,https://www.imdb.com/title/tt36022742/,6.0,3481,2026,2026-06-03T00:03:04-07:00
29,The Rookie,https://www.imdb.com/title/tt7587890/,8.0,128591,2018,2026-06-03T00:03:04-07:00
30,Vought Rising,https://www.imdb.com/title/tt33041431/,,0,2027,2026-06-03T00:03:04-07:00
31,Criminal Minds,https://www.imdb.com/title/tt0452046/,8.1,239644,2005,2026-06-03T00:03:04-07:00
32,Invincible,https://www.imdb.com/title/tt6741278/,8.7,341205,2021,2026-06-03T00:03:04-07:00
33,Supernatural,https://www.imdb.com/title/tt0460681/,8.4,540144,2005,2026-06-03T00:03:04-07:00
34,Margo's Got Money Troubles,https://www.imdb.com/title/tt31137273/,7.3,9660,2026,2026-06-03T00:03:04-07:00
35,The Mandalorian,https://www.imdb.com/title/tt8111088/,8.6,657473,2019,2026-06-03T00:03:04-07:00
36,Stranger Things,https://www.imdb.com/title/tt4574334/,8.6,1705396,2016,2026-06-03T00:03:04-07:00
37,Maximum Pleasure Guaranteed,https://www.imdb.com/title/tt35946742/,7.0,1184,2026,2026-06-03T00:03:04-07:00
38,Attack on Titan,https://www.imdb.com/title/tt2560140/,9.1,719980,2013,2026-06-03T00:03:04-07:00
39,The Sopranos,https://www.imdb.com/title/tt0141842/,9.2,581432,1999,2026-06-03T00:03:04-07:00
40,Person of Interest,https://www.imdb.com/title/tt1839578/,8.5,209412,2011,2026-06-03T00:03:04-07:00
41,Beef,https://www.imdb.com/title/tt14403178/,8.0,173738,2023,2026-06-03T00:03:04-07:00
42,Man on Fire,https://www.imdb.com/title/tt27331527/,6.7,10633,2026,2026-06-03T00:03:04-07:00
43,The Walking Dead,https://www.imdb.com/title/tt1520211/,8.1,1198685,2010,2026-06-03T00:03:04-07:00
44,One Piece,https://www.imdb.com/title/tt0388629/,9.0,355269,1999,2026-06-03T00:03:04-07:00
45,The Handmaid's Tale,https://www.imdb.com/title/tt5834204/,8.3,299196,2017,2026-06-03T00:03:04-07:00
