rank,title,url,score,votes,release_year,scraped_at
1,Spider-Noir,https://www.imdb.com/title/tt30460310/,8.1,18348,2026,2026-06-02T00:03:03-07:00
2,The Boroughs,https://www.imdb.com/title/tt27557289/,7.4,15657,2026,2026-06-02T00:03:03-07:00
3,Off Campus,https://www.imdb.com/title/tt33546863/,8.1,23289,2026,2026-06-02T00:03:03-07:00
4,The Boys,https://www.imdb.com/title/tt1190634/,8.5,981038,2019,2026-06-02T00:03:03-07:00
5,Dutton Ranch,https://www.imdb.com/title/tt34991493/,8.4,6696,2026,2026-06-02T00:03:03-07:00
6,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.3,10928,2026,2026-06-02T00:03:03-07:00
7,Euphoria,https://www.imdb.com/title/tt8772296/,8.2,308736,2019,2026-06-02T00:03:03-07:00
8,From,https://www.imdb.com/title/tt9813792/,7.8,186006,2022,2026-06-02T00:03:03-07:00
9,The Four Seasons,https://www.imdb.com/title/tt30826447/,7.2,39830,2025,2026-06-02T00:03:03-07:00
10,Your Friends & Neighbors,https://www.imdb.com/title/tt30459041/,7.7,57218,2025,2026-06-02T00:03:03-07:00
11,Legends,https://www.imdb.com/title/tt33265765/,7.9,15214,2026,2026-06-02T00:03:03-07:00
12,Hacks,https://www.imdb.com/title/tt11815682/,8.2,64791,2021,2026-06-02T00:03:03-07:00
13,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2620511,2011,2026-06-02T00:03:03-07:00
14,Star City,https://www.imdb.com/title/tt32140872/,6.9,831,2026,2026-06-02T00:03:03-07:00
15,Re: Zero - Starting Life in Another World,https://www.imdb.com/title/tt5607616/,8.2,49686,2016,2026-06-02T00:03:03-07:00
16,Half Man,https://www.imdb.com/title/tt32767294/,8.0,7226,2026,2026-06-02T00:03:03-07:00
17,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.3,528401,2022,2026-06-02T00:03:03-07:00
18,The Testaments,https://www.imdb.com/title/tt10970762/,8.3,8150,2026,2026-06-02T00:03:03-07:00
