rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.2,120816,2021,2026-08-03T00:03:03-07:00
2,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,842589,2022,2026-08-03T00:03:03-07:00
3,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,143128,2023,2026-08-03T00:03:03-07:00
4,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1575258,2011,2026-08-03T00:03:03-07:00
5,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,446419,2019,2026-08-03T00:03:03-07:00
6,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,43119,1997,2026-08-03T00:03:03-07:00
7,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,972317,2013,2026-08-03T00:03:03-07:00
8,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,723340,2015,2026-08-03T00:03:03-07:00
9,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,324171,2022,2026-08-03T00:03:03-07:00
10,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,315664,1999,2026-08-03T00:03:03-07:00
11,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,23441,2026,2026-08-03T00:03:03-07:00
12,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,6.7,7800,2026,2026-08-03T00:03:03-07:00
13,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.0,20822,2026,2026-08-03T00:03:03-07:00
14,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,977878,2013,2026-08-03T00:03:03-07:00
15,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,26481,2026,2026-08-03T00:03:03-07:00
16,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,498527,2019,2026-08-03T00:03:03-07:00
17,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,412511,2006,2026-08-03T00:03:03-07:00
18,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,212047,2018,2026-08-03T00:03:03-07:00
19,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,832626,2008,2026-08-03T00:03:03-07:00
20,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.3,3436,2026,2026-08-03T00:03:03-07:00
21,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,647520,2010,2026-08-03T00:03:03-07:00
22,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,418329,2011,2026-08-03T00:03:03-07:00
23,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,854763,2016,2026-08-03T00:03:03-07:00
24,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1084999,2020,2026-08-03T00:03:03-07:00
25,Менеджер Ким,Kim bujang,https://www.kinopoisk.ru/series/9027270/,8.0,7738,2026,2026-08-03T00:03:03-07:00
26,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,115800,2026,2026-08-03T00:03:03-07:00
27,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,142187,2020,2026-08-03T00:03:03-07:00
28,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.4,7821,2022,2026-08-03T00:03:03-07:00
29,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.1,51139,2026,2026-08-03T00:03:03-07:00
30,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,564261,2014,2026-08-03T00:03:03-07:00
31,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,165386,2025,2026-08-03T00:03:03-07:00
32,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,187282,2008,2026-08-03T00:03:03-07:00
33,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,30551,2026,2026-08-03T00:03:03-07:00
34,Ещё 17,Daha on Yedi,https://www.kinopoisk.ru/series/12588511/,8.2,7766,2026,2026-08-03T00:03:03-07:00
35,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,283416,2018,2026-08-03T00:03:03-07:00
36,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,56895,2025,2026-08-03T00:03:03-07:00
37,Мотель Бейтса,Bates Motel,https://www.kinopoisk.ru/series/672861/,7.6,58249,2013,2026-08-03T00:03:03-07:00
38,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,423285,2004,2026-08-03T00:03:03-07:00
39,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,366532,1998,2026-08-03T00:03:03-07:00
40,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,232124,2015,2026-08-03T00:03:03-07:00
41,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,649623,2005,2026-08-03T00:03:03-07:00
42,Ветреный,Hercai,https://www.kinopoisk.ru/series/1236515/,7.9,225805,2019,2026-08-03T00:03:03-07:00
