rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,861847,2022,2026-08-18T00:03:03-07:00
2,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,147943,2023,2026-08-18T00:03:03-07:00
3,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,144484,2021,2026-08-18T00:03:03-07:00
4,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1591629,2011,2026-08-18T00:03:03-07:00
5,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,,0,2026,2026-08-18T00:03:03-07:00
6,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,735238,2015,2026-08-18T00:03:03-07:00
7,Стерлинг-Поинт,Sterling Point,https://www.kinopoisk.ru/series/11832286/,7.4,4741,2026,2026-08-18T00:03:03-07:00
8,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,985287,2013,2026-08-18T00:03:03-07:00
9,Герои,Heroes,https://www.kinopoisk.ru/series/271748/,7.8,87591,2006,2026-08-18T00:03:03-07:00
10,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,456552,2019,2026-08-18T00:03:03-07:00
11,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,189904,2008,2026-08-18T00:03:03-07:00
12,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,986735,2013,2026-08-18T00:03:03-07:00
13,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,320747,1999,2026-08-18T00:03:03-07:00
14,Осколки,The Shards,https://www.kinopoisk.ru/series/6531565/,6.2,1805,2026,2026-08-18T00:03:03-07:00
15,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,219001,2018,2026-08-18T00:03:03-07:00
16,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,502541,2019,2026-08-18T00:03:03-07:00
17,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,338661,2022,2026-08-18T00:03:03-07:00
18,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,418751,2006,2026-08-18T00:03:03-07:00
19,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.4,5625,2026,2026-08-18T00:03:03-07:00
20,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,838957,2008,2026-08-18T00:03:03-07:00
21,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,47206,1997,2026-08-18T00:03:03-07:00
22,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1093653,2020,2026-08-18T00:03:03-07:00
23,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,652552,2010,2026-08-18T00:03:03-07:00
24,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,61808,2022,2026-08-18T00:03:03-07:00
25,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,144302,2020,2026-08-18T00:03:03-07:00
26,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,426597,2011,2026-08-18T00:03:03-07:00
27,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.3,858454,2016,2026-08-18T00:03:03-07:00
28,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.6,26306,2026,2026-08-18T00:03:03-07:00
29,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,29706,2026,2026-08-18T00:03:03-07:00
30,Ещё 17,Daha on Yedi,https://www.kinopoisk.ru/series/12588511/,8.4,11490,2026,2026-08-18T00:03:03-07:00
31,Пленники,Plenniki,https://www.kinopoisk.ru/series/5418936/,8.4,33711,2023,2026-08-18T00:03:03-07:00
32,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.0,25756,2026,2026-08-18T00:03:03-07:00
33,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,167372,2025,2026-08-18T00:03:03-07:00
34,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,118484,2026,2026-08-18T00:03:03-07:00
35,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,105669,2016,2026-08-18T00:03:03-07:00
36,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,427395,2004,2026-08-18T00:03:03-07:00
37,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,566518,2014,2026-08-18T00:03:03-07:00
38,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,285200,2018,2026-08-18T00:03:03-07:00
39,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,234039,2015,2026-08-18T00:03:03-07:00
40,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,657231,2005,2026-08-18T00:03:03-07:00
41,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,32630,2026,2026-08-18T00:03:03-07:00
42,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.1,53844,2026,2026-08-18T00:03:03-07:00
43,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,369625,1998,2026-08-18T00:03:03-07:00
44,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,57858,2025,2026-08-18T00:03:03-07:00
45,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,6.6,10655,2026,2026-08-18T00:03:03-07:00
46,Тьма,Dark,https://www.kinopoisk.ru/series/1032606/,8.1,249930,2017,2026-08-18T00:03:03-07:00
47,Детство Шелдона,Young Sheldon,https://www.kinopoisk.ru/series/1040419/,8.8,561273,2017,2026-08-18T00:03:03-07:00
48,Бесстыжие,Shameless,https://www.kinopoisk.ru/series/571335/,8.6,687326,2011,2026-08-18T00:03:03-07:00
49,Американская история ужасов,American Horror Story,https://www.kinopoisk.ru/series/589167/,7.9,288960,2011,2026-08-18T00:03:03-07:00
50,День Шакала,The Day of the Jackal,https://www.kinopoisk.ru/series/5461927/,7.9,84386,2024,2026-08-18T00:03:03-07:00
