rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Призрак в доспехах,Koukaku Kidoutai,https://www.kinopoisk.ru/series/11195100/,7.7,1853,2026,2026-07-08T00:03:01-07:00
2,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,822985,2022,2026-07-08T00:03:01-07:00
3,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.1,76894,2021,2026-07-08T00:03:01-07:00
4,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,311255,2022,2026-07-08T00:03:01-07:00
5,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,431213,2019,2026-07-08T00:03:01-07:00
6,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.1,12192,2026,2026-07-08T00:03:01-07:00
7,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,136201,2023,2026-07-08T00:03:01-07:00
8,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1553069,2011,2026-07-08T00:03:01-07:00
9,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,490699,2019,2026-07-08T00:03:01-07:00
10,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,17988,2026,2026-07-08T00:03:01-07:00
11,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,17471,2026,2026-07-08T00:03:01-07:00
12,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,956900,2013,2026-07-08T00:03:01-07:00
13,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.1,44896,2026,2026-07-08T00:03:01-07:00
14,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,965200,2013,2026-07-08T00:03:01-07:00
15,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,822621,2008,2026-07-08T00:03:01-07:00
16,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,307904,1999,2026-07-08T00:03:01-07:00
17,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1074881,2020,2026-07-08T00:03:01-07:00
18,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,402221,2006,2026-07-08T00:03:01-07:00
19,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.5,6742,2022,2026-07-08T00:03:01-07:00
20,Чемпионат мира по футболу 2026,2026 FIFA World Cup,https://www.kinopoisk.ru/series/12844456/,,0,2026,2026-07-08T00:03:01-07:00
21,Крестьянин 999 уровня,Lv999 no Murabito,https://www.kinopoisk.ru/series/13015920/,,0,2026,2026-07-08T00:03:01-07:00
22,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.5,232771,2026,2026-07-08T00:03:01-07:00
23,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.7,51571,2026,2026-07-08T00:03:01-07:00
24,Изгнанный реинкарнированный тяжёлый рыцарь не имеет себе равных в знаниях игры,Tsuihou sareta Tensei Juukishi wa Game Chishiki de Musou suru,https://www.kinopoisk.ru/series/13041489/,,0,2026,2026-07-08T00:03:01-07:00
25,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,848331,2016,2026-07-08T00:03:01-07:00
26,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,405792,2011,2026-07-08T00:03:01-07:00
27,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,26849,2026,2026-07-08T00:03:01-07:00
28,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,201457,2018,2026-07-08T00:03:01-07:00
29,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,280607,2023,2026-07-08T00:03:01-07:00
30,Менеджер Ким,Kim bujang,https://www.kinopoisk.ru/series/9027270/,,0,2026,2026-07-08T00:03:01-07:00
31,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,95414,2016,2026-07-08T00:03:01-07:00
32,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,640541,2010,2026-07-08T00:03:01-07:00
33,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,111710,2026,2026-07-08T00:03:01-07:00
34,Ранчо Даттонов,Dutton Ranch,https://www.kinopoisk.ru/series/7275308/,8.5,9304,2026,2026-07-08T00:03:01-07:00
35,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,161672,2025,2026-07-08T00:03:01-07:00
36,Аватар: Легенда об Аанге,Avatar: The Last Airbender,https://www.kinopoisk.ru/series/1199731/,7.2,33247,2024,2026-07-08T00:03:01-07:00
37,Том и Джерри,Tom and Jerry,https://www.kinopoisk.ru/series/1372775/,8.9,23375,1940,2026-07-08T00:03:01-07:00
38,Пылающее лето,Chi xia,https://www.kinopoisk.ru/series/12935649/,,0,2026,2026-07-08T00:03:01-07:00
39,Гачиакута,Gachiakuta,https://www.kinopoisk.ru/series/7524629/,8.5,323513,2025,2026-07-08T00:03:01-07:00
40,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,6.8,4009,2026,2026-07-08T00:03:01-07:00
41,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,560576,2014,2026-07-08T00:03:01-07:00
42,Тьма,Dark,https://www.kinopoisk.ru/series/1032606/,8.1,244702,2017,2026-07-08T00:03:01-07:00
43,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,713612,2015,2026-07-08T00:03:01-07:00
44,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,54908,2025,2026-07-08T00:03:01-07:00
45,Терапия,Shrinking,https://www.kinopoisk.ru/series/4675392/,7.7,32071,2023,2026-07-08T00:03:01-07:00
46,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,228824,2015,2026-07-08T00:03:01-07:00
47,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,416984,2004,2026-07-08T00:03:01-07:00
48,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,280225,2018,2026-07-08T00:03:01-07:00
49,Адский рай,Jigokuraku,https://www.kinopoisk.ru/series/4786341/,8.4,137056,2023,2026-07-08T00:03:01-07:00
50,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,361198,1998,2026-07-08T00:03:01-07:00
