rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Джентльмены,The Gentlemen,https://www.kinopoisk.ru/series/1435343/,7.8,91552,2024,2026-09-14T00:03:03-07:00
2,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,199087,2021,2026-09-14T00:03:03-07:00
3,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,168108,2023,2026-09-14T00:03:03-07:00
4,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1644086,2011,2026-09-14T00:03:03-07:00
5,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,201241,2008,2026-09-14T00:03:03-07:00
6,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,758391,2015,2026-09-14T00:03:03-07:00
7,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,171560,2025,2026-09-14T00:03:03-07:00
8,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.6,4075,2026,2026-09-14T00:03:03-07:00
9,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,334001,1999,2026-09-14T00:03:03-07:00
10,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,1005926,2013,2026-09-14T00:03:03-07:00
11,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,898788,2022,2026-09-14T00:03:03-07:00
12,Тёмная материя,Dark Matter,https://www.kinopoisk.ru/series/5024113/,7.7,68964,2024,2026-09-14T00:03:03-07:00
13,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,1068656,2013,2026-09-14T00:03:03-07:00
14,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,241433,2018,2026-09-14T00:03:03-07:00
15,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,431492,2006,2026-09-14T00:03:03-07:00
16,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,857677,2008,2026-09-14T00:03:03-07:00
17,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,667852,2010,2026-09-14T00:03:03-07:00
18,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,509721,2019,2026-09-14T00:03:03-07:00
19,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,451728,2011,2026-09-14T00:03:03-07:00
20,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,470930,2019,2026-09-14T00:03:03-07:00
21,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,65622,2022,2026-09-14T00:03:03-07:00
22,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,342854,2022,2026-09-14T00:03:03-07:00
