rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,859349,2022,2026-08-15T00:04:25-07:00
2,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,147038,2023,2026-08-15T00:04:25-07:00
3,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1589206,2011,2026-08-15T00:04:25-07:00
4,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,733436,2015,2026-08-15T00:04:25-07:00
5,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,217766,2018,2026-08-15T00:04:25-07:00
6,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,984029,2013,2026-08-15T00:04:25-07:00
7,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,455677,2019,2026-08-15T00:04:25-07:00
8,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.2,141572,2021,2026-08-15T00:04:25-07:00
9,Стерлинг-Поинт,Sterling Point,https://www.kinopoisk.ru/series/11832286/,7.4,3283,2026,2026-08-15T00:04:25-07:00
10,Осколки,The Shards,https://www.kinopoisk.ru/series/6531565/,6.1,1333,2026,2026-08-15T00:04:25-07:00
11,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,985381,2013,2026-08-15T00:04:25-07:00
12,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,319951,1999,2026-08-15T00:04:25-07:00
13,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,501903,2019,2026-08-15T00:04:25-07:00
14,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,189256,2008,2026-08-15T00:04:25-07:00
15,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,46518,1997,2026-08-15T00:04:25-07:00
16,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,338114,2022,2026-08-15T00:04:25-07:00
17,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,143904,2020,2026-08-15T00:04:25-07:00
18,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,61343,2022,2026-08-15T00:04:25-07:00
19,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,417934,2006,2026-08-15T00:04:25-07:00
20,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,105054,2016,2026-08-15T00:04:25-07:00
21,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,651770,2010,2026-08-15T00:04:25-07:00
22,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.6,25798,2026,2026-08-15T00:04:25-07:00
23,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,425515,2011,2026-08-15T00:04:25-07:00
24,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,838214,2008,2026-08-15T00:04:25-07:00
25,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1092588,2020,2026-08-15T00:04:25-07:00
26,Взрыв на борту Pan Am 103,The Bombing of Pan Am 103,https://www.kinopoisk.ru/series/8062900/,6.9,608,2025,2026-08-15T00:04:25-07:00
27,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.3,857700,2016,2026-08-15T00:04:25-07:00
28,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.3,5140,2026,2026-08-15T00:04:25-07:00
29,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,166964,2025,2026-08-15T00:04:25-07:00
30,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,29118,2026,2026-08-15T00:04:25-07:00
31,Ещё 17,Daha on Yedi,https://www.kinopoisk.ru/series/12588511/,8.4,10768,2026,2026-08-15T00:04:25-07:00
32,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.0,25297,2026,2026-08-15T00:04:25-07:00
33,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,117936,2026,2026-08-15T00:04:25-07:00
34,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,426866,2004,2026-08-15T00:04:25-07:00
35,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,32203,2026,2026-08-15T00:04:25-07:00
36,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,566005,2014,2026-08-15T00:04:25-07:00
37,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,284841,2018,2026-08-15T00:04:25-07:00
38,Американская история ужасов,American Horror Story,https://www.kinopoisk.ru/series/589167/,7.9,288676,2011,2026-08-15T00:04:25-07:00
39,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,6.6,10234,2026,2026-08-15T00:04:25-07:00
40,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,369094,1998,2026-08-15T00:04:25-07:00
