rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,418199,2019,2026-06-13T00:03:01-07:00
2,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,478611,2019,2026-06-13T00:03:01-07:00
3,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.7,108470,2026,2026-06-13T00:03:01-07:00
4,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.6,18909,2026,2026-06-13T00:03:01-07:00
5,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.2,32671,2026,2026-06-13T00:03:01-07:00
6,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.8,5832,2026,2026-06-13T00:03:01-07:00
7,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,296985,2022,2026-06-13T00:03:01-07:00
8,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.6,5122,2022,2026-06-13T00:03:01-07:00
9,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1537852,2011,2026-06-13T00:03:01-07:00
10,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,190902,2018,2026-06-13T00:03:01-07:00
11,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,251521,2023,2026-06-13T00:03:01-07:00
12,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,85019,2016,2026-06-13T00:03:01-07:00
13,Каждый год после,Every Year After,https://www.kinopoisk.ru/series/11827840/,7.0,898,2026,2026-06-13T00:03:01-07:00
14,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.6,5956,2026,2026-06-13T00:03:01-07:00
15,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.9,38294,2026,2026-06-13T00:03:01-07:00
16,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,956511,2013,2026-06-13T00:03:01-07:00
17,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,7.2,1335,2026,2026-06-13T00:03:01-07:00
18,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1066770,2020,2026-06-13T00:03:01-07:00
19,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,396141,2011,2026-06-13T00:03:01-07:00
20,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,395797,2006,2026-06-13T00:03:01-07:00
21,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,817137,2008,2026-06-13T00:03:01-07:00
22,Граф Монте-Кристо,Le Comte de Monte-Cristo,https://www.kinopoisk.ru/series/5462452/,8.3,88026,2024,2026-06-13T00:03:01-07:00
23,Красота,The Beauty,https://www.kinopoisk.ru/series/7178204/,7.0,21893,2026,2026-06-13T00:03:01-07:00
24,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,302727,1999,2026-06-13T00:03:01-07:00
25,Ночная сказка,Bir Gece Masali,https://www.kinopoisk.ru/series/6157707/,7.9,20107,2024,2026-06-13T00:03:01-07:00
26,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,951631,2013,2026-06-13T00:03:01-07:00
27,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,841878,2016,2026-06-13T00:03:01-07:00
28,Бороуз,The Boroughs,https://www.kinopoisk.ru/series/7385223/,7.2,6889,2026,2026-06-13T00:03:01-07:00
29,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,706697,2015,2026-06-13T00:03:01-07:00
30,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,801967,2022,2026-06-13T00:03:01-07:00
31,Получеловек,Half Man,https://www.kinopoisk.ru/series/7919289/,7.8,3235,2026,2026-06-13T00:03:01-07:00
32,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,635795,2010,2026-06-13T00:03:01-07:00
33,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,158783,2025,2026-06-13T00:03:01-07:00
34,Ранчо Даттонов,Dutton Ranch,https://www.kinopoisk.ru/series/7275308/,8.6,4738,2026,2026-06-13T00:03:01-07:00
35,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.2,107822,2026,2026-06-13T00:03:01-07:00
36,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,132792,2023,2026-06-13T00:03:01-07:00
37,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,637844,2005,2026-06-13T00:03:01-07:00
38,Слабый герой,Yakhan yeongung,https://www.kinopoisk.ru/series/4857811/,8.4,299882,2022,2026-06-13T00:03:01-07:00
39,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,226501,2015,2026-06-13T00:03:01-07:00
40,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,53224,2025,2026-06-13T00:03:01-07:00
41,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,277572,2018,2026-06-13T00:03:01-07:00
42,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,557479,2014,2026-06-13T00:03:01-07:00
43,Детство Шелдона,Young Sheldon,https://www.kinopoisk.ru/series/1040419/,8.8,541733,2017,2026-06-13T00:03:01-07:00
44,Клюквенный щербет,Kızılcık Şerbeti,https://www.kinopoisk.ru/series/5107166/,8.5,416339,2022,2026-06-13T00:03:01-07:00
45,Адский рай,Jigokuraku,https://www.kinopoisk.ru/series/4786341/,8.4,130815,2023,2026-06-13T00:03:01-07:00
46,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,413223,2004,2026-06-13T00:03:01-07:00
47,Военный повар становится легендой,Chwisabyeong jeonseoli doeda,https://www.kinopoisk.ru/series/8425589/,,0,2026,2026-06-13T00:03:01-07:00
48,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,357477,1998,2026-06-13T00:03:01-07:00
49,Гачиакута,Gachiakuta,https://www.kinopoisk.ru/series/7524629/,8.5,316239,2025,2026-06-13T00:03:01-07:00
50,Чернобыль,Chernobyl,https://www.kinopoisk.ru/series/1227803/,8.8,808512,2019,2026-06-13T00:03:01-07:00
