rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,416734,2019,2026-06-11T00:03:03-07:00
2,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,477010,2019,2026-06-11T00:03:03-07:00
3,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.8,4066,2026,2026-06-11T00:03:03-07:00
4,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.6,17667,2026,2026-06-11T00:03:03-07:00
5,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.2,31379,2026,2026-06-11T00:03:03-07:00
6,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,296161,2022,2026-06-11T00:03:03-07:00
7,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,84204,2016,2026-06-11T00:03:03-07:00
8,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.9,66372,2026,2026-06-11T00:03:03-07:00
9,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.6,4899,2022,2026-06-11T00:03:03-07:00
10,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,249116,2023,2026-06-11T00:03:03-07:00
11,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1536731,2011,2026-06-11T00:03:03-07:00
12,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,7.2,1039,2026,2026-06-11T00:03:03-07:00
13,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.9,37718,2026,2026-06-11T00:03:03-07:00
14,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.6,5566,2026,2026-06-11T00:03:03-07:00
15,Каждый год после,Every Year After,https://www.kinopoisk.ru/series/11827840/,,0,2026,2026-06-11T00:03:03-07:00
16,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,955876,2013,2026-06-11T00:03:03-07:00
17,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,395271,2011,2026-06-11T00:03:03-07:00
18,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,816723,2008,2026-06-11T00:03:03-07:00
19,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1066033,2020,2026-06-11T00:03:03-07:00
20,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,395298,2006,2026-06-11T00:03:03-07:00
21,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,951270,2013,2026-06-11T00:03:03-07:00
22,Бороуз,The Boroughs,https://www.kinopoisk.ru/series/7385223/,7.2,6555,2026,2026-06-11T00:03:03-07:00
23,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,302390,1999,2026-06-11T00:03:03-07:00
24,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,841358,2016,2026-06-11T00:03:03-07:00
25,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,706072,2015,2026-06-11T00:03:03-07:00
26,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,190082,2018,2026-06-11T00:03:03-07:00
27,Получеловек,Half Man,https://www.kinopoisk.ru/series/7919289/,7.8,3011,2026,2026-06-11T00:03:03-07:00
28,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,635433,2010,2026-06-11T00:03:03-07:00
29,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,158582,2025,2026-06-11T00:03:03-07:00
30,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,801451,2022,2026-06-11T00:03:03-07:00
31,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,637581,2005,2026-06-11T00:03:03-07:00
32,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,277361,2018,2026-06-11T00:03:03-07:00
33,Далёкий город,Uzak Sehir,https://www.kinopoisk.ru/series/6553560/,8.4,168852,2024,2026-06-11T00:03:03-07:00
34,Ранчо Даттонов,Dutton Ranch,https://www.kinopoisk.ru/series/7275308/,8.6,4489,2026,2026-06-11T00:03:03-07:00
35,Клюквенный щербет,Kızılcık Şerbeti,https://www.kinopoisk.ru/series/5107166/,8.5,415677,2022,2026-06-11T00:03:03-07:00
36,Офсайд,Offside,https://www.kinopoisk.ru/series/11111482/,7.8,3685,2025,2026-06-11T00:03:03-07:00
37,Гачиакута,Gachiakuta,https://www.kinopoisk.ru/series/7524629/,8.5,315669,2025,2026-06-11T00:03:03-07:00
38,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,557242,2014,2026-06-11T00:03:03-07:00
39,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,357183,1998,2026-06-11T00:03:03-07:00
40,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.2,107557,2026,2026-06-11T00:03:03-07:00
41,Военный повар становится легендой,Chwisabyeong jeonseoli doeda,https://www.kinopoisk.ru/series/8425589/,,0,2026,2026-06-11T00:03:03-07:00
42,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,226286,2015,2026-06-11T00:03:03-07:00
43,Детство Шелдона,Young Sheldon,https://www.kinopoisk.ru/series/1040419/,8.8,541156,2017,2026-06-11T00:03:03-07:00
44,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,53086,2025,2026-06-11T00:03:03-07:00
45,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,132657,2023,2026-06-11T00:03:03-07:00
