rank,title,url,score,votes,release_year,scraped_at
1,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.3,556430,2022,2026-08-09T00:03:03-07:00
2,Furious,https://www.imdb.com/title/tt36303968/,7.6,3560,2026,2026-08-09T00:03:03-07:00
3,Silo,https://www.imdb.com/title/tt14688458/,8.1,225822,2023,2026-08-09T00:03:03-07:00
4,The Bombing of Pan Am 103,https://www.imdb.com/title/tt13592494/,7.5,4985,2025,2026-08-09T00:03:03-07:00
5,Cape Fear,https://www.imdb.com/title/tt34675596/,6.7,17343,2026,2026-08-09T00:03:03-07:00
6,Ride or Die,https://www.imdb.com/title/tt30494226/,7.6,10957,2026,2026-08-09T00:03:03-07:00
7,Ransom Canyon,https://www.imdb.com/title/tt28088031/,6.8,11848,2025,2026-08-09T00:03:03-07:00
8,Lioness,https://www.imdb.com/title/tt13111078/,7.8,90663,2023,2026-08-09T00:03:03-07:00
9,I Will Find You,https://www.imdb.com/title/tt34771210/,7.1,54622,2026,2026-08-09T00:03:03-07:00
10,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2645865,2011,2026-08-09T00:03:03-07:00
11,The Hawk,https://www.imdb.com/title/tt27550719/,6.4,9087,2026,2026-08-09T00:03:03-07:00
12,Lucky,https://www.imdb.com/title/tt34866681/,6.6,5262,2026,2026-08-09T00:03:03-07:00
13,Stuart Fails to Save the Universe,https://www.imdb.com/title/tt27497393/,7.1,4049,2026,2026-08-09T00:03:03-07:00
14,Rick and Morty,https://www.imdb.com/title/tt2861424/,9.0,706561,2013,2026-08-09T00:03:03-07:00
15,Ted Lasso,https://www.imdb.com/title/tt10986410/,8.7,454758,2020,2026-08-09T00:03:03-07:00
16,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.1,62776,2026,2026-08-09T00:03:03-07:00
17,The Mentalist,https://www.imdb.com/title/tt1196946/,8.2,240045,2008,2026-08-09T00:03:03-07:00
18,The Sopranos,https://www.imdb.com/title/tt0141842/,9.2,590107,1999,2026-08-09T00:03:03-07:00
19,The Rookie,https://www.imdb.com/title/tt7587890/,8.0,132722,2018,2026-08-09T00:03:03-07:00
20,Breaking Bad,https://www.imdb.com/title/tt0903747/,9.5,2655655,2008,2026-08-09T00:03:03-07:00
21,The Shards,https://www.imdb.com/title/tt27543562/,6.0,942,2026,2026-08-09T00:03:03-07:00
22,The Bear,https://www.imdb.com/title/tt14452776/,8.5,320768,2022,2026-08-09T00:03:03-07:00
23,Little House on the Prairie,https://www.imdb.com/title/tt2431250/,7.3,6988,2026,2026-08-09T00:03:03-07:00
24,Off Campus,https://www.imdb.com/title/tt33546863/,7.9,48960,2026,2026-08-09T00:03:03-07:00
25,Star Trek: Strange New Worlds,https://www.imdb.com/title/tt12327578/,8.2,76939,2022,2026-08-09T00:03:03-07:00
26,Reacher,https://www.imdb.com/title/tt9288030/,8.0,300498,2022,2026-08-09T00:03:03-07:00
27,Sugar,https://www.imdb.com/title/tt16418808/,7.4,47741,2024,2026-08-09T00:03:03-07:00
28,The Punisher,https://www.imdb.com/title/tt5675620/,8.4,310110,2017,2026-08-09T00:03:03-07:00
29,Elite Force,https://www.imdb.com/title/tt35495063/,6.4,2521,2026,2026-08-09T00:03:03-07:00
30,From,https://www.imdb.com/title/tt9813792/,7.8,202753,2022,2026-08-09T00:03:03-07:00
31,Dutton Ranch,https://www.imdb.com/title/tt34991493/,8.2,22218,2026,2026-08-09T00:03:03-07:00
32,The Lord of the Rings: The Rings of Power,https://www.imdb.com/title/tt7631058/,6.8,442457,2022,2026-08-09T00:03:03-07:00
33,The Pitt,https://www.imdb.com/title/tt31938062/,8.9,163527,2025,2026-08-09T00:03:03-07:00
34,The Office,https://www.imdb.com/title/tt0386676/,9.0,843662,2005,2026-08-09T00:03:03-07:00
35,Bleach: Thousand-Year Blood War,https://www.imdb.com/title/tt14986406/,9.0,80491,2022,2026-08-09T00:03:03-07:00
