rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,470176,2019,2026-06-05T00:03:03-07:00
2,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.7,13165,2026,2026-06-05T00:03:03-07:00
3,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.3,411479,2019,2026-06-05T00:03:03-07:00
4,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.8,45141,2026,2026-06-05T00:03:03-07:00
5,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.2,26832,2026,2026-06-05T00:03:03-07:00
6,Закулисье,The Backrooms,https://www.kinopoisk.ru/series/5129650/,7.6,3954,2022,2026-06-05T00:03:03-07:00
7,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,292654,2022,2026-06-05T00:03:03-07:00
8,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,81958,2016,2026-06-05T00:03:03-07:00
9,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1533244,2011,2026-06-05T00:03:03-07:00
10,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,237698,2023,2026-06-05T00:03:03-07:00
11,Бороуз,The Boroughs,https://www.kinopoisk.ru/series/7385223/,7.2,5306,2026,2026-06-05T00:03:03-07:00
12,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.7,4362,2026,2026-06-05T00:03:03-07:00
13,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.9,35445,2026,2026-06-05T00:03:03-07:00
14,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,301232,1999,2026-06-05T00:03:03-07:00
15,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,953769,2013,2026-06-05T00:03:03-07:00
16,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,815344,2008,2026-06-05T00:03:03-07:00
17,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1063940,2020,2026-06-05T00:03:03-07:00
18,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,392935,2011,2026-06-05T00:03:03-07:00
19,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,393595,2006,2026-06-05T00:03:03-07:00
20,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,132176,2023,2026-06-05T00:03:03-07:00
21,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,839747,2016,2026-06-05T00:03:03-07:00
22,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,187929,2018,2026-06-05T00:03:03-07:00
23,Клюквенный щербет,Kızılcık Şerbeti,https://www.kinopoisk.ru/series/5107166/,8.5,412749,2022,2026-06-05T00:03:03-07:00
24,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,703871,2015,2026-06-05T00:03:03-07:00
25,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,634156,2010,2026-06-05T00:03:03-07:00
26,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,949940,2013,2026-06-05T00:03:03-07:00
27,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,157846,2025,2026-06-05T00:03:03-07:00
28,Получеловек,Half Man,https://www.kinopoisk.ru/series/7919289/,7.8,2284,2026,2026-06-05T00:03:03-07:00
29,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,636610,2005,2026-06-05T00:03:03-07:00
30,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,276627,2018,2026-06-05T00:03:03-07:00
31,Далёкий город,Uzak Sehir,https://www.kinopoisk.ru/series/6553560/,8.4,166621,2024,2026-06-05T00:03:03-07:00
32,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,52572,2025,2026-06-05T00:03:03-07:00
33,Военный повар становится легендой,Chwisabyeong jeonseoli doeda,https://www.kinopoisk.ru/series/8425589/,,0,2026,2026-06-05T00:03:03-07:00
34,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,800257,2022,2026-06-05T00:03:03-07:00
35,Оккупированные,Okkupert,https://www.kinopoisk.ru/series/891787/,6.3,2585,2015,2026-06-05T00:03:03-07:00
36,Вы нам не подходите,Not Suitable for Work,https://www.kinopoisk.ru/series/12337967/,,0,2026,2026-06-05T00:03:03-07:00
37,Заложник,,https://www.kinopoisk.ru/series/11696714/,7.6,202586,2026,2026-06-05T00:03:03-07:00
38,Детство Шелдона,Young Sheldon,https://www.kinopoisk.ru/series/1040419/,8.8,539221,2017,2026-06-05T00:03:03-07:00
39,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.2,106646,2026,2026-06-05T00:03:03-07:00
40,Том и Джерри,Tom and Jerry,https://www.kinopoisk.ru/series/1372775/,8.9,22557,1940,2026-06-05T00:03:03-07:00
41,Эйфория,Euphorie,https://www.kinopoisk.ru/series/5230038/,,0,2025,2026-06-05T00:03:03-07:00
