rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,161942,2023,2026-09-06T00:03:03-07:00
2,Джентльмены,The Gentlemen,https://www.kinopoisk.ru/series/1435343/,7.8,87431,2024,2026-09-06T00:03:03-07:00
3,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1630168,2011,2026-09-06T00:03:03-07:00
4,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,197762,2008,2026-09-06T00:03:03-07:00
5,Стерлинг-Поинт,Sterling Point,https://www.kinopoisk.ru/series/11832286/,7.3,11835,2026,2026-09-06T00:03:03-07:00
6,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,752992,2015,2026-09-06T00:03:03-07:00
7,Гарри Поттер,Harry Potter,https://www.kinopoisk.ru/series/4324441/,,0,2026,2026-09-06T00:03:03-07:00
8,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.5,3027,2026,2026-09-06T00:03:03-07:00
9,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,889756,2022,2026-09-06T00:03:03-07:00
10,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,235908,2018,2026-09-06T00:03:03-07:00
11,Яростная,Furious,https://www.kinopoisk.ru/series/12946659/,7.5,3108,2026,2026-09-06T00:03:03-07:00
12,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,35121,2026,2026-09-06T00:03:03-07:00
13,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,1055530,2013,2026-09-06T00:03:03-07:00
14,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.2,185297,2021,2026-09-06T00:03:03-07:00
15,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,330465,1999,2026-09-06T00:03:03-07:00
16,Тёмная материя,Dark Matter,https://www.kinopoisk.ru/series/5024113/,7.7,68141,2024,2026-09-06T00:03:03-07:00
17,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,1001280,2013,2026-09-06T00:03:03-07:00
18,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,170019,2025,2026-09-06T00:03:03-07:00
19,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,852319,2008,2026-09-06T00:03:03-07:00
20,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,468354,2019,2026-09-06T00:03:03-07:00
21,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,427946,2006,2026-09-06T00:03:03-07:00
22,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,663529,2010,2026-09-06T00:03:03-07:00
23,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,341787,2022,2026-09-06T00:03:03-07:00
24,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.3,862941,2016,2026-09-06T00:03:03-07:00
25,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,146318,2020,2026-09-06T00:03:03-07:00
26,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,374744,1998,2026-09-06T00:03:03-07:00
27,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,64637,2022,2026-09-06T00:03:03-07:00
28,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.9,115843,2016,2026-09-06T00:03:03-07:00
29,Осколки,The Shards,https://www.kinopoisk.ru/series/6531565/,6.4,3738,2026,2026-09-06T00:03:03-07:00
30,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,507933,2019,2026-09-06T00:03:03-07:00
31,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,445285,2011,2026-09-06T00:03:03-07:00
32,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1120109,2020,2026-09-06T00:03:03-07:00
33,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.6,28878,2026,2026-09-06T00:03:03-07:00
34,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,569829,2014,2026-09-06T00:03:03-07:00
35,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,438554,2004,2026-09-06T00:03:03-07:00
36,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,32525,2026,2026-09-06T00:03:03-07:00
37,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,59121,2025,2026-09-06T00:03:03-07:00
38,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,688127,2005,2026-09-06T00:03:03-07:00
39,Монолог фармацевта,Kusuriya no Hitorigoto,https://www.kinopoisk.ru/series/5258557/,8.8,91297,2023,2026-09-06T00:03:03-07:00
40,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,236961,2015,2026-09-06T00:03:03-07:00
41,Адский рай,Jigokuraku,https://www.kinopoisk.ru/series/4786341/,8.4,156151,2023,2026-09-06T00:03:03-07:00
42,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,287285,2018,2026-09-06T00:03:03-07:00
43,Тьма,Dark,https://www.kinopoisk.ru/series/1032606/,8.1,251885,2017,2026-09-06T00:03:03-07:00
44,Чернобыль,Chernobyl,https://www.kinopoisk.ru/series/1227803/,8.7,829087,2019,2026-09-06T00:03:03-07:00
45,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,121554,2026,2026-09-06T00:03:03-07:00
46,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.5,9398,2026,2026-09-06T00:03:03-07:00
47,Каратель,The Punisher,https://www.kinopoisk.ru/series/978853/,7.8,68448,2017,2026-09-06T00:03:03-07:00
48,Ганнибал,Hannibal,https://www.kinopoisk.ru/series/682468/,8.1,339909,2013,2026-09-06T00:03:03-07:00
49,Детство Шелдона,Young Sheldon,https://www.kinopoisk.ru/series/1040419/,8.8,569302,2017,2026-09-06T00:03:03-07:00
