rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1596595,2011,2026-08-21T00:03:03-07:00
2,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,865230,2022,2026-08-21T00:03:03-07:00
3,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,149678,2023,2026-08-21T00:03:03-07:00
4,Стерлинг-Поинт,Sterling Point,https://www.kinopoisk.ru/series/11832286/,7.5,6185,2026,2026-08-21T00:03:03-07:00
5,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,737863,2015,2026-08-21T00:03:03-07:00
6,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.8,699,2026,2026-08-21T00:03:03-07:00
7,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,994345,2013,2026-08-21T00:03:03-07:00
8,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.9,107612,2016,2026-08-21T00:03:03-07:00
9,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,190728,2008,2026-08-21T00:03:03-07:00
10,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,150041,2021,2026-08-21T00:03:03-07:00
11,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,989003,2013,2026-08-21T00:03:03-07:00
12,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,321995,1999,2026-08-21T00:03:03-07:00
13,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,458114,2019,2026-08-21T00:03:03-07:00
14,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,221289,2018,2026-08-21T00:03:03-07:00
15,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.4,6357,2026,2026-08-21T00:03:03-07:00
16,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,62306,2022,2026-08-21T00:03:03-07:00
17,Осколки,The Shards,https://www.kinopoisk.ru/series/6531565/,6.3,2144,2026,2026-08-21T00:03:03-07:00
18,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,144692,2020,2026-08-21T00:03:03-07:00
