rank,title,url,score,votes,release_year,scraped_at
1,Spider-Noir,https://www.imdb.com/title/tt30460310/,8.0,32908,2026,2026-06-09T00:03:03-07:00
2,Off Campus,https://www.imdb.com/title/tt33546863/,8.0,28437,2026,2026-06-09T00:03:03-07:00
3,Cape Fear,https://www.imdb.com/title/tt34675596/,7.2,1740,2026,2026-06-09T00:03:03-07:00
4,The Boroughs,https://www.imdb.com/title/tt27557289/,7.3,21699,2026,2026-06-09T00:03:03-07:00
5,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.3,15078,2026,2026-06-09T00:03:03-07:00
6,Euphoria,https://www.imdb.com/title/tt8772296/,8.1,312553,2019,2026-06-09T00:03:03-07:00
7,Dutton Ranch,https://www.imdb.com/title/tt34991493/,8.4,8334,2026,2026-06-09T00:03:03-07:00
8,The Boys,https://www.imdb.com/title/tt1190634/,8.5,990488,2019,2026-06-09T00:03:03-07:00
9,From,https://www.imdb.com/title/tt9813792/,7.8,187770,2022,2026-06-09T00:03:03-07:00
10,Lucky,https://www.imdb.com/title/tt34866681/,,0,2026,2026-06-09T00:03:03-07:00
11,Your Friends & Neighbors,https://www.imdb.com/title/tt30459041/,7.7,58482,2025,2026-06-09T00:03:03-07:00
12,The Four Seasons,https://www.imdb.com/title/tt30826447/,7.2,41071,2025,2026-06-09T00:03:03-07:00
13,The Witness,https://www.imdb.com/title/tt31631015/,6.5,1380,2026,2026-06-09T00:03:03-07:00
14,Not Suitable for Work,https://www.imdb.com/title/tt35823838/,6.6,811,2026,2026-06-09T00:03:03-07:00
15,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2622521,2011,2026-06-09T00:03:03-07:00
16,Re: Zero - Starting Life in Another World,https://www.imdb.com/title/tt5607616/,8.2,53669,2016,2026-06-09T00:03:03-07:00
17,Among Us,https://www.imdb.com/title/tt28230655/,7.3,914,2026,2026-06-09T00:03:03-07:00
18,Legends,https://www.imdb.com/title/tt33265765/,7.9,17502,2026,2026-06-09T00:03:03-07:00
19,Rivals,https://www.imdb.com/title/tt21906238/,7.9,18691,2024,2026-06-09T00:03:03-07:00
20,Teach You a Lesson,https://www.imdb.com/title/tt34809853/,8.7,1810,2026,2026-06-09T00:03:03-07:00
21,Breaking Bad,https://www.imdb.com/title/tt0903747/,9.5,2627137,2008,2026-06-09T00:03:03-07:00
22,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.3,529480,2022,2026-06-09T00:03:03-07:00
23,Rick and Morty,https://www.imdb.com/title/tt2861424/,9.0,697564,2013,2026-06-09T00:03:03-07:00
24,Ted Lasso,https://www.imdb.com/title/tt10986410/,8.7,445640,2020,2026-06-09T00:03:03-07:00
25,The Amazing Digital Circus,https://www.imdb.com/title/tt27610198/,8.3,15560,2023,2026-06-09T00:03:03-07:00
26,The Pitt,https://www.imdb.com/title/tt31938062/,8.9,153488,2025,2026-06-09T00:03:03-07:00
27,Yellowstone,https://www.imdb.com/title/tt4236770/,8.6,313084,2018,2026-06-09T00:03:03-07:00
28,Hacks,https://www.imdb.com/title/tt11815682/,8.2,65525,2021,2026-06-09T00:03:03-07:00
29,For All Mankind,https://www.imdb.com/title/tt7772588/,8.1,89736,2019,2026-06-09T00:03:03-07:00
30,Star City,https://www.imdb.com/title/tt32140872/,6.9,1421,2026,2026-06-09T00:03:03-07:00
31,Half Man,https://www.imdb.com/title/tt32767294/,8.1,9635,2026,2026-06-09T00:03:03-07:00
32,The Rookie,https://www.imdb.com/title/tt7587890/,8.0,128898,2018,2026-06-09T00:03:03-07:00
33,Supernatural,https://www.imdb.com/title/tt0460681/,8.4,540542,2005,2026-06-09T00:03:03-07:00
34,The Testaments,https://www.imdb.com/title/tt10970762/,8.3,9334,2026,2026-06-09T00:03:03-07:00
35,A Good Girl's Guide to Murder,https://www.imdb.com/title/tt28118211/,6.8,26286,2024,2026-06-09T00:03:03-07:00
36,Silo,https://www.imdb.com/title/tt14688458/,8.1,215131,2023,2026-06-09T00:03:03-07:00
37,The Backrooms,https://www.imdb.com/title/tt20863294/,8.2,3224,2022,2026-06-09T00:03:03-07:00
38,Marshals,https://www.imdb.com/title/tt36849871/,6.1,13897,2026,2026-06-09T00:03:03-07:00
39,Criminal Minds,https://www.imdb.com/title/tt0452046/,8.1,239773,2005,2026-06-09T00:03:03-07:00
40,Stranger Things,https://www.imdb.com/title/tt4574334/,8.6,1707166,2016,2026-06-09T00:03:03-07:00
41,Invincible,https://www.imdb.com/title/tt6741278/,8.7,342382,2021,2026-06-09T00:03:03-07:00
42,Buffy the Vampire Slayer,https://www.imdb.com/title/tt0118276/,8.3,174796,1997,2026-06-09T00:03:03-07:00
43,The Sopranos,https://www.imdb.com/title/tt0141842/,9.2,582021,1999,2026-06-09T00:03:03-07:00
44,Attack on Titan,https://www.imdb.com/title/tt2560140/,9.1,721488,2013,2026-06-09T00:03:03-07:00
45,Person of Interest,https://www.imdb.com/title/tt1839578/,8.5,209808,2011,2026-06-09T00:03:03-07:00
46,Law & Order: Special Victims Unit,https://www.imdb.com/title/tt0203259/,8.1,145014,1999,2026-06-09T00:03:03-07:00
47,Nemesis,https://www.imdb.com/title/tt36022742/,6.0,3933,2026,2026-06-09T00:03:03-07:00
48,Tip Toe,https://www.imdb.com/title/tt35768911/,8.0,715,2026,2026-06-09T00:03:03-07:00
49,The Mentalist,https://www.imdb.com/title/tt1196946/,8.2,231018,2008,2026-06-09T00:03:03-07:00
50,The Walking Dead,https://www.imdb.com/title/tt1520211/,8.1,1199389,2010,2026-06-09T00:03:03-07:00
51,Maximum Pleasure Guaranteed,https://www.imdb.com/title/tt35946742/,7.0,1477,2026,2026-06-09T00:03:03-07:00
52,The Wire,https://www.imdb.com/title/tt0306414/,9.3,432230,2002,2026-06-09T00:03:03-07:00
53,Band of Brothers,https://www.imdb.com/title/tt0185906/,9.4,595992,2001,2026-06-09T00:03:03-07:00
54,Better Call Saul,https://www.imdb.com/title/tt3032476/,9.0,840476,2015,2026-06-09T00:03:03-07:00
55,The Handmaid's Tale,https://www.imdb.com/title/tt5834204/,8.3,299659,2017,2026-06-09T00:03:03-07:00
56,Beef,https://www.imdb.com/title/tt14403178/,8.0,174204,2023,2026-06-09T00:03:03-07:00
57,The Office,https://www.imdb.com/title/tt0386676/,9.0,835493,2005,2026-06-09T00:03:03-07:00
58,Margo's Got Money Troubles,https://www.imdb.com/title/tt31137273/,7.3,10573,2026,2026-06-09T00:03:03-07:00
59,Clarkson's Farm,https://www.imdb.com/title/tt10541088/,9.0,86327,2021,2026-06-09T00:03:03-07:00
60,Michael Jackson: The Verdict,https://www.imdb.com/title/tt42873612/,4.5,5171,2026,2026-06-09T00:03:03-07:00
61,The White Lotus,https://www.imdb.com/title/tt13406094/,8.0,326702,2021,2026-06-09T00:03:03-07:00
62,Interview with the Vampire,https://www.imdb.com/title/tt3960394/,7.6,40117,2022,2026-06-09T00:03:03-07:00
63,The Bear,https://www.imdb.com/title/tt14452776/,8.5,310526,2022,2026-06-09T00:03:03-07:00
64,The Madison,https://www.imdb.com/title/tt33204276/,7.8,19488,2026,2026-06-09T00:03:03-07:00
65,Paradise,https://www.imdb.com/title/tt27444205/,7.9,82109,2025,2026-06-09T00:03:03-07:00
66,One Piece,https://www.imdb.com/title/tt0388629/,9.0,355761,1999,2026-06-09T00:03:03-07:00
67,Landman,https://www.imdb.com/title/tt14186672/,8.2,109002,2024,2026-06-09T00:03:03-07:00
68,ER,https://www.imdb.com/title/tt0108757/,7.9,78622,1994,2026-06-09T00:03:03-07:00
69,Daredevil: Born Again,https://www.imdb.com/title/tt18923754/,8.1,108528,2025,2026-06-09T00:03:03-07:00
70,Shrinking,https://www.imdb.com/title/tt15677150/,8.2,125028,2023,2026-06-09T00:03:03-07:00
71,The Mandalorian,https://www.imdb.com/title/tt8111088/,8.6,658157,2019,2026-06-09T00:03:03-07:00
72,The Legend of Vox Machina,https://www.imdb.com/title/tt11247158/,8.4,54282,2022,2026-06-09T00:03:03-07:00
73,A Knight of the Seven Kingdoms,https://www.imdb.com/title/tt27497448/,8.7,251949,2026,2026-06-09T00:03:03-07:00
74,Grey's Anatomy,https://www.imdb.com/title/tt0413573/,7.6,374725,2005,2026-06-09T00:03:03-07:00
75,Severance,https://www.imdb.com/title/tt11280740/,8.6,391929,2022,2026-06-09T00:03:03-07:00
76,Man on Fire,https://www.imdb.com/title/tt27331527/,6.7,11187,2026,2026-06-09T00:03:03-07:00
77,Brown,https://www.imdb.com/title/tt26766517/,7.3,2192,2026,2026-06-09T00:03:03-07:00
78,True Detective,https://www.imdb.com/title/tt2356777/,8.8,757780,2014,2026-06-09T00:03:03-07:00
79,Rooster,https://www.imdb.com/title/tt32420734/,7.6,16845,2026,2026-06-09T00:03:03-07:00
80,Outlander,https://www.imdb.com/title/tt3006802/,8.3,201991,2014,2026-06-09T00:03:03-07:00
81,NCIS,https://www.imdb.com/title/tt0364845/,7.8,176862,2003,2026-06-09T00:03:03-07:00
82,Love Island USA,https://www.imdb.com/title/tt8819906/,5.3,3539,2019,2026-06-09T00:03:03-07:00
83,The Big Bang Theory,https://www.imdb.com/title/tt0898266/,8.1,938190,2007,2026-06-09T00:03:03-07:00
84,Lost,https://www.imdb.com/title/tt0411008/,8.3,673929,2004,2026-06-09T00:03:03-07:00
85,Jack Ryan,https://www.imdb.com/title/tt5057054/,8.0,194166,2018,2026-06-09T00:03:03-07:00
86,Dexter,https://www.imdb.com/title/tt0773262/,8.6,938417,2006,2026-06-09T00:03:03-07:00
87,M.I.A.,https://www.imdb.com/title/tt33253070/,6.4,2468,2026,2026-06-09T00:03:03-07:00
88,Friends,https://www.imdb.com/title/tt0108778/,8.8,1194605,1994,2026-06-09T00:03:03-07:00
89,Black Mirror,https://www.imdb.com/title/tt2085059/,8.7,739496,2011,2026-06-09T00:03:03-07:00
90,The Punisher,https://www.imdb.com/title/tt5675620/,8.4,305679,2017,2026-06-09T00:03:03-07:00
91,Reacher,https://www.imdb.com/title/tt9288030/,8.0,295087,2022,2026-06-09T00:03:03-07:00
92,Jujutsu Kaisen,https://www.imdb.com/title/tt12343534/,8.5,209832,2020,2026-06-09T00:03:03-07:00
93,Two Weeks in August,https://www.imdb.com/title/tt36118374/,5.7,757,2026,2026-06-09T00:03:03-07:00
94,Succession,https://www.imdb.com/title/tt7660850/,8.8,358262,2018,2026-06-09T00:03:03-07:00
95,Tracker,https://www.imdb.com/title/tt13875494/,7.1,29966,2024,2026-06-09T00:03:03-07:00
96,Made in India: A Titan Story,https://www.imdb.com/title/tt35674465/,8.8,7840,2026,2026-06-09T00:03:03-07:00
97,Smallville,https://www.imdb.com/title/tt0279600/,7.5,153917,2001,2026-06-09T00:03:03-07:00
98,Peaky Blinders,https://www.imdb.com/title/tt2442560/,8.7,779518,2013,2026-06-09T00:03:03-07:00
