rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1593029,2011,2026-08-19T00:03:03-07:00
2,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,862884,2022,2026-08-19T00:03:03-07:00
3,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,148447,2023,2026-08-19T00:03:03-07:00
4,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,145985,2021,2026-08-19T00:03:03-07:00
5,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.9,415,2026,2026-08-19T00:03:03-07:00
6,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,736025,2015,2026-08-19T00:03:03-07:00
7,Стерлинг-Поинт,Sterling Point,https://www.kinopoisk.ru/series/11832286/,7.4,5218,2026,2026-08-19T00:03:03-07:00
8,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,190159,2008,2026-08-19T00:03:03-07:00
9,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,987150,2013,2026-08-19T00:03:03-07:00
10,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,456982,2019,2026-08-19T00:03:03-07:00
11,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,321125,1999,2026-08-19T00:03:03-07:00
12,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,987356,2013,2026-08-19T00:03:03-07:00
13,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,219585,2018,2026-08-19T00:03:03-07:00
14,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,61978,2022,2026-08-19T00:03:03-07:00
15,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,839388,2008,2026-08-19T00:03:03-07:00
