rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,421020,2019,2026-06-17T00:03:03-07:00
2,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,481495,2019,2026-06-17T00:03:03-07:00
3,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,299258,2022,2026-06-17T00:03:03-07:00
4,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.6,21115,2026,2026-06-17T00:03:03-07:00
5,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.2,35405,2026,2026-06-17T00:03:03-07:00
6,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.6,152874,2026,2026-06-17T00:03:03-07:00
7,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.8,9398,2026,2026-06-17T00:03:03-07:00
8,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.5,5627,2022,2026-06-17T00:03:03-07:00
9,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1540270,2011,2026-06-17T00:03:03-07:00
10,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.9,40071,2026,2026-06-17T00:03:03-07:00
11,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.6,6863,2026,2026-06-17T00:03:03-07:00
12,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,86182,2016,2026-06-17T00:03:03-07:00
13,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,258273,2023,2026-06-17T00:03:03-07:00
14,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,957866,2013,2026-06-17T00:03:03-07:00
15,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,396908,2006,2026-06-17T00:03:03-07:00
16,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,952540,2013,2026-06-17T00:03:03-07:00
17,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,397658,2011,2026-06-17T00:03:03-07:00
18,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,803294,2022,2026-06-17T00:03:03-07:00
19,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1068221,2020,2026-06-17T00:03:03-07:00
20,Клюквенный щербет,Kızılcık Şerbeti,https://www.kinopoisk.ru/series/5107166/,8.5,417917,2022,2026-06-17T00:03:03-07:00
21,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,818031,2008,2026-06-17T00:03:03-07:00
22,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,303518,1999,2026-06-17T00:03:03-07:00
