rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,863937,2022,2026-08-20T00:03:03-07:00
2,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1594633,2011,2026-08-20T00:03:03-07:00
3,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,148976,2023,2026-08-20T00:03:03-07:00
4,Стерлинг-Поинт,Sterling Point,https://www.kinopoisk.ru/series/11832286/,7.4,5678,2026,2026-08-20T00:03:03-07:00
5,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.8,567,2026,2026-08-20T00:03:03-07:00
6,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,736865,2015,2026-08-20T00:03:03-07:00
7,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.9,106832,2016,2026-08-20T00:03:03-07:00
8,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,989844,2013,2026-08-20T00:03:03-07:00
9,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,147708,2021,2026-08-20T00:03:03-07:00
10,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,190421,2008,2026-08-20T00:03:03-07:00
11,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,457447,2019,2026-08-20T00:03:03-07:00
12,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,988063,2013,2026-08-20T00:03:03-07:00
13,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,62152,2022,2026-08-20T00:03:03-07:00
14,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,321520,1999,2026-08-20T00:03:03-07:00
15,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,220253,2018,2026-08-20T00:03:03-07:00
16,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,339006,2022,2026-08-20T00:03:03-07:00
17,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,144577,2020,2026-08-20T00:03:03-07:00
18,Осколки,The Shards,https://www.kinopoisk.ru/series/6531565/,6.3,2019,2026,2026-08-20T00:03:03-07:00
19,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.3,6107,2026,2026-08-20T00:03:03-07:00
20,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,653294,2010,2026-08-20T00:03:03-07:00
21,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,839875,2008,2026-08-20T00:03:03-07:00
22,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,503054,2019,2026-08-20T00:03:03-07:00
23,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,419490,2006,2026-08-20T00:03:03-07:00
24,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,427972,2011,2026-08-20T00:03:03-07:00
25,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1095384,2020,2026-08-20T00:03:03-07:00
26,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.3,858966,2016,2026-08-20T00:03:03-07:00
27,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,30007,2026,2026-08-20T00:03:03-07:00
28,Лимонные девочки,Shoujo Ramune,https://www.kinopoisk.ru/series/1433828/,8.1,56725,2016,2026-08-20T00:03:03-07:00
