rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,841442,2022,2026-08-02T00:03:03-07:00
2,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,142762,2023,2026-08-02T00:03:03-07:00
3,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1573984,2011,2026-08-02T00:03:03-07:00
4,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,445303,2019,2026-08-02T00:03:03-07:00
5,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.2,119106,2021,2026-08-02T00:03:03-07:00
6,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,971255,2013,2026-08-02T00:03:03-07:00
7,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,42700,1997,2026-08-02T00:03:03-07:00
8,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,322991,2022,2026-08-02T00:03:03-07:00
9,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,722652,2015,2026-08-02T00:03:03-07:00
10,Ветреный,Hercai,https://www.kinopoisk.ru/series/1236515/,7.9,225676,2019,2026-08-02T00:03:03-07:00
11,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,977160,2013,2026-08-02T00:03:03-07:00
12,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,6.7,7440,2026,2026-08-02T00:03:03-07:00
13,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,211654,2018,2026-08-02T00:03:03-07:00
14,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,23127,2026,2026-08-02T00:03:03-07:00
15,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,498209,2019,2026-08-02T00:03:03-07:00
16,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.0,20265,2026,2026-08-02T00:03:03-07:00
17,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,26149,2026,2026-08-02T00:03:03-07:00
18,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,315052,1999,2026-08-02T00:03:03-07:00
19,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.3,3260,2026,2026-08-02T00:03:03-07:00
20,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,831761,2008,2026-08-02T00:03:03-07:00
21,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,417605,2011,2026-08-02T00:03:03-07:00
22,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,411503,2006,2026-08-02T00:03:03-07:00
23,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,647091,2010,2026-08-02T00:03:03-07:00
24,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1084563,2020,2026-08-02T00:03:03-07:00
25,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,854482,2016,2026-08-02T00:03:03-07:00
26,Менеджер Ким,Kim bujang,https://www.kinopoisk.ru/series/9027270/,8.0,7582,2026,2026-08-02T00:03:03-07:00
27,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,115608,2026,2026-08-02T00:03:03-07:00
28,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,142078,2020,2026-08-02T00:03:03-07:00
29,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.4,7786,2022,2026-08-02T00:03:03-07:00
30,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.1,50862,2026,2026-08-02T00:03:03-07:00
31,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,187106,2008,2026-08-02T00:03:03-07:00
32,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,422772,2004,2026-08-02T00:03:03-07:00
33,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,366266,1998,2026-08-02T00:03:03-07:00
34,Ещё 17,Daha on Yedi,https://www.kinopoisk.ru/series/12588511/,8.2,7503,2026,2026-08-02T00:03:03-07:00
35,Табакошка,Yani Neko,https://www.kinopoisk.ru/series/13136552/,7.5,600,2026,2026-08-02T00:03:03-07:00
