rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Джентльмены,The Gentlemen,https://www.kinopoisk.ru/series/1435343/,7.9,93000,2024,2026-09-17T00:03:02-07:00
2,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,34757,2026,2026-09-17T00:03:02-07:00
3,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1649826,2011,2026-09-17T00:03:02-07:00
4,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,170148,2023,2026-09-17T00:03:02-07:00
5,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.9,122951,2016,2026-09-17T00:03:02-07:00
6,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,202539,2008,2026-09-17T00:03:02-07:00
7,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.6,4680,2026,2026-09-17T00:03:02-07:00
8,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,1007770,2013,2026-09-17T00:03:02-07:00
9,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,760460,2015,2026-09-17T00:03:02-07:00
10,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,172140,2025,2026-09-17T00:03:02-07:00
11,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,335388,1999,2026-09-17T00:03:02-07:00
12,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,471560,2019,2026-09-17T00:03:02-07:00
13,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,204695,2021,2026-09-17T00:03:02-07:00
14,Медленные лошади,Slow Horses,https://www.kinopoisk.ru/series/1331649/,7.9,43847,2022,2026-09-17T00:03:02-07:00
15,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,59881,2025,2026-09-17T00:03:02-07:00
16,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,902833,2022,2026-09-17T00:03:02-07:00
17,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,1073149,2013,2026-09-17T00:03:02-07:00
18,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,432907,2006,2026-09-17T00:03:02-07:00
19,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,859916,2008,2026-09-17T00:03:02-07:00
20,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,66023,2022,2026-09-17T00:03:02-07:00
21,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,454353,2011,2026-09-17T00:03:02-07:00
22,Тёмная материя,Dark Matter,https://www.kinopoisk.ru/series/5024113/,7.7,69247,2024,2026-09-17T00:03:02-07:00
23,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,510399,2019,2026-09-17T00:03:02-07:00
24,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,669552,2010,2026-09-17T00:03:02-07:00
25,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,147367,2020,2026-09-17T00:03:02-07:00
26,Гарри Поттер,Harry Potter,https://www.kinopoisk.ru/series/4324441/,,0,2026,2026-09-17T00:03:02-07:00
