rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,844823,2022,2026-08-05T00:03:03-07:00
2,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.2,127907,2021,2026-08-05T00:03:03-07:00
3,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,143766,2023,2026-08-05T00:03:03-07:00
4,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1577548,2011,2026-08-05T00:03:03-07:00
5,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,448241,2019,2026-08-05T00:03:03-07:00
6,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,724899,2015,2026-08-05T00:03:03-07:00
7,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,974323,2013,2026-08-05T00:03:03-07:00
8,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,43760,1997,2026-08-05T00:03:03-07:00
9,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,326286,2022,2026-08-05T00:03:03-07:00
10,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,979254,2013,2026-08-05T00:03:03-07:00
11,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,316601,1999,2026-08-05T00:03:03-07:00
12,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,23918,2026,2026-08-05T00:03:03-07:00
13,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.0,21721,2026,2026-08-05T00:03:03-07:00
14,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,834234,2008,2026-08-05T00:03:03-07:00
15,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,499129,2019,2026-08-05T00:03:03-07:00
16,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,6.6,8350,2026,2026-08-05T00:03:03-07:00
17,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,27008,2026,2026-08-05T00:03:03-07:00
18,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,419702,2011,2026-08-05T00:03:03-07:00
19,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,648408,2010,2026-08-05T00:03:03-07:00
20,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,414195,2006,2026-08-05T00:03:03-07:00
21,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,212687,2018,2026-08-05T00:03:03-07:00
22,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1086039,2020,2026-08-05T00:03:03-07:00
23,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.3,855247,2016,2026-08-05T00:03:03-07:00
24,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.3,3723,2026,2026-08-05T00:03:03-07:00
25,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,187663,2008,2026-08-05T00:03:03-07:00
26,Ещё 17,Daha on Yedi,https://www.kinopoisk.ru/series/12588511/,8.3,8370,2026,2026-08-05T00:03:03-07:00
27,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,424118,2004,2026-08-05T00:03:03-07:00
28,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,283682,2018,2026-08-05T00:03:03-07:00
29,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.1,51546,2026,2026-08-05T00:03:03-07:00
30,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,142403,2020,2026-08-05T00:03:03-07:00
31,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,564574,2014,2026-08-05T00:03:03-07:00
32,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,116136,2026,2026-08-05T00:03:03-07:00
33,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,367039,1998,2026-08-05T00:03:03-07:00
