rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,151122,2023,2026-08-23T00:03:03-07:00
2,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1600159,2011,2026-08-23T00:03:03-07:00
3,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,867807,2022,2026-08-23T00:03:03-07:00
4,Стерлинг-Поинт,Sterling Point,https://www.kinopoisk.ru/series/11832286/,7.5,7101,2026,2026-08-23T00:03:03-07:00
5,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,223667,2018,2026-08-23T00:03:03-07:00
6,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,739885,2015,2026-08-23T00:03:03-07:00
7,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,191359,2008,2026-08-23T00:03:03-07:00
8,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.6,977,2026,2026-08-23T00:03:03-07:00
9,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,1002349,2013,2026-08-23T00:03:03-07:00
10,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,154316,2021,2026-08-23T00:03:03-07:00
11,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,990651,2013,2026-08-23T00:03:03-07:00
12,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,322835,1999,2026-08-23T00:03:03-07:00
13,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.4,6951,2026,2026-08-23T00:03:03-07:00
14,Осколки,The Shards,https://www.kinopoisk.ru/series/6531565/,6.4,2395,2026,2026-08-23T00:03:03-07:00
15,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,459432,2019,2026-08-23T00:03:03-07:00
16,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,503925,2019,2026-08-23T00:03:03-07:00
17,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,420882,2006,2026-08-23T00:03:03-07:00
18,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,430731,2011,2026-08-23T00:03:03-07:00
19,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1099052,2020,2026-08-23T00:03:03-07:00
20,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,841916,2008,2026-08-23T00:03:03-07:00
21,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.3,859718,2016,2026-08-23T00:03:03-07:00
22,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,654717,2010,2026-08-23T00:03:03-07:00
23,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,62608,2022,2026-08-23T00:03:03-07:00
24,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,339493,2022,2026-08-23T00:03:03-07:00
25,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.9,108815,2016,2026-08-23T00:03:03-07:00
26,Каратель,The Punisher,https://www.kinopoisk.ru/series/978853/,7.8,66892,2017,2026-08-23T00:03:03-07:00
27,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,144915,2020,2026-08-23T00:03:03-07:00
28,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,370863,1998,2026-08-23T00:03:03-07:00
29,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.6,27038,2026,2026-08-23T00:03:03-07:00
30,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,567387,2014,2026-08-23T00:03:03-07:00
31,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,30528,2026,2026-08-23T00:03:03-07:00
32,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,429761,2004,2026-08-23T00:03:03-07:00
33,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,33252,2026,2026-08-23T00:03:03-07:00
34,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,58181,2025,2026-08-23T00:03:03-07:00
35,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,167977,2025,2026-08-23T00:03:03-07:00
36,Монстры,Monster,https://www.kinopoisk.ru/series/1435087/,7.4,98660,2022,2026-08-23T00:03:03-07:00
37,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,119357,2026,2026-08-23T00:03:03-07:00
38,Детство Шелдона,Young Sheldon,https://www.kinopoisk.ru/series/1040419/,8.8,563367,2017,2026-08-23T00:03:03-07:00
39,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,663390,2005,2026-08-23T00:03:03-07:00
40,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.0,26380,2026,2026-08-23T00:03:03-07:00
41,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,47993,1997,2026-08-23T00:03:03-07:00
42,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,234714,2015,2026-08-23T00:03:03-07:00
43,Адский уровень: Хардкорный геймер на самой высокой сложности в другом мире,Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru,https://www.kinopoisk.ru/series/10643491/,8.1,40324,2026,2026-08-23T00:03:03-07:00
44,Уикенд на пять звёзд,The Five-Star Weekend,https://www.kinopoisk.ru/series/11804682/,6.8,1891,2026,2026-08-23T00:03:03-07:00
45,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,285765,2018,2026-08-23T00:03:03-07:00
46,Бесстыжие,Shameless,https://www.kinopoisk.ru/series/571335/,8.6,689454,2011,2026-08-23T00:03:03-07:00
47,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.1,54602,2026,2026-08-23T00:03:03-07:00
48,Ещё 17,Daha on Yedi,https://www.kinopoisk.ru/series/12588511/,8.3,12349,2026,2026-08-23T00:03:03-07:00
49,Тьма,Dark,https://www.kinopoisk.ru/series/1032606/,8.1,250452,2017,2026-08-23T00:03:03-07:00
50,Внешние отмели,Outer Banks,https://www.kinopoisk.ru/series/1264562/,7.7,31830,2020,2026-08-23T00:03:03-07:00
