rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,847067,2022,2026-08-07T00:03:04-07:00
2,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1579954,2011,2026-08-07T00:03:04-07:00
3,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.2,131398,2021,2026-08-07T00:03:04-07:00
4,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,144477,2023,2026-08-07T00:03:04-07:00
5,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,449793,2019,2026-08-07T00:03:04-07:00
6,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,726458,2015,2026-08-07T00:03:04-07:00
7,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,976417,2013,2026-08-07T00:03:04-07:00
8,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,44275,1997,2026-08-07T00:03:04-07:00
9,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,980551,2013,2026-08-07T00:03:04-07:00
10,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,328880,2022,2026-08-07T00:03:04-07:00
11,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,142765,2020,2026-08-07T00:03:04-07:00
12,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,317311,1999,2026-08-07T00:03:04-07:00
13,Оленёнок,Baby Reindeer,https://www.kinopoisk.ru/series/5165951/,7.2,79096,2024,2026-08-07T00:03:04-07:00
14,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,499731,2019,2026-08-07T00:03:04-07:00
15,Осколки,The Shards,https://www.kinopoisk.ru/series/6531565/,,0,2026,2026-08-07T00:03:04-07:00
16,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,24308,2026,2026-08-07T00:03:04-07:00
