rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,838458,2022,2026-07-30T00:05:16-07:00
2,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,442108,2019,2026-07-30T00:05:16-07:00
3,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,141882,2023,2026-07-30T00:05:16-07:00
4,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1570373,2011,2026-07-30T00:05:16-07:00
5,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,968028,2013,2026-07-30T00:05:16-07:00
6,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.2,116005,2021,2026-07-30T00:05:16-07:00
7,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,319513,2022,2026-07-30T00:05:16-07:00
8,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,25340,2026,2026-07-30T00:05:16-07:00
9,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,497287,2019,2026-07-30T00:05:16-07:00
10,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,22188,2026,2026-07-30T00:05:16-07:00
11,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,975048,2013,2026-07-30T00:05:16-07:00
12,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,313542,1999,2026-07-30T00:05:16-07:00
13,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,829292,2008,2026-07-30T00:05:16-07:00
14,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.1,18770,2026,2026-07-30T00:05:16-07:00
15,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,41952,1997,2026-07-30T00:05:16-07:00
16,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,415483,2011,2026-07-30T00:05:16-07:00
17,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,853713,2016,2026-07-30T00:05:16-07:00
18,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,720747,2015,2026-07-30T00:05:16-07:00
19,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.3,2818,2026,2026-07-30T00:05:16-07:00
20,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,186573,2008,2026-07-30T00:05:16-07:00
21,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,6.7,6735,2026,2026-07-30T00:05:16-07:00
22,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1083024,2020,2026-07-30T00:05:16-07:00
23,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,645811,2010,2026-07-30T00:05:16-07:00
24,Менеджер Ким,Kim bujang,https://www.kinopoisk.ru/series/9027270/,8.0,7160,2026,2026-07-30T00:05:16-07:00
25,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,408872,2006,2026-07-30T00:05:16-07:00
26,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,210562,2018,2026-07-30T00:05:16-07:00
27,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.1,50192,2026,2026-07-30T00:05:16-07:00
28,Табакошка,Yani Neko,https://www.kinopoisk.ru/series/13136552/,7.8,539,2026,2026-07-30T00:05:16-07:00
29,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,115149,2026,2026-07-30T00:05:16-07:00
30,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,141793,2020,2026-07-30T00:05:16-07:00
31,Ещё 17,Daha on Yedi,https://www.kinopoisk.ru/series/12588511/,8.2,7024,2026,2026-07-30T00:05:16-07:00
32,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,421331,2004,2026-07-30T00:05:16-07:00
33,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.4,7699,2022,2026-07-30T00:05:16-07:00
34,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,646586,2005,2026-07-30T00:05:16-07:00
