rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,164218,2023,2026-09-09T00:03:03-07:00
2,Джентльмены,The Gentlemen,https://www.kinopoisk.ru/series/1435343/,7.8,89135,2024,2026-09-09T00:03:03-07:00
3,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,199110,2008,2026-09-09T00:03:03-07:00
4,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1635425,2011,2026-09-09T00:03:03-07:00
5,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.6,3498,2026,2026-09-09T00:03:03-07:00
6,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,191456,2021,2026-09-09T00:03:03-07:00
7,Стерлинг-Поинт,Sterling Point,https://www.kinopoisk.ru/series/11832286/,7.3,12510,2026,2026-09-09T00:03:03-07:00
8,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,754845,2015,2026-09-09T00:03:03-07:00
9,Тёмная материя,Dark Matter,https://www.kinopoisk.ru/series/5024113/,7.7,68449,2024,2026-09-09T00:03:03-07:00
10,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,893004,2022,2026-09-09T00:03:03-07:00
11,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,1061783,2013,2026-09-09T00:03:03-07:00
12,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,331805,1999,2026-09-09T00:03:03-07:00
13,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,170557,2025,2026-09-09T00:03:03-07:00
14,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,1002959,2013,2026-09-09T00:03:03-07:00
15,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,429227,2006,2026-09-09T00:03:03-07:00
16,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,854273,2008,2026-09-09T00:03:03-07:00
17,Яростная,Furious,https://www.kinopoisk.ru/series/12946659/,7.5,3782,2026,2026-09-09T00:03:03-07:00
18,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,65026,2022,2026-09-09T00:03:03-07:00
19,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,447658,2011,2026-09-09T00:03:03-07:00
20,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,665173,2010,2026-09-09T00:03:03-07:00
21,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,469893,2019,2026-09-09T00:03:03-07:00
22,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,146607,2020,2026-09-09T00:03:03-07:00
23,Гарри Поттер,Harry Potter,https://www.kinopoisk.ru/series/4324441/,,0,2026,2026-09-09T00:03:03-07:00
24,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,342190,2022,2026-09-09T00:03:03-07:00
25,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,237949,2018,2026-09-09T00:03:03-07:00
26,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.9,117034,2016,2026-09-09T00:03:03-07:00
27,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,32965,2026,2026-09-09T00:03:03-07:00
28,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1123181,2020,2026-09-09T00:03:03-07:00
29,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,508611,2019,2026-09-09T00:03:03-07:00
30,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.3,863556,2016,2026-09-09T00:03:03-07:00
31,Призрак в доспехах,Koukaku Kidoutai,https://www.kinopoisk.ru/series/11195100/,7.6,36732,2026,2026-09-09T00:03:03-07:00
32,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,35505,2026,2026-09-09T00:03:03-07:00
33,Осколки,The Shards,https://www.kinopoisk.ru/series/6531565/,6.3,4040,2026,2026-09-09T00:03:03-07:00
34,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,375468,1998,2026-09-09T00:03:03-07:00
35,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,570369,2014,2026-09-09T00:03:03-07:00
36,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,59309,2025,2026-09-09T00:03:03-07:00
37,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.5,312133,2026,2026-09-09T00:03:03-07:00
38,Тьма,Dark,https://www.kinopoisk.ru/series/1032606/,8.1,252239,2017,2026-09-09T00:03:03-07:00
39,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,440034,2004,2026-09-09T00:03:03-07:00
40,Монолог фармацевта,Kusuriya no Hitorigoto,https://www.kinopoisk.ru/series/5258557/,8.8,91519,2023,2026-09-09T00:03:03-07:00
41,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,692229,2005,2026-09-09T00:03:03-07:00
42,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.6,29219,2026,2026-09-09T00:03:03-07:00
43,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,237386,2015,2026-09-09T00:03:03-07:00
44,Чернобыль,Chernobyl,https://www.kinopoisk.ru/series/1227803/,8.7,829891,2019,2026-09-09T00:03:03-07:00
45,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,287559,2018,2026-09-09T00:03:03-07:00
46,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,122020,2026,2026-09-09T00:03:03-07:00
47,Чёрное зеркало,Black Mirror,https://www.kinopoisk.ru/series/655800/,8.5,431882,2011,2026-09-09T00:03:03-07:00
48,Медленные лошади,Slow Horses,https://www.kinopoisk.ru/series/1331649/,7.9,43433,2022,2026-09-09T00:03:03-07:00
49,Ганнибал,Hannibal,https://www.kinopoisk.ru/series/682468/,8.1,340631,2013,2026-09-09T00:03:03-07:00
50,Бесстыжие,Shameless,https://www.kinopoisk.ru/series/571335/,8.6,699765,2011,2026-09-09T00:03:03-07:00
