rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Джентльмены,The Gentlemen,https://www.kinopoisk.ru/series/1435343/,7.8,90482,2024,2026-09-12T00:03:03-07:00
2,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,166456,2023,2026-09-12T00:03:03-07:00
3,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1640381,2011,2026-09-12T00:03:03-07:00
4,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,200324,2008,2026-09-12T00:03:03-07:00
5,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,239956,2018,2026-09-12T00:03:03-07:00
6,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,756736,2015,2026-09-12T00:03:03-07:00
7,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,171087,2025,2026-09-12T00:03:03-07:00
8,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,333043,1999,2026-09-12T00:03:03-07:00
9,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,195368,2021,2026-09-12T00:03:03-07:00
10,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,1065717,2013,2026-09-12T00:03:03-07:00
11,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.6,3816,2026,2026-09-12T00:03:03-07:00
12,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,1004644,2013,2026-09-12T00:03:03-07:00
13,Тёмная материя,Dark Matter,https://www.kinopoisk.ru/series/5024113/,7.7,68738,2024,2026-09-12T00:03:03-07:00
14,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,896359,2022,2026-09-12T00:03:03-07:00
15,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,430534,2006,2026-09-12T00:03:03-07:00
16,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,146863,2020,2026-09-12T00:03:03-07:00
17,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,450059,2011,2026-09-12T00:03:03-07:00
18,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,509199,2019,2026-09-12T00:03:03-07:00
19,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,470509,2019,2026-09-12T00:03:03-07:00
20,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,856187,2008,2026-09-12T00:03:03-07:00
21,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,666694,2010,2026-09-12T00:03:03-07:00
22,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,65384,2022,2026-09-12T00:03:03-07:00
23,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.9,119904,2016,2026-09-12T00:03:03-07:00
24,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.3,864104,2016,2026-09-12T00:03:03-07:00
25,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,342580,2022,2026-09-12T00:03:03-07:00
26,Стерлинг-Поинт,Sterling Point,https://www.kinopoisk.ru/series/11832286/,7.3,13004,2026,2026-09-12T00:03:03-07:00
27,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1126165,2020,2026-09-12T00:03:03-07:00
28,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.6,29579,2026,2026-09-12T00:03:03-07:00
29,Яростная,Furious,https://www.kinopoisk.ru/series/12946659/,7.4,4275,2026,2026-09-12T00:03:03-07:00
