rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,159427,2023,2026-09-03T00:03:01-07:00
2,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1624389,2011,2026-09-03T00:03:01-07:00
3,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,196255,2008,2026-09-03T00:03:01-07:00
4,Стерлинг-Поинт,Sterling Point,https://www.kinopoisk.ru/series/11832286/,7.3,11108,2026,2026-09-03T00:03:01-07:00
5,Яростная,Furious,https://www.kinopoisk.ru/series/12946659/,7.5,2409,2026,2026-09-03T00:03:01-07:00
6,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.6,2659,2026,2026-09-03T00:03:01-07:00
7,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.9,114309,2016,2026-09-03T00:03:01-07:00
8,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,886300,2022,2026-09-03T00:03:01-07:00
9,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,180601,2021,2026-09-03T00:03:01-07:00
10,Гарри Поттер,Harry Potter,https://www.kinopoisk.ru/series/4324441/,,0,2026,2026-09-03T00:03:01-07:00
11,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,750665,2015,2026-09-03T00:03:01-07:00
12,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,328968,1999,2026-09-03T00:03:01-07:00
13,Тёмная материя,Dark Matter,https://www.kinopoisk.ru/series/5024113/,7.7,67796,2024,2026-09-03T00:03:01-07:00
14,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,999380,2013,2026-09-03T00:03:01-07:00
15,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,466339,2019,2026-09-03T00:03:01-07:00
16,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,507180,2019,2026-09-03T00:03:01-07:00
17,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,1047890,2013,2026-09-03T00:03:01-07:00
18,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,426623,2006,2026-09-03T00:03:01-07:00
19,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,64254,2022,2026-09-03T00:03:01-07:00
20,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,341324,2022,2026-09-03T00:03:01-07:00
21,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,661817,2010,2026-09-03T00:03:01-07:00
