rank,title,url,score,votes,release_year,scraped_at
1,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.3,543770,2022,2026-07-10T00:03:03-07:00
2,I Will Find You,https://www.imdb.com/title/tt34771210/,7.1,32982,2026,2026-07-10T00:03:03-07:00
3,Dutton Ranch,https://www.imdb.com/title/tt34991493/,8.3,15436,2026,2026-07-10T00:03:03-07:00
4,From,https://www.imdb.com/title/tt9813792/,7.8,197065,2022,2026-07-10T00:03:03-07:00
5,Silo,https://www.imdb.com/title/tt14688458/,8.1,218634,2023,2026-07-10T00:03:03-07:00
6,The Bear,https://www.imdb.com/title/tt14452776/,8.5,315494,2022,2026-07-10T00:03:03-07:00
7,Avatar: The Last Airbender,https://www.imdb.com/title/tt9018736/,7.2,89024,2024,2026-07-10T00:03:03-07:00
8,Elle,https://www.imdb.com/title/tt32020831/,6.9,3187,2026,2026-07-10T00:03:03-07:00
9,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.2,45464,2026,2026-07-10T00:03:03-07:00
10,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2632468,2011,2026-07-10T00:03:03-07:00
11,Off Campus,https://www.imdb.com/title/tt33546863/,7.9,42158,2026,2026-07-10T00:03:03-07:00
12,Cape Fear,https://www.imdb.com/title/tt34675596/,6.9,6942,2026,2026-07-10T00:03:03-07:00
13,Agent Kim Reactivated,https://www.imdb.com/title/tt42127457/,8.0,1247,2026,2026-07-10T00:03:03-07:00
14,"Life, Larry and the Pursuit of Unhappiness: an Almost History of America",https://www.imdb.com/title/tt37543147/,6.7,1691,2026,2026-07-10T00:03:03-07:00
15,The Agency,https://www.imdb.com/title/tt26656917/,7.4,31400,2024,2026-07-10T00:03:03-07:00
16,Breaking Bad,https://www.imdb.com/title/tt0903747/,9.5,2639794,2008,2026-07-10T00:03:03-07:00
17,X-Men '97,https://www.imdb.com/title/tt16026746/,8.7,54990,2024,2026-07-10T00:03:03-07:00
18,The Boys,https://www.imdb.com/title/tt1190634/,8.5,1005527,2019,2026-07-10T00:03:03-07:00
19,The Pitt,https://www.imdb.com/title/tt31938062/,8.9,158305,2025,2026-07-10T00:03:03-07:00
20,Rick and Morty,https://www.imdb.com/title/tt2861424/,9.0,701126,2013,2026-07-10T00:03:03-07:00
21,Spider-Noir,https://www.imdb.com/title/tt30460310/,7.8,54334,2026,2026-07-10T00:03:03-07:00
22,Sugar,https://www.imdb.com/title/tt16418808/,7.4,45282,2024,2026-07-10T00:03:03-07:00
23,Yellowstone,https://www.imdb.com/title/tt4236770/,8.6,315484,2018,2026-07-10T00:03:03-07:00
24,Pritam Pedro,https://www.imdb.com/title/tt28077038/,8.0,5602,2026,2026-07-10T00:03:03-07:00
25,The Mentalist,https://www.imdb.com/title/tt1196946/,8.2,234165,2008,2026-07-10T00:03:03-07:00
26,The Boroughs,https://www.imdb.com/title/tt27557289/,7.3,32466,2026,2026-07-10T00:03:03-07:00
27,The Rookie,https://www.imdb.com/title/tt7587890/,8.0,130527,2018,2026-07-10T00:03:03-07:00
28,Ted Lasso,https://www.imdb.com/title/tt10986410/,8.7,448967,2020,2026-07-10T00:03:03-07:00
29,Supernatural,https://www.imdb.com/title/tt0460681/,8.4,542676,2005,2026-07-10T00:03:03-07:00
30,Euphoria,https://www.imdb.com/title/tt8772296/,8.1,317409,2019,2026-07-10T00:03:03-07:00
31,Criminal Minds,https://www.imdb.com/title/tt0452046/,8.1,240692,2005,2026-07-10T00:03:03-07:00
32,Maximum Pleasure Guaranteed,https://www.imdb.com/title/tt35946742/,7.3,3550,2026,2026-07-10T00:03:03-07:00
33,The Sopranos,https://www.imdb.com/title/tt0141842/,9.2,585542,1999,2026-07-10T00:03:03-07:00
34,A Knight of the Seven Kingdoms,https://www.imdb.com/title/tt27497448/,8.6,262382,2026,2026-07-10T00:03:03-07:00
35,Seeking Persephone,https://www.imdb.com/title/tt29666911/,7.6,3252,2026,2026-07-10T00:03:03-07:00
36,Human Vapor,https://www.imdb.com/title/tt33083249/,6.6,875,2026,2026-07-10T00:03:03-07:00
37,Heroes,https://www.imdb.com/title/tt0813715/,7.5,260903,2006,2026-07-10T00:03:03-07:00
38,Teach You a Lesson,https://www.imdb.com/title/tt34809853/,8.5,13614,2026,2026-07-10T00:03:03-07:00
39,Attack on Titan,https://www.imdb.com/title/tt2560140/,9.1,729004,2013,2026-07-10T00:03:03-07:00
40,The Vampire Lestat,https://www.imdb.com/title/tt3960394/,7.6,41596,2022,2026-07-10T00:03:03-07:00
41,Oasis,https://www.imdb.com/title/tt38734636/,5.4,1351,2026,2026-07-10T00:03:03-07:00
42,Stranger Things,https://www.imdb.com/title/tt4574334/,8.6,1715152,2016,2026-07-10T00:03:03-07:00
43,Re: Zero - Starting Life in Another World,https://www.imdb.com/title/tt5607616/,8.2,74189,2016,2026-07-10T00:03:03-07:00
44,Law & Order: Special Victims Unit,https://www.imdb.com/title/tt0203259/,8.1,145748,1999,2026-07-10T00:03:03-07:00
45,The Walking Dead,https://www.imdb.com/title/tt1520211/,8.1,1202830,2010,2026-07-10T00:03:03-07:00
46,The Last Ship,https://www.imdb.com/title/tt2402207/,7.4,69582,2014,2026-07-10T00:03:03-07:00
47,Not Suitable for Work,https://www.imdb.com/title/tt35823838/,6.9,3740,2026,2026-07-10T00:03:03-07:00
48,Every Year After,https://www.imdb.com/title/tt33055254/,6.3,5795,2026,2026-07-10T00:03:03-07:00
49,Landman,https://www.imdb.com/title/tt14186672/,8.2,110823,2024,2026-07-10T00:03:03-07:00
50,Better Call Saul,https://www.imdb.com/title/tt3032476/,9.0,846349,2015,2026-07-10T00:03:03-07:00
51,Sullivan's Crossing,https://www.imdb.com/title/tt21064598/,7.1,9634,2023,2026-07-10T00:03:03-07:00
52,The Office,https://www.imdb.com/title/tt0386676/,9.0,838977,2005,2026-07-10T00:03:03-07:00
53,Your Friends & Neighbors,https://www.imdb.com/title/tt30459041/,7.7,61994,2025,2026-07-10T00:03:03-07:00
54,Raakh,https://www.imdb.com/title/tt35870921/,7.6,6667,2026,2026-07-10T00:03:03-07:00
55,The Wire,https://www.imdb.com/title/tt0306414/,9.3,433953,2002,2026-07-10T00:03:03-07:00
56,Star City,https://www.imdb.com/title/tt32140872/,7.2,3112,2026,2026-07-10T00:03:03-07:00
57,Severance,https://www.imdb.com/title/tt11280740/,8.6,395764,2022,2026-07-10T00:03:03-07:00
58,ER,https://www.imdb.com/title/tt0108757/,7.9,79260,1994,2026-07-10T00:03:03-07:00
59,Person of Interest,https://www.imdb.com/title/tt1839578/,8.5,211609,2011,2026-07-10T00:03:03-07:00
60,Avatar: The Last Airbender,https://www.imdb.com/title/tt0417299/,9.3,447067,2005,2026-07-10T00:03:03-07:00
61,The White Lotus,https://www.imdb.com/title/tt13406094/,8.0,328544,2021,2026-07-10T00:03:03-07:00
62,Legends,https://www.imdb.com/title/tt33265765/,7.8,22549,2026,2026-07-10T00:03:03-07:00
63,Dexter,https://www.imdb.com/title/tt0773262/,8.6,942641,2006,2026-07-10T00:03:03-07:00
64,The Twilight Zone,https://www.imdb.com/title/tt0052520/,9.0,109327,1959,2026-07-10T00:03:03-07:00
65,True Detective,https://www.imdb.com/title/tt2356777/,8.8,760515,2014,2026-07-10T00:03:03-07:00
66,Mushoku Tensei: Jobless Reincarnation,https://www.imdb.com/title/tt13293588/,8.2,41516,2021,2026-07-10T00:03:03-07:00
67,Reacher,https://www.imdb.com/title/tt9288030/,8.0,296975,2022,2026-07-10T00:03:03-07:00
68,Love Island USA,https://www.imdb.com/title/tt8819906/,5.2,4018,2019,2026-07-10T00:03:03-07:00
69,One Piece,https://www.imdb.com/title/tt0388629/,9.0,358808,1999,2026-07-10T00:03:03-07:00
70,For All Mankind,https://www.imdb.com/title/tt7772588/,8.1,91060,2019,2026-07-10T00:03:03-07:00
