rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Джентльмены,The Gentlemen,https://www.kinopoisk.ru/series/1435343/,7.9,96042,2024,2026-09-23T00:03:03-07:00
2,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,217407,2021,2026-09-23T00:03:03-07:00
3,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,174979,2025,2026-09-23T00:03:03-07:00
4,Монстры,Monster,https://www.kinopoisk.ru/series/1435087/,7.4,101923,2022,2026-09-23T00:03:03-07:00
5,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1659508,2011,2026-09-23T00:03:03-07:00
6,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,205264,2008,2026-09-23T00:03:03-07:00
7,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,1011914,2013,2026-09-23T00:03:03-07:00
8,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.7,5780,2026,2026-09-23T00:03:03-07:00
9,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,173052,2023,2026-09-23T00:03:03-07:00
10,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,764646,2015,2026-09-23T00:03:03-07:00
11,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,36639,2026,2026-09-23T00:03:03-07:00
12,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,338047,1999,2026-09-23T00:03:03-07:00
13,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,66981,2022,2026-09-23T00:03:03-07:00
14,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,909810,2022,2026-09-23T00:03:03-07:00
15,Клюквенный щербет,Kızılcık Şerbeti,https://www.kinopoisk.ru/series/5107166/,8.5,443459,2022,2026-09-23T00:03:03-07:00
16,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,472870,2019,2026-09-23T00:03:03-07:00
17,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,863896,2008,2026-09-23T00:03:03-07:00
18,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,1080227,2013,2026-09-23T00:03:03-07:00
19,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,458855,2011,2026-09-23T00:03:03-07:00
20,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,246885,2018,2026-09-23T00:03:03-07:00
21,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,435569,2006,2026-09-23T00:03:03-07:00
22,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,672675,2010,2026-09-23T00:03:03-07:00
