rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,818651,2022,2026-07-04T00:03:01-07:00
2,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,309474,2022,2026-07-04T00:03:01-07:00
3,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,429507,2019,2026-07-04T00:03:01-07:00
4,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.1,10154,2026,2026-07-04T00:03:01-07:00
5,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,135026,2023,2026-07-04T00:03:01-07:00
6,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,16296,2026,2026-07-04T00:03:01-07:00
7,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1550209,2011,2026-07-04T00:03:01-07:00
8,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,16404,2026,2026-07-04T00:03:01-07:00
9,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,489345,2019,2026-07-04T00:03:01-07:00
10,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,199927,2018,2026-07-04T00:03:01-07:00
11,Изгнанный реинкарнированный тяжёлый рыцарь не имеет себе равных в знаниях игры,Tsuihou sareta Tensei Juukishi wa Game Chishiki de Musou suru,https://www.kinopoisk.ru/series/13041489/,,0,2026,2026-07-04T00:03:01-07:00
12,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.1,43539,2026,2026-07-04T00:03:01-07:00
13,Крестьянин 999 уровня,Lv999 no Murabito,https://www.kinopoisk.ru/series/13015920/,,0,2026,2026-07-04T00:03:01-07:00
14,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,963607,2013,2026-07-04T00:03:01-07:00
15,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.5,220734,2026,2026-07-04T00:03:01-07:00
16,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,307045,1999,2026-07-04T00:03:01-07:00
17,Пылающее лето,Chi xia,https://www.kinopoisk.ru/series/12935649/,,0,2026,2026-07-04T00:03:01-07:00
18,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,821634,2008,2026-07-04T00:03:01-07:00
19,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.5,6582,2022,2026-07-04T00:03:01-07:00
20,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,401144,2006,2026-07-04T00:03:01-07:00
21,Чемпионат мира по футболу 2026,2026 FIFA World Cup,https://www.kinopoisk.ru/series/12844456/,,0,2026,2026-07-04T00:03:01-07:00
22,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,276975,2023,2026-07-04T00:03:01-07:00
23,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1073501,2020,2026-07-04T00:03:01-07:00
24,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,26015,2026,2026-07-04T00:03:01-07:00
25,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,404063,2011,2026-07-04T00:03:01-07:00
26,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,161129,2025,2026-07-04T00:03:01-07:00
27,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.8,49070,2026,2026-07-04T00:03:01-07:00
28,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,94238,2016,2026-07-04T00:03:01-07:00
29,Менеджер Ким,Kim bujang,https://www.kinopoisk.ru/series/9027270/,,0,2026,2026-07-04T00:03:01-07:00
30,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,111047,2026,2026-07-04T00:03:01-07:00
31,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,955786,2013,2026-07-04T00:03:01-07:00
32,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,6.9,3562,2026,2026-07-04T00:03:01-07:00
33,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,847273,2016,2026-07-04T00:03:01-07:00
34,Ранчо Даттонов,Dutton Ranch,https://www.kinopoisk.ru/series/7275308/,8.5,7713,2026,2026-07-04T00:03:01-07:00
