rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,414143,2019,2026-06-08T00:03:03-07:00
2,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.7,15743,2026,2026-06-08T00:03:03-07:00
3,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,473951,2019,2026-06-08T00:03:03-07:00
4,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,294551,2022,2026-06-08T00:03:03-07:00
5,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.2,29248,2026,2026-06-08T00:03:03-07:00
6,Закулисье,The Backrooms,https://www.kinopoisk.ru/series/5129650/,7.6,4609,2022,2026-06-08T00:03:03-07:00
7,Истинное образование,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.8,1370,2026,2026-06-08T00:03:03-07:00
8,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.9,56040,2026,2026-06-08T00:03:03-07:00
9,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1534974,2011,2026-06-08T00:03:03-07:00
10,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.6,4960,2026,2026-06-08T00:03:03-07:00
11,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,,0,2026,2026-06-08T00:03:03-07:00
12,Оставленные,The Leftovers,https://www.kinopoisk.ru/series/737589/,7.7,27561,2014,2026-06-08T00:03:03-07:00
13,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,243815,2023,2026-06-08T00:03:03-07:00
14,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,82850,2016,2026-06-08T00:03:03-07:00
15,Бороуз,The Boroughs,https://www.kinopoisk.ru/series/7385223/,7.2,6007,2026,2026-06-08T00:03:03-07:00
16,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.9,36587,2026,2026-06-08T00:03:03-07:00
17,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,954831,2013,2026-06-08T00:03:03-07:00
18,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,301780,1999,2026-06-08T00:03:03-07:00
19,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,189296,2018,2026-06-08T00:03:03-07:00
20,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,816040,2008,2026-06-08T00:03:03-07:00
21,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1064934,2020,2026-06-08T00:03:03-07:00
22,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,394487,2006,2026-06-08T00:03:03-07:00
23,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,394042,2011,2026-06-08T00:03:03-07:00
24,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,840582,2016,2026-06-08T00:03:03-07:00
25,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,158243,2025,2026-06-08T00:03:03-07:00
26,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,950612,2013,2026-06-08T00:03:03-07:00
27,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,634819,2010,2026-06-08T00:03:03-07:00
28,Клюквенный щербет,Kızılcık Şerbeti,https://www.kinopoisk.ru/series/5107166/,8.5,414406,2022,2026-06-08T00:03:03-07:00
29,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,800847,2022,2026-06-08T00:03:03-07:00
30,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,705022,2015,2026-06-08T00:03:03-07:00
31,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,132425,2023,2026-06-08T00:03:03-07:00
32,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.2,107128,2026,2026-06-08T00:03:03-07:00
33,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,277011,2018,2026-06-08T00:03:03-07:00
34,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,52857,2025,2026-06-08T00:03:03-07:00
35,Ранчо Даттонов,Dutton Ranch,https://www.kinopoisk.ru/series/7275308/,8.6,4085,2026,2026-06-08T00:03:03-07:00
36,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,637136,2005,2026-06-08T00:03:03-07:00
37,Том и Джерри,Tom and Jerry,https://www.kinopoisk.ru/series/1372775/,8.9,22661,1940,2026-06-08T00:03:03-07:00
38,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,356766,1998,2026-06-08T00:03:03-07:00
39,Военный повар становится легендой,Chwisabyeong jeonseoli doeda,https://www.kinopoisk.ru/series/8425589/,,0,2026,2026-06-08T00:03:03-07:00
40,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,556907,2014,2026-06-08T00:03:03-07:00
41,Гачиакута,Gachiakuta,https://www.kinopoisk.ru/series/7524629/,8.5,314744,2025,2026-06-08T00:03:03-07:00
42,Заложник,,https://www.kinopoisk.ru/series/11696714/,7.6,210637,2026,2026-06-08T00:03:03-07:00
43,Адский рай,Jigokuraku,https://www.kinopoisk.ru/series/4786341/,8.4,129519,2023,2026-06-08T00:03:03-07:00
44,Получеловек,Half Man,https://www.kinopoisk.ru/series/7919289/,7.8,2669,2026,2026-06-08T00:03:03-07:00
45,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,225985,2015,2026-06-08T00:03:03-07:00
46,Друзья и соседи,Your Friends & Neighbors,https://www.kinopoisk.ru/series/6600202/,7.5,29190,2025,2026-06-08T00:03:03-07:00
47,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,412551,2004,2026-06-08T00:03:03-07:00
48,Лимонные девочки,Shoujo Ramune,https://www.kinopoisk.ru/series/1433828/,8.1,49281,2016,2026-06-08T00:03:03-07:00
49,Детство Шелдона,Young Sheldon,https://www.kinopoisk.ru/series/1040419/,8.8,540210,2017,2026-06-08T00:03:03-07:00
50,Далёкий город,Uzak Sehir,https://www.kinopoisk.ru/series/6553560/,8.4,167811,2024,2026-06-08T00:03:03-07:00
