rank,title,url,score,votes,release_year,scraped_at
1,I Will Find You,https://www.imdb.com/title/tt34771210/,7.3,7923,2026,2026-06-23T00:03:03-07:00
2,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.3,30725,2026,2026-06-23T00:03:03-07:00
3,Off Campus,https://www.imdb.com/title/tt33546863/,7.9,36131,2026,2026-06-23T00:03:03-07:00
4,From,https://www.imdb.com/title/tt9813792/,7.8,191173,2022,2026-06-23T00:03:03-07:00
5,Re: Zero - Starting Life in Another World,https://www.imdb.com/title/tt5607616/,8.2,71241,2016,2026-06-23T00:03:03-07:00
6,Dutton Ranch,https://www.imdb.com/title/tt34991493/,8.4,10605,2026,2026-06-23T00:03:03-07:00
7,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.3,533495,2022,2026-06-23T00:03:03-07:00
8,Cape Fear,https://www.imdb.com/title/tt34675596/,7.0,4462,2026,2026-06-23T00:03:03-07:00
9,Spider-Noir,https://www.imdb.com/title/tt30460310/,7.9,46483,2026,2026-06-23T00:03:03-07:00
10,The Boroughs,https://www.imdb.com/title/tt27557289/,7.3,28510,2026,2026-06-23T00:03:03-07:00
11,Every Year After,https://www.imdb.com/title/tt33055254/,6.3,3878,2026,2026-06-23T00:03:03-07:00
12,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2626622,2011,2026-06-23T00:03:03-07:00
13,Teach You a Lesson,https://www.imdb.com/title/tt34809853/,8.6,9355,2026,2026-06-23T00:03:03-07:00
14,The Boys,https://www.imdb.com/title/tt1190634/,8.5,998604,2019,2026-06-23T00:03:03-07:00
15,Sugar,https://www.imdb.com/title/tt16418808/,7.4,43957,2024,2026-06-23T00:03:03-07:00
16,Euphoria,https://www.imdb.com/title/tt8772296/,8.1,315203,2019,2026-06-23T00:03:03-07:00
17,The Amazing Digital Circus,https://www.imdb.com/title/tt27610198/,8.2,18259,2023,2026-06-23T00:03:03-07:00
18,Oasis,https://www.imdb.com/title/tt38734636/,5.2,300,2026,2026-06-23T00:03:03-07:00
