rank,title,url,score,votes,release_year,scraped_at
1,Off Campus,https://www.imdb.com/title/tt33546863/,8.0,34097,2026,2026-06-19T00:03:03-07:00
2,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.3,24473,2026,2026-06-19T00:03:03-07:00
3,Cape Fear,https://www.imdb.com/title/tt34675596/,7.1,3742,2026,2026-06-19T00:03:03-07:00
4,From,https://www.imdb.com/title/tt9813792/,7.8,190012,2022,2026-06-19T00:03:03-07:00
5,Spider-Noir,https://www.imdb.com/title/tt30460310/,7.9,43502,2026,2026-06-19T00:03:03-07:00
6,Dutton Ranch,https://www.imdb.com/title/tt34991493/,8.4,9851,2026,2026-06-19T00:03:03-07:00
7,Every Year After,https://www.imdb.com/title/tt33055254/,6.3,3033,2026,2026-06-19T00:03:03-07:00
8,The Boroughs,https://www.imdb.com/title/tt27557289/,7.3,26958,2026,2026-06-19T00:03:03-07:00
9,Teach You a Lesson,https://www.imdb.com/title/tt34809853/,8.6,7655,2026,2026-06-19T00:03:03-07:00
10,The Boys,https://www.imdb.com/title/tt1190634/,8.5,996446,2019,2026-06-19T00:03:03-07:00
11,Euphoria,https://www.imdb.com/title/tt8772296/,8.1,314561,2019,2026-06-19T00:03:03-07:00
12,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2625303,2011,2026-06-19T00:03:03-07:00
13,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.3,530780,2022,2026-06-19T00:03:03-07:00
14,Your Friends & Neighbors,https://www.imdb.com/title/tt30459041/,7.7,59828,2025,2026-06-19T00:03:03-07:00
15,The Four Seasons,https://www.imdb.com/title/tt30826447/,7.2,42362,2025,2026-06-19T00:03:03-07:00
16,The Witness,https://www.imdb.com/title/tt31631015/,6.5,2961,2026,2026-06-19T00:03:03-07:00
17,The Pitt,https://www.imdb.com/title/tt31938062/,8.9,155037,2025,2026-06-19T00:03:03-07:00
18,Legends,https://www.imdb.com/title/tt33265765/,7.9,19686,2026,2026-06-19T00:03:03-07:00
19,Breaking Bad,https://www.imdb.com/title/tt0903747/,9.5,2631102,2008,2026-06-19T00:03:03-07:00
