rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,423286,2019,2026-06-21T00:03:03-07:00
2,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.1,1492,2026,2026-06-21T00:03:03-07:00
3,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,483790,2019,2026-06-21T00:03:03-07:00
4,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,300910,2022,2026-06-21T00:03:03-07:00
5,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.2,37850,2026,2026-06-21T00:03:03-07:00
6,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.6,9293,2026,2026-06-21T00:03:03-07:00
7,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.8,11948,2026,2026-06-21T00:03:03-07:00
8,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1542355,2011,2026-06-21T00:03:03-07:00
9,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.6,22624,2026,2026-06-21T00:03:03-07:00
10,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.6,173914,2026,2026-06-21T00:03:03-07:00
11,Удивительный цифровой цирк,The Amazing Digital Circus,https://www.kinopoisk.ru/series/5398176/,8.4,64870,2023,2026-06-21T00:03:03-07:00
12,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.5,5954,2022,2026-06-21T00:03:03-07:00
13,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,194444,2018,2026-06-21T00:03:03-07:00
14,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,959121,2013,2026-06-21T00:03:03-07:00
15,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,89898,2016,2026-06-21T00:03:03-07:00
16,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,804820,2022,2026-06-21T00:03:03-07:00
17,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.8,41215,2026,2026-06-21T00:03:03-07:00
18,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,262925,2023,2026-06-21T00:03:03-07:00
19,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,304304,1999,2026-06-21T00:03:03-07:00
20,Ночная сказка,Bir Gece Masali,https://www.kinopoisk.ru/series/6157707/,7.9,22702,2024,2026-06-21T00:03:03-07:00
21,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,397925,2006,2026-06-21T00:03:03-07:00
22,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1069358,2020,2026-06-21T00:03:03-07:00
23,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,818801,2008,2026-06-21T00:03:03-07:00
24,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,398834,2011,2026-06-21T00:03:03-07:00
25,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,844083,2016,2026-06-21T00:03:03-07:00
26,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,953241,2013,2026-06-21T00:03:03-07:00
27,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,708954,2015,2026-06-21T00:03:03-07:00
28,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,7.1,2121,2026,2026-06-21T00:03:03-07:00
29,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,637346,2010,2026-06-21T00:03:03-07:00
30,Получеловек,Half Man,https://www.kinopoisk.ru/series/7919289/,7.9,4295,2026,2026-06-21T00:03:03-07:00
31,Каждый год после,Every Year After,https://www.kinopoisk.ru/series/11827840/,6.5,2444,2026,2026-06-21T00:03:03-07:00
32,Военный повар становится легендой,Chwisabyeong jeonseoli doeda,https://www.kinopoisk.ru/series/8425589/,8.3,6100,2026,2026-06-21T00:03:03-07:00
33,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,558504,2014,2026-06-21T00:03:03-07:00
34,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,159670,2025,2026-06-21T00:03:03-07:00
35,Слабый герой,Yakhan yeongung,https://www.kinopoisk.ru/series/4857811/,8.4,303217,2022,2026-06-21T00:03:03-07:00
36,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,108977,2026,2026-06-21T00:03:03-07:00
37,Бороуз,The Boroughs,https://www.kinopoisk.ru/series/7385223/,7.2,8130,2026,2026-06-21T00:03:03-07:00
38,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,414361,2004,2026-06-21T00:03:03-07:00
39,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,53751,2025,2026-06-21T00:03:03-07:00
40,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,278435,2018,2026-06-21T00:03:03-07:00
41,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,639064,2005,2026-06-21T00:03:03-07:00
42,Клюквенный щербет,Kızılcık Şerbeti,https://www.kinopoisk.ru/series/5107166/,8.5,419073,2022,2026-06-21T00:03:03-07:00
43,Ранчо Даттонов,Dutton Ranch,https://www.kinopoisk.ru/series/7275308/,8.6,5865,2026,2026-06-21T00:03:03-07:00
44,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,358661,1998,2026-06-21T00:03:03-07:00
45,Магическая битва,Jujutsu Kaisen,https://www.kinopoisk.ru/series/1381125/,8.2,132259,2020,2026-06-21T00:03:03-07:00
46,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,133406,2023,2026-06-21T00:03:03-07:00
47,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,227299,2015,2026-06-21T00:03:03-07:00
48,Лимонные девочки,Shoujo Ramune,https://www.kinopoisk.ru/series/1433828/,8.1,50819,2016,2026-06-21T00:03:03-07:00
49,Гачиакута,Gachiakuta,https://www.kinopoisk.ru/series/7524629/,8.5,318450,2025,2026-06-21T00:03:03-07:00
50,Человек-бензопила,Chainsaw Man,https://www.kinopoisk.ru/series/2040161/,8.5,278966,2022,2026-06-21T00:03:03-07:00
