rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,158420,2023,2026-09-01T00:03:00-07:00
2,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,195343,2008,2026-09-01T00:03:00-07:00
3,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,177514,2021,2026-09-01T00:03:00-07:00
4,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1621086,2011,2026-09-01T00:03:00-07:00
5,Стерлинг-Поинт,Sterling Point,https://www.kinopoisk.ru/series/11832286/,7.3,10639,2026,2026-09-01T00:03:00-07:00
6,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.6,2392,2026,2026-09-01T00:03:00-07:00
7,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,884300,2022,2026-09-01T00:03:00-07:00
8,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,749478,2015,2026-09-01T00:03:00-07:00
9,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,465272,2019,2026-09-01T00:03:00-07:00
10,Тёмная материя,Dark Matter,https://www.kinopoisk.ru/series/5024113/,7.7,67600,2024,2026-09-01T00:03:00-07:00
11,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,1043807,2013,2026-09-01T00:03:00-07:00
12,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,328087,1999,2026-09-01T00:03:00-07:00
13,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,998345,2013,2026-09-01T00:03:00-07:00
14,Яростная,Furious,https://www.kinopoisk.ru/series/12946659/,7.6,1916,2026,2026-09-01T00:03:00-07:00
15,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,425866,2006,2026-09-01T00:03:00-07:00
16,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,848959,2008,2026-09-01T00:03:00-07:00
17,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,506740,2019,2026-09-01T00:03:00-07:00
18,Осколки,The Shards,https://www.kinopoisk.ru/series/6531565/,6.3,3234,2026,2026-09-01T00:03:00-07:00
19,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,231953,2018,2026-09-01T00:03:00-07:00
20,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,341038,2022,2026-09-01T00:03:00-07:00
21,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,63977,2022,2026-09-01T00:03:00-07:00
22,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.3,861937,2016,2026-09-01T00:03:00-07:00
23,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,660791,2010,2026-09-01T00:03:00-07:00
24,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,440900,2011,2026-09-01T00:03:00-07:00
25,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,373580,1998,2026-09-01T00:03:00-07:00
26,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,145838,2020,2026-09-01T00:03:00-07:00
27,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1114380,2020,2026-09-01T00:03:00-07:00
