rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,856648,2022,2026-08-12T00:03:03-07:00
2,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1586871,2011,2026-08-12T00:03:03-07:00
3,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,731383,2015,2026-08-12T00:03:03-07:00
4,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,146222,2023,2026-08-12T00:03:03-07:00
5,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.2,139778,2021,2026-08-12T00:03:03-07:00
6,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,454763,2019,2026-08-12T00:03:03-07:00
7,Осколки,The Shards,https://www.kinopoisk.ru/series/6531565/,,0,2026,2026-08-12T00:03:03-07:00
8,Стерлинг-Поинт,Sterling Point,https://www.kinopoisk.ru/series/11832286/,7.3,2261,2026,2026-08-12T00:03:03-07:00
9,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,982852,2013,2026-08-12T00:03:03-07:00
10,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,984031,2013,2026-08-12T00:03:03-07:00
11,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,319198,1999,2026-08-12T00:03:03-07:00
12,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,45884,1997,2026-08-12T00:03:03-07:00
13,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,501235,2019,2026-08-12T00:03:03-07:00
14,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,337546,2022,2026-08-12T00:03:03-07:00
15,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,25266,2026,2026-08-12T00:03:03-07:00
16,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,417180,2006,2026-08-12T00:03:03-07:00
17,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,837453,2008,2026-08-12T00:03:03-07:00
18,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,188738,2008,2026-08-12T00:03:03-07:00
19,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,650953,2010,2026-08-12T00:03:03-07:00
20,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1091564,2020,2026-08-12T00:03:03-07:00
21,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,143522,2020,2026-08-12T00:03:03-07:00
