rank,title,url,score,votes,release_year,scraped_at
1,Reacher,https://www.imdb.com/title/tt9288030/,8.0,304917,2022,2026-08-21T00:03:03-07:00
2,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.3,563385,2022,2026-08-21T00:03:03-07:00
3,Ted Lasso,https://www.imdb.com/title/tt10986410/,8.7,458744,2020,2026-08-21T00:03:03-07:00
4,Sterling Point,https://www.imdb.com/title/tt35618070/,7.4,8849,2026,2026-08-21T00:03:03-07:00
5,Silo,https://www.imdb.com/title/tt14688458/,8.1,228733,2023,2026-08-21T00:03:03-07:00
6,Furious,https://www.imdb.com/title/tt36303968/,7.7,6817,2026,2026-08-21T00:03:03-07:00
7,Lioness,https://www.imdb.com/title/tt13111078/,7.8,93022,2023,2026-08-21T00:03:03-07:00
8,Tires,https://www.imdb.com/title/tt31491435/,7.7,23199,2024,2026-08-21T00:03:03-07:00
9,VisionQuest,https://www.imdb.com/title/tt23112594/,,0,2026,2026-08-21T00:03:03-07:00
10,The Shards,https://www.imdb.com/title/tt27543562/,5.9,2586,2026,2026-08-21T00:03:03-07:00
11,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2651362,2011,2026-08-21T00:03:03-07:00
12,Lanterns,https://www.imdb.com/title/tt26545992/,8.1,8048,2026,2026-08-21T00:03:03-07:00
13,The Mentalist,https://www.imdb.com/title/tt1196946/,8.2,242959,2008,2026-08-21T00:03:03-07:00
14,Lucky,https://www.imdb.com/title/tt34866681/,6.7,9290,2026,2026-08-21T00:03:03-07:00
15,My Brilliant Career,https://www.imdb.com/title/tt37352716/,7.0,1527,2026,2026-08-21T00:03:03-07:00
16,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.1,67960,2026,2026-08-21T00:03:03-07:00
17,Bleach: Thousand-Year Blood War,https://www.imdb.com/title/tt14986406/,9.0,83697,2022,2026-08-21T00:03:03-07:00
18,Operation Safed Sagar,https://www.imdb.com/title/tt36643714/,8.6,4776,2026,2026-08-21T00:03:03-07:00
19,The Bombing of Pan Am 103,https://www.imdb.com/title/tt13592494/,7.5,7837,2025,2026-08-21T00:03:03-07:00
20,Breaking Bad,https://www.imdb.com/title/tt0903747/,9.5,2662677,2008,2026-08-21T00:03:03-07:00
21,The Rookie,https://www.imdb.com/title/tt7587890/,8.0,133733,2018,2026-08-21T00:03:03-07:00
22,Stuart Fails to Save the Universe,https://www.imdb.com/title/tt27497393/,7.2,5833,2026,2026-08-21T00:03:03-07:00
23,X-Men '97,https://www.imdb.com/title/tt16026746/,8.7,58678,2024,2026-08-21T00:03:03-07:00
24,I Will Find You,https://www.imdb.com/title/tt34771210/,7.1,58648,2026,2026-08-21T00:03:03-07:00
25,Alley Cats,https://www.imdb.com/title/tt38264832/,6.9,6133,2026,2026-08-21T00:03:03-07:00
26,Ride or Die,https://www.imdb.com/title/tt30494226/,7.6,13513,2026,2026-08-21T00:03:03-07:00
