rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Джентльмены,The Gentlemen,https://www.kinopoisk.ru/series/1435343/,7.9,97341,2024,2026-09-26T00:03:01-07:00
2,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,176252,2025,2026-09-26T00:03:01-07:00
3,Монстры,Monster,https://www.kinopoisk.ru/series/1435087/,7.4,102760,2022,2026-09-26T00:03:01-07:00
4,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1664440,2011,2026-09-26T00:03:01-07:00
5,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,252474,2018,2026-09-26T00:03:01-07:00
6,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,223242,2021,2026-09-26T00:03:01-07:00
7,Братья,Brothers,https://www.kinopoisk.ru/series/12898669/,,0,2026,2026-09-26T00:03:01-07:00
8,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,1013994,2013,2026-09-26T00:03:01-07:00
9,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,206819,2008,2026-09-26T00:03:01-07:00
10,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,767467,2015,2026-09-26T00:03:01-07:00
11,Американская история ужасов,American Horror Story,https://www.kinopoisk.ru/series/589167/,7.9,291703,2011,2026-09-26T00:03:01-07:00
12,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,175738,2023,2026-09-26T00:03:01-07:00
13,Прослушка,The Wire,https://www.kinopoisk.ru/series/402955/,8.5,83646,2002,2026-09-26T00:03:01-07:00
14,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.7,6708,2026,2026-09-26T00:03:01-07:00
15,Безумцы,Mad Men,https://www.kinopoisk.ru/series/391889/,7.9,31754,2007,2026-09-26T00:03:01-07:00
16,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,339355,1999,2026-09-26T00:03:01-07:00
17,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,865958,2008,2026-09-26T00:03:01-07:00
18,Дрянь,Fleabag,https://www.kinopoisk.ru/series/991739/,8.3,89306,2016,2026-09-26T00:03:01-07:00
19,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,37367,2026,2026-09-26T00:03:01-07:00
20,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,1085522,2013,2026-09-26T00:03:01-07:00
21,Клюквенный щербет,Kızılcık Şerbeti,https://www.kinopoisk.ru/series/5107166/,8.5,444703,2022,2026-09-26T00:03:01-07:00
22,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,67556,2022,2026-09-26T00:03:01-07:00
23,Тёмная материя,Dark Matter,https://www.kinopoisk.ru/series/5024113/,7.7,70089,2024,2026-09-26T00:03:01-07:00
24,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.6,31381,2026,2026-09-26T00:03:01-07:00
