rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,471555,2019,2026-06-06T00:03:03-07:00
2,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.3,412343,2019,2026-06-06T00:03:03-07:00
3,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.7,13944,2026,2026-06-06T00:03:03-07:00
4,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.2,27592,2026,2026-06-06T00:03:03-07:00
5,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.8,49455,2026,2026-06-06T00:03:03-07:00
6,Закулисье,The Backrooms,https://www.kinopoisk.ru/series/5129650/,7.6,4142,2022,2026-06-06T00:03:03-07:00
7,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,293130,2022,2026-06-06T00:03:03-07:00
8,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1533807,2011,2026-06-06T00:03:03-07:00
9,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,188486,2018,2026-06-06T00:03:03-07:00
10,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.7,4523,2026,2026-06-06T00:03:03-07:00
11,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,82291,2016,2026-06-06T00:03:03-07:00
12,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,239614,2023,2026-06-06T00:03:03-07:00
13,Бороуз,The Boroughs,https://www.kinopoisk.ru/series/7385223/,7.2,5533,2026,2026-06-06T00:03:03-07:00
14,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,,0,2026,2026-06-06T00:03:03-07:00
15,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,301395,1999,2026-06-06T00:03:03-07:00
16,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,954121,2013,2026-06-06T00:03:03-07:00
17,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,393868,2006,2026-06-06T00:03:03-07:00
18,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,815583,2008,2026-06-06T00:03:03-07:00
19,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1064265,2020,2026-06-06T00:03:03-07:00
20,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.9,35837,2026,2026-06-06T00:03:03-07:00
21,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,393275,2011,2026-06-06T00:03:03-07:00
22,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,839994,2016,2026-06-06T00:03:03-07:00
23,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,950110,2013,2026-06-06T00:03:03-07:00
24,Клюквенный щербет,Kızılcık Şerbeti,https://www.kinopoisk.ru/series/5107166/,8.5,413289,2022,2026-06-06T00:03:03-07:00
25,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,704235,2015,2026-06-06T00:03:03-07:00
26,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,634366,2010,2026-06-06T00:03:03-07:00
27,Получеловек,Half Man,https://www.kinopoisk.ru/series/7919289/,7.8,2402,2026,2026-06-06T00:03:03-07:00
28,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,157974,2025,2026-06-06T00:03:03-07:00
29,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,132262,2023,2026-06-06T00:03:03-07:00
30,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,636755,2005,2026-06-06T00:03:03-07:00
31,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,800428,2022,2026-06-06T00:03:03-07:00
32,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,276758,2018,2026-06-06T00:03:03-07:00
33,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,52666,2025,2026-06-06T00:03:03-07:00
34,Том и Джерри,Tom and Jerry,https://www.kinopoisk.ru/series/1372775/,8.9,22589,1940,2026-06-06T00:03:03-07:00
35,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,412247,2004,2026-06-06T00:03:03-07:00
36,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.2,106782,2026,2026-06-06T00:03:03-07:00
37,Удивительный цифровой цирк,The Amazing Digital Circus,https://www.kinopoisk.ru/series/5398176/,8.4,59926,2023,2026-06-06T00:03:03-07:00
38,Ранчо Даттонов,Dutton Ranch,https://www.kinopoisk.ru/series/7275308/,8.6,3732,2026,2026-06-06T00:03:03-07:00
39,Далёкий город,Uzak Sehir,https://www.kinopoisk.ru/series/6553560/,8.4,167041,2024,2026-06-06T00:03:03-07:00
40,Заложник,,https://www.kinopoisk.ru/series/11696714/,7.6,205043,2026,2026-06-06T00:03:03-07:00
