rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Джентльмены,The Gentlemen,https://www.kinopoisk.ru/series/1435343/,7.9,96887,2024,2026-09-25T00:03:03-07:00
2,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,175789,2025,2026-09-25T00:03:03-07:00
3,Монстры,Monster,https://www.kinopoisk.ru/series/1435087/,7.4,102484,2022,2026-09-25T00:03:03-07:00
4,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,221523,2021,2026-09-25T00:03:03-07:00
5,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1662761,2011,2026-09-25T00:03:03-07:00
6,Братья,Brothers,https://www.kinopoisk.ru/series/12898669/,,0,2026,2026-09-25T00:03:03-07:00
7,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,1013280,2013,2026-09-25T00:03:03-07:00
8,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,206310,2008,2026-09-25T00:03:03-07:00
9,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,766101,2015,2026-09-25T00:03:03-07:00
10,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.9,127600,2016,2026-09-25T00:03:03-07:00
11,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,174864,2023,2026-09-25T00:03:03-07:00
12,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.6,6416,2026,2026-09-25T00:03:03-07:00
13,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,338938,1999,2026-09-25T00:03:03-07:00
14,Американская история ужасов,American Horror Story,https://www.kinopoisk.ru/series/589167/,7.9,291552,2011,2026-09-25T00:03:03-07:00
15,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,1083727,2013,2026-09-25T00:03:03-07:00
16,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,37098,2026,2026-09-25T00:03:03-07:00
17,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,67378,2022,2026-09-25T00:03:03-07:00
18,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,247980,2018,2026-09-25T00:03:03-07:00
19,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,460315,2011,2026-09-25T00:03:03-07:00
20,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,865196,2008,2026-09-25T00:03:03-07:00
21,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.6,31195,2026,2026-09-25T00:03:03-07:00
22,Клюквенный щербет,Kızılcık Şerbeti,https://www.kinopoisk.ru/series/5107166/,8.5,444247,2022,2026-09-25T00:03:03-07:00
23,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,436428,2006,2026-09-25T00:03:03-07:00
24,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,473203,2019,2026-09-25T00:03:03-07:00
25,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,910556,2022,2026-09-25T00:03:03-07:00
26,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,148132,2020,2026-09-25T00:03:03-07:00
27,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,673695,2010,2026-09-25T00:03:03-07:00
28,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,573357,2014,2026-09-25T00:03:03-07:00
29,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1139526,2020,2026-09-25T00:03:03-07:00
30,Тёмная материя,Dark Matter,https://www.kinopoisk.ru/series/5024113/,7.7,70002,2024,2026-09-25T00:03:03-07:00
31,Медленные лошади,Slow Horses,https://www.kinopoisk.ru/series/1331649/,7.9,44443,2022,2026-09-25T00:03:03-07:00
32,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.3,866639,2016,2026-09-25T00:03:03-07:00
33,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,60549,2025,2026-09-25T00:03:03-07:00
34,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,344159,2022,2026-09-25T00:03:03-07:00
35,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,512073,2019,2026-09-25T00:03:03-07:00
36,Третий лишний,Ted,https://www.kinopoisk.ru/series/4475348/,7.5,13374,2024,2026-09-25T00:03:03-07:00
37,Мейр из Исттауна,Mare of Easttown,https://www.kinopoisk.ru/series/1254133/,8.2,283733,2021,2026-09-25T00:03:03-07:00
38,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,289252,2018,2026-09-25T00:03:03-07:00
39,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,379058,1998,2026-09-25T00:03:03-07:00
40,Тьма,Dark,https://www.kinopoisk.ru/series/1032606/,8.1,254077,2017,2026-09-25T00:03:03-07:00
41,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,715494,2005,2026-09-25T00:03:03-07:00
42,Яростная,Furious,https://www.kinopoisk.ru/series/12946659/,7.4,6067,2026,2026-09-25T00:03:03-07:00
43,Нили,Neagley,https://www.kinopoisk.ru/series/9168581/,7.1,792,2026,2026-09-25T00:03:03-07:00
44,Далёкий город,Uzak Sehir,https://www.kinopoisk.ru/series/6553560/,8.4,213499,2024,2026-09-25T00:03:03-07:00
45,Монолог фармацевта,Kusuriya no Hitorigoto,https://www.kinopoisk.ru/series/5258557/,8.8,92526,2023,2026-09-25T00:03:03-07:00
46,Лэндмен,Landman,https://www.kinopoisk.ru/series/4909559/,8.3,63574,2024,2026-09-25T00:03:03-07:00
47,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,124167,2026,2026-09-25T00:03:03-07:00
48,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,448367,2004,2026-09-25T00:03:03-07:00
49,Чернобыль,Chernobyl,https://www.kinopoisk.ru/series/1227803/,8.7,834508,2019,2026-09-25T00:03:03-07:00
50,Девочки Гилмор,Gilmore Girls,https://www.kinopoisk.ru/series/86191/,8.1,26504,2000,2026-09-25T00:03:03-07:00
