rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,422781,2019,2026-06-20T00:03:03-07:00
2,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.2,772,2026,2026-06-20T00:03:03-07:00
3,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,483261,2019,2026-06-20T00:03:03-07:00
4,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,300475,2022,2026-06-20T00:03:03-07:00
5,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.2,37289,2026,2026-06-20T00:03:03-07:00
6,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.8,11385,2026,2026-06-20T00:03:03-07:00
7,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.6,8477,2026,2026-06-20T00:03:03-07:00
8,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.6,169572,2026,2026-06-20T00:03:03-07:00
9,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.6,22239,2026,2026-06-20T00:03:03-07:00
10,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1541864,2011,2026-06-20T00:03:03-07:00
11,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,193753,2018,2026-06-20T00:03:03-07:00
12,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.5,5886,2022,2026-06-20T00:03:03-07:00
13,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,89452,2016,2026-06-20T00:03:03-07:00
14,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,958811,2013,2026-06-20T00:03:03-07:00
15,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,304089,1999,2026-06-20T00:03:03-07:00
16,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,804311,2022,2026-06-20T00:03:03-07:00
17,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,261968,2023,2026-06-20T00:03:03-07:00
18,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,397679,2006,2026-06-20T00:03:03-07:00
19,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,398582,2011,2026-06-20T00:03:03-07:00
20,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.9,40951,2026,2026-06-20T00:03:03-07:00
21,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,818595,2008,2026-06-20T00:03:03-07:00
22,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1069079,2020,2026-06-20T00:03:03-07:00
23,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,7.1,2032,2026,2026-06-20T00:03:03-07:00
24,Получеловек,Half Man,https://www.kinopoisk.ru/series/7919289/,7.8,4132,2026,2026-06-20T00:03:03-07:00
25,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,843806,2016,2026-06-20T00:03:03-07:00
26,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,953040,2013,2026-06-20T00:03:03-07:00
27,Удивительный цифровой цирк,The Amazing Digital Circus,https://www.kinopoisk.ru/series/5398176/,8.4,63645,2023,2026-06-20T00:03:03-07:00
28,Клюквенный щербет,Kızılcık Şerbeti,https://www.kinopoisk.ru/series/5107166/,8.5,418817,2022,2026-06-20T00:03:03-07:00
29,Ночная сказка,Bir Gece Masali,https://www.kinopoisk.ru/series/6157707/,7.9,22409,2024,2026-06-20T00:03:03-07:00
30,Военный повар становится легендой,Chwisabyeong jeonseoli doeda,https://www.kinopoisk.ru/series/8425589/,8.3,5954,2026,2026-06-20T00:03:03-07:00
31,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,637169,2010,2026-06-20T00:03:03-07:00
32,Бороуз,The Boroughs,https://www.kinopoisk.ru/series/7385223/,7.2,8009,2026,2026-06-20T00:03:03-07:00
33,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,708771,2015,2026-06-20T00:03:03-07:00
34,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,159567,2025,2026-06-20T00:03:03-07:00
35,Слабый герой,Yakhan yeongung,https://www.kinopoisk.ru/series/4857811/,8.4,302853,2022,2026-06-20T00:03:03-07:00
36,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,558396,2014,2026-06-20T00:03:03-07:00
37,Каждый год после,Every Year After,https://www.kinopoisk.ru/series/11827840/,6.6,2282,2026,2026-06-20T00:03:03-07:00
38,Лимонные девочки,Shoujo Ramune,https://www.kinopoisk.ru/series/1433828/,8.1,50719,2016,2026-06-20T00:03:03-07:00
39,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,108836,2026,2026-06-20T00:03:03-07:00
40,Мутные воды,Surface,https://www.kinopoisk.ru/series/8719683/,6.9,7144,2025,2026-06-20T00:03:03-07:00
