rank,title,url,score,votes,release_year,scraped_at
1,The Gentlemen,https://www.imdb.com/title/tt13210838/,8.0,194195,2024,2026-09-17T00:03:02-07:00
2,Silo,https://www.imdb.com/title/tt14688458/,8.1,240597,2023,2026-09-17T00:03:02-07:00
3,Lanterns,https://www.imdb.com/title/tt26545992/,7.8,34275,2026,2026-09-17T00:03:02-07:00
4,Reacher,https://www.imdb.com/title/tt9288030/,8.0,313480,2022,2026-09-17T00:03:02-07:00
5,Bleach: Thousand-Year Blood War,https://www.imdb.com/title/tt14986406/,9.0,114132,2022,2026-09-17T00:03:02-07:00
6,Ted Lasso,https://www.imdb.com/title/tt10986410/,8.7,465420,2020,2026-09-17T00:03:02-07:00
7,Lioness,https://www.imdb.com/title/tt13111078/,7.8,97922,2023,2026-09-17T00:03:02-07:00
8,Furious,https://www.imdb.com/title/tt36303968/,7.9,23441,2026,2026-09-17T00:03:02-07:00
9,Crew Girl,https://www.imdb.com/title/tt38218082/,6.6,1663,2026,2026-09-17T00:03:02-07:00
10,The Mentalist,https://www.imdb.com/title/tt1196946/,8.2,249498,2008,2026-09-17T00:03:02-07:00
11,Last Seen,https://www.imdb.com/title/tt6037988/,7.4,829,2026,2026-09-17T00:03:02-07:00
12,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2662152,2011,2026-09-17T00:03:02-07:00
13,Slow Horses,https://www.imdb.com/title/tt5875444/,8.3,156101,2022,2026-09-17T00:03:02-07:00
14,MobLand,https://www.imdb.com/title/tt31510819/,8.3,124231,2025,2026-09-17T00:03:02-07:00
15,Dark Matter,https://www.imdb.com/title/tt19231492/,7.6,79700,2024,2026-09-17T00:03:02-07:00
16,Below,https://www.imdb.com/title/tt35934755/,7.7,102,2026,2026-09-17T00:03:02-07:00
17,Star Trek: Strange New Worlds,https://www.imdb.com/title/tt12327578/,8.2,79125,2022,2026-09-17T00:03:02-07:00
18,Re: Zero - Starting Life in Another World,https://www.imdb.com/title/tt5607616/,8.3,94157,2016,2026-09-17T00:03:02-07:00
19,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.1,78045,2026,2026-09-17T00:03:02-07:00
