rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,436318,2019,2026-07-19T00:03:03-07:00
2,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,830746,2022,2026-07-19T00:03:03-07:00
3,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,139056,2023,2026-07-19T00:03:03-07:00
4,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.1,96958,2021,2026-07-19T00:03:03-07:00
5,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,314754,2022,2026-07-19T00:03:03-07:00
6,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1560784,2011,2026-07-19T00:03:03-07:00
7,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,961235,2013,2026-07-19T00:03:03-07:00
8,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.1,15750,2026,2026-07-19T00:03:03-07:00
9,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,,0,2026,2026-07-19T00:03:03-07:00
10,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,494132,2019,2026-07-19T00:03:03-07:00
11,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.5,7169,2022,2026-07-19T00:03:03-07:00
12,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,206655,2018,2026-07-19T00:03:03-07:00
13,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,21763,2026,2026-07-19T00:03:03-07:00
14,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,19750,2026,2026-07-19T00:03:03-07:00
15,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,825286,2008,2026-07-19T00:03:03-07:00
16,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,310297,1999,2026-07-19T00:03:03-07:00
17,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,969815,2013,2026-07-19T00:03:03-07:00
18,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,6.7,5227,2026,2026-07-19T00:03:03-07:00
19,Призрак в доспехах,Koukaku Kidoutai,https://www.kinopoisk.ru/series/11195100/,7.5,15867,2026,2026-07-19T00:03:03-07:00
20,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.1,47625,2026,2026-07-19T00:03:03-07:00
21,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,850995,2016,2026-07-19T00:03:03-07:00
22,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1078828,2020,2026-07-19T00:03:03-07:00
23,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,410412,2011,2026-07-19T00:03:03-07:00
24,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,642893,2010,2026-07-19T00:03:03-07:00
25,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,163309,2025,2026-07-19T00:03:03-07:00
26,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,404890,2006,2026-07-19T00:03:03-07:00
27,Табакошка,Yani Neko,https://www.kinopoisk.ru/series/13136552/,,0,2026,2026-07-19T00:03:03-07:00
28,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,40273,1997,2026-07-19T00:03:03-07:00
29,Менеджер Ким,Kim bujang,https://www.kinopoisk.ru/series/9027270/,8.0,4967,2026,2026-07-19T00:03:03-07:00
30,Его и её,His & Hers,https://www.kinopoisk.ru/series/9416511/,7.4,55766,2026,2026-07-19T00:03:03-07:00
31,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,113442,2026,2026-07-19T00:03:03-07:00
32,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,281463,2018,2026-07-19T00:03:03-07:00
