rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,214890,2021,2026-09-22T00:03:01-07:00
2,Джентльмены,The Gentlemen,https://www.kinopoisk.ru/series/1435343/,7.9,95600,2024,2026-09-22T00:03:01-07:00
3,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,174511,2025,2026-09-22T00:03:01-07:00
4,Монстры,Monster,https://www.kinopoisk.ru/series/1435087/,7.4,101637,2022,2026-09-22T00:03:01-07:00
5,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1657996,2011,2026-09-22T00:03:01-07:00
6,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,204815,2008,2026-09-22T00:03:01-07:00
7,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.6,5518,2026,2026-09-22T00:03:01-07:00
8,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,1011232,2013,2026-09-22T00:03:01-07:00
9,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,172458,2023,2026-09-22T00:03:01-07:00
10,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,36364,2026,2026-09-22T00:03:01-07:00
11,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,764053,2015,2026-09-22T00:03:01-07:00
12,Клюквенный щербет,Kızılcık Şerbeti,https://www.kinopoisk.ru/series/5107166/,8.5,442977,2022,2026-09-22T00:03:01-07:00
13,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,337614,1999,2026-09-22T00:03:01-07:00
14,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,66792,2022,2026-09-22T00:03:01-07:00
15,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,435130,2006,2026-09-22T00:03:01-07:00
16,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,1078877,2013,2026-09-22T00:03:01-07:00
17,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,908970,2022,2026-09-22T00:03:01-07:00
18,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,246380,2018,2026-09-22T00:03:01-07:00
19,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,672153,2010,2026-09-22T00:03:01-07:00
20,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,472664,2019,2026-09-22T00:03:01-07:00
21,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,863251,2008,2026-09-22T00:03:01-07:00
22,Тёмная материя,Dark Matter,https://www.kinopoisk.ru/series/5024113/,7.7,69730,2024,2026-09-22T00:03:01-07:00
23,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,458120,2011,2026-09-22T00:03:01-07:00
24,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,511483,2019,2026-09-22T00:03:01-07:00
25,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,572771,2014,2026-09-22T00:03:01-07:00
26,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.3,866068,2016,2026-09-22T00:03:01-07:00
27,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,60320,2025,2026-09-22T00:03:01-07:00
28,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.9,125655,2016,2026-09-22T00:03:01-07:00
29,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,147852,2020,2026-09-22T00:03:01-07:00
30,Нили,Neagley,https://www.kinopoisk.ru/series/9168581/,7.2,445,2026,2026-09-22T00:03:01-07:00
31,Медленные лошади,Slow Horses,https://www.kinopoisk.ru/series/1331649/,7.9,44235,2022,2026-09-22T00:03:01-07:00
32,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.6,30817,2026,2026-09-22T00:03:01-07:00
33,Осколки,The Shards,https://www.kinopoisk.ru/series/6531565/,6.2,7261,2026,2026-09-22T00:03:01-07:00
34,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1136793,2020,2026-09-22T00:03:01-07:00
35,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,343795,2022,2026-09-22T00:03:01-07:00
36,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,378397,1998,2026-09-22T00:03:01-07:00
37,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,288920,2018,2026-09-22T00:03:01-07:00
38,Бесстыжие,Shameless,https://www.kinopoisk.ru/series/571335/,8.6,705953,2011,2026-09-22T00:03:01-07:00
39,Лэндмен,Landman,https://www.kinopoisk.ru/series/4909559/,8.3,63395,2024,2026-09-22T00:03:01-07:00
40,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,446911,2004,2026-09-22T00:03:01-07:00
41,Третий лишний,Ted,https://www.kinopoisk.ru/series/4475348/,7.5,13253,2024,2026-09-22T00:03:01-07:00
42,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,239440,2015,2026-09-22T00:03:01-07:00
43,Американская история ужасов,American Horror Story,https://www.kinopoisk.ru/series/589167/,7.9,291251,2011,2026-09-22T00:03:01-07:00
44,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,711684,2005,2026-09-22T00:03:01-07:00
45,Тьма,Dark,https://www.kinopoisk.ru/series/1032606/,8.1,253657,2017,2026-09-22T00:03:01-07:00
46,Яростная,Furious,https://www.kinopoisk.ru/series/12946659/,7.4,5713,2026,2026-09-22T00:03:01-07:00
47,Детство Шелдона,Young Sheldon,https://www.kinopoisk.ru/series/1040419/,8.8,574867,2017,2026-09-22T00:03:01-07:00
48,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,123780,2026,2026-09-22T00:03:01-07:00
49,Монолог фармацевта,Kusuriya no Hitorigoto,https://www.kinopoisk.ru/series/5258557/,8.8,92316,2023,2026-09-22T00:03:01-07:00
50,Гарри Поттер,Harry Potter,https://www.kinopoisk.ru/series/4324441/,,0,2026,2026-09-22T00:03:01-07:00
