rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,837388,2022,2026-07-29T00:03:03-07:00
2,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,441052,2019,2026-07-29T00:03:03-07:00
3,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,141613,2023,2026-07-29T00:03:03-07:00
4,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.2,114557,2021,2026-07-29T00:03:03-07:00
5,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1569089,2011,2026-07-29T00:03:03-07:00
6,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,966857,2013,2026-07-29T00:03:03-07:00
7,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,318340,2022,2026-07-29T00:03:03-07:00
8,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,25001,2026,2026-07-29T00:03:03-07:00
9,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,496953,2019,2026-07-29T00:03:03-07:00
10,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,21882,2026,2026-07-29T00:03:03-07:00
11,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,974372,2013,2026-07-29T00:03:03-07:00
12,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,313024,1999,2026-07-29T00:03:03-07:00
13,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.1,18213,2026,2026-07-29T00:03:03-07:00
14,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,41793,1997,2026-07-29T00:03:03-07:00
15,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,828369,2008,2026-07-29T00:03:03-07:00
16,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1082490,2020,2026-07-29T00:03:03-07:00
17,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,645365,2010,2026-07-29T00:03:03-07:00
18,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,853465,2016,2026-07-29T00:03:03-07:00
19,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,6.7,6594,2026,2026-07-29T00:03:03-07:00
20,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.3,2667,2026,2026-07-29T00:03:03-07:00
21,Хоть я и бездарная злодейка,Futsutsuka na Akujo dewa Gozaimasu ga: Suuguu Chouso Torikae Den,https://www.kinopoisk.ru/series/12951729/,8.8,2151,2026,2026-07-29T00:03:03-07:00
22,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,210207,2018,2026-07-29T00:03:03-07:00
23,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,720259,2015,2026-07-29T00:03:03-07:00
24,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,407920,2006,2026-07-29T00:03:03-07:00
25,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,186348,2008,2026-07-29T00:03:03-07:00
26,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,414788,2011,2026-07-29T00:03:03-07:00
27,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,141673,2020,2026-07-29T00:03:03-07:00
28,Призрак в доспехах,Koukaku Kidoutai,https://www.kinopoisk.ru/series/11195100/,7.5,24203,2026,2026-07-29T00:03:03-07:00
29,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.4,7671,2022,2026-07-29T00:03:03-07:00
30,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.1,49955,2026,2026-07-29T00:03:03-07:00
31,Мечтаю о тебе,Geudaeege deurim,https://www.kinopoisk.ru/series/9178109/,,0,2026,2026-07-29T00:03:03-07:00
32,Менеджер Ким,Kim bujang,https://www.kinopoisk.ru/series/9027270/,7.9,6971,2026,2026-07-29T00:03:03-07:00
33,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,114982,2026,2026-07-29T00:03:03-07:00
34,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,420803,2004,2026-07-29T00:03:03-07:00
35,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,164697,2025,2026-07-29T00:03:03-07:00
36,Ещё 17,Daha on Yedi,https://www.kinopoisk.ru/series/12588511/,8.3,6791,2026,2026-07-29T00:03:03-07:00
37,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,645769,2005,2026-07-29T00:03:03-07:00
38,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,563363,2014,2026-07-29T00:03:03-07:00
39,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,231110,2015,2026-07-29T00:03:03-07:00
40,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,29807,2026,2026-07-29T00:03:03-07:00
41,Вместе до конца,Ride or Die,https://www.kinopoisk.ru/series/6739953/,7.5,445,2026,2026-07-29T00:03:03-07:00
42,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,365160,1998,2026-07-29T00:03:03-07:00
43,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,56522,2025,2026-07-29T00:03:03-07:00
44,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,282684,2018,2026-07-29T00:03:03-07:00
45,Тьма,Dark,https://www.kinopoisk.ru/series/1032606/,8.1,247346,2017,2026-07-29T00:03:03-07:00
