rank,title,url,score,votes,release_year,scraped_at
1,Monster,https://www.imdb.com/title/tt13207736/,7.7,230210,2022,2026-09-26T00:03:01-07:00
2,Neagley,https://www.imdb.com/title/tt33539520/,7.8,12395,2026,2026-09-26T00:03:01-07:00
3,The Gentlemen,https://www.imdb.com/title/tt13210838/,8.1,200425,2024,2026-09-26T00:03:01-07:00
4,Lanterns,https://www.imdb.com/title/tt26545992/,7.8,41555,2026,2026-09-26T00:03:01-07:00
5,Reacher,https://www.imdb.com/title/tt9288030/,8.0,318323,2022,2026-09-26T00:03:01-07:00
6,MobLand,https://www.imdb.com/title/tt31510819/,8.3,127145,2025,2026-09-26T00:03:01-07:00
7,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.1,84565,2026,2026-09-26T00:03:01-07:00
8,Slow Horses,https://www.imdb.com/title/tt5875444/,8.4,158559,2022,2026-09-26T00:03:01-07:00
9,Lioness,https://www.imdb.com/title/tt13111078/,7.8,100834,2023,2026-09-26T00:03:01-07:00
10,Ted Lasso,https://www.imdb.com/title/tt10986410/,8.7,467891,2020,2026-09-26T00:03:01-07:00
11,Silo,https://www.imdb.com/title/tt14688458/,8.1,243983,2023,2026-09-26T00:03:01-07:00
12,Crew Girl,https://www.imdb.com/title/tt38218082/,6.6,3288,2026,2026-09-26T00:03:01-07:00
13,The Mentalist,https://www.imdb.com/title/tt1196946/,8.2,251900,2008,2026-09-26T00:03:01-07:00
14,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2665944,2011,2026-09-26T00:03:01-07:00
15,Furious,https://www.imdb.com/title/tt36303968/,7.8,26885,2026,2026-09-26T00:03:01-07:00
16,Last Seen,https://www.imdb.com/title/tt6037988/,7.4,1682,2026,2026-09-26T00:03:01-07:00
17,The Perfect Lie,https://www.imdb.com/title/tt37439410/,6.6,2277,2026,2026-09-26T00:03:01-07:00
18,Breaking Bad,https://www.imdb.com/title/tt0903747/,9.5,2681323,2008,2026-09-26T00:03:01-07:00
19,The Pitt,https://www.imdb.com/title/tt31938062/,8.9,172157,2025,2026-09-26T00:03:01-07:00
20,Dark Matter,https://www.imdb.com/title/tt19231492/,7.6,80957,2024,2026-09-26T00:03:01-07:00
21,Bleach: Thousand-Year Blood War,https://www.imdb.com/title/tt14986406/,9.0,114907,2022,2026-09-26T00:03:01-07:00
22,Star Trek: Strange New Worlds,https://www.imdb.com/title/tt12327578/,8.2,79914,2022,2026-09-26T00:03:01-07:00
23,The Sopranos,https://www.imdb.com/title/tt0141842/,9.2,598036,1999,2026-09-26T00:03:01-07:00
24,Stuart Fails to Save the Universe,https://www.imdb.com/title/tt27497393/,7.0,10771,2026,2026-09-26T00:03:01-07:00
25,American Horror Story,https://www.imdb.com/title/tt1844624/,7.9,365465,2011,2026-09-26T00:03:01-07:00
26,The Diplomat,https://www.imdb.com/title/tt17491088/,8.0,101299,2023,2026-09-26T00:03:01-07:00
27,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.2,571211,2022,2026-09-26T00:03:01-07:00
28,Fauda,https://www.imdb.com/title/tt4565380/,8.3,46240,2015,2026-09-26T00:03:01-07:00
29,The Scandal,https://www.imdb.com/title/tt36347588/,6.1,877,2026,2026-09-26T00:03:01-07:00
30,Re: Zero - Starting Life in Another World,https://www.imdb.com/title/tt5607616/,8.3,96180,2016,2026-09-26T00:03:01-07:00
31,Pluribus,https://www.imdb.com/title/tt22202452/,7.9,176781,2025,2026-09-26T00:03:01-07:00
32,The Beast in Me,https://www.imdb.com/title/tt31974367/,7.4,81042,2025,2026-09-26T00:03:01-07:00
33,The Rookie,https://www.imdb.com/title/tt7587890/,8.0,136221,2018,2026-09-26T00:03:01-07:00
34,Supernatural,https://www.imdb.com/title/tt0460681/,8.4,548944,2005,2026-09-26T00:03:01-07:00
35,The Shards,https://www.imdb.com/title/tt27543562/,6.0,6544,2026,2026-09-26T00:03:01-07:00
36,Attack on Titan,https://www.imdb.com/title/tt2560140/,9.1,749214,2013,2026-09-26T00:03:01-07:00
37,City of Blood,https://www.imdb.com/title/tt32642114/,4.6,502,2026,2026-09-26T00:03:01-07:00
38,R.J. Decker,https://www.imdb.com/title/tt37063558/,7.1,5377,2026,2026-09-26T00:03:01-07:00
39,The Walking Dead,https://www.imdb.com/title/tt1520211/,8.1,1215463,2010,2026-09-26T00:03:01-07:00
40,Band of Brothers,https://www.imdb.com/title/tt0185906/,9.4,606214,2001,2026-09-26T00:03:01-07:00
