rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,151921,2023,2026-08-24T00:03:03-07:00
2,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,157401,2021,2026-08-24T00:03:03-07:00
3,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,869405,2022,2026-08-24T00:03:03-07:00
4,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1602441,2011,2026-08-24T00:03:03-07:00
5,Стерлинг-Поинт,Sterling Point,https://www.kinopoisk.ru/series/11832286/,7.4,7635,2026,2026-08-24T00:03:03-07:00
6,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,191755,2008,2026-08-24T00:03:03-07:00
7,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.6,1220,2026,2026-08-24T00:03:03-07:00
8,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,740959,2015,2026-08-24T00:03:03-07:00
9,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,224924,2018,2026-08-24T00:03:03-07:00
10,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,1007347,2013,2026-08-24T00:03:03-07:00
11,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,323326,1999,2026-08-24T00:03:03-07:00
12,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,460211,2019,2026-08-24T00:03:03-07:00
13,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,991639,2013,2026-08-24T00:03:03-07:00
14,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.4,7237,2026,2026-08-24T00:03:03-07:00
15,Осколки,The Shards,https://www.kinopoisk.ru/series/6531565/,6.3,2509,2026,2026-08-24T00:03:03-07:00
16,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,339692,2022,2026-08-24T00:03:03-07:00
17,Джек Ричер,Reacher,https://www.kinopoisk.ru/series/1209839/,7.4,62769,2022,2026-08-24T00:03:03-07:00
18,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,504219,2019,2026-08-24T00:03:03-07:00
19,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.3,859993,2016,2026-08-24T00:03:03-07:00
20,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,842679,2008,2026-08-24T00:03:03-07:00
21,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,431768,2011,2026-08-24T00:03:03-07:00
22,Каратель,The Punisher,https://www.kinopoisk.ru/series/978853/,7.8,67066,2017,2026-08-24T00:03:03-07:00
