rank,title,url,score,votes,release_year,scraped_at
1,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.3,551706,2022,2026-07-29T00:03:03-07:00
2,The Hawk,https://www.imdb.com/title/tt27550719/,6.4,6514,2026,2026-07-29T00:03:03-07:00
3,Ride or Die,https://www.imdb.com/title/tt30494226/,7.6,7358,2026,2026-07-29T00:03:03-07:00
4,Silo,https://www.imdb.com/title/tt14688458/,8.1,222852,2023,2026-07-29T00:03:03-07:00
5,I Will Find You,https://www.imdb.com/title/tt34771210/,7.1,49043,2026,2026-07-29T00:03:03-07:00
6,Ransom Canyon,https://www.imdb.com/title/tt28088031/,6.8,11067,2025,2026-07-29T00:03:03-07:00
7,Lanterns,https://www.imdb.com/title/tt26545992/,,0,2026,2026-07-29T00:03:03-07:00
8,Stuart Fails to Save the Universe,https://www.imdb.com/title/tt27497393/,7.1,1819,2026,2026-07-29T00:03:03-07:00
9,Lucky,https://www.imdb.com/title/tt34866681/,6.6,3225,2026,2026-07-29T00:03:03-07:00
10,Neuromancer,https://www.imdb.com/title/tt31512174/,,0,2027,2026-07-29T00:03:03-07:00
11,Cape Fear,https://www.imdb.com/title/tt34675596/,6.8,10545,2026,2026-07-29T00:03:03-07:00
12,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.1,57128,2026,2026-07-29T00:03:03-07:00
13,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2640617,2011,2026-07-29T00:03:03-07:00
14,Little House on the Prairie,https://www.imdb.com/title/tt2431250/,7.3,5949,2026,2026-07-29T00:03:03-07:00
15,Elite Force,https://www.imdb.com/title/tt35495063/,6.3,1269,2026,2026-07-29T00:03:03-07:00
16,The Bear,https://www.imdb.com/title/tt14452776/,8.5,318948,2022,2026-07-29T00:03:03-07:00
17,Blade Runner 2099,https://www.imdb.com/title/tt18224594/,,0,2026,2026-07-29T00:03:03-07:00
18,The Lord of the Rings: The Rings of Power,https://www.imdb.com/title/tt7631058/,6.8,441319,2022,2026-07-29T00:03:03-07:00
