rank,title,url,score,votes,release_year,scraped_at
1,I Will Find You,https://www.imdb.com/title/tt34771210/,7.2,19310,2026,2026-06-29T00:03:03-07:00
2,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.3,536514,2022,2026-06-29T00:03:03-07:00
3,The Bear,https://www.imdb.com/title/tt14452776/,8.5,312634,2022,2026-06-29T00:03:03-07:00
4,From,https://www.imdb.com/title/tt9813792/,7.8,193121,2022,2026-06-29T00:03:03-07:00
5,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.2,37356,2026,2026-06-29T00:03:03-07:00
6,Avatar: The Last Airbender,https://www.imdb.com/title/tt9018736/,7.2,86550,2024,2026-06-29T00:03:03-07:00
7,Dutton Ranch,https://www.imdb.com/title/tt34991493/,8.4,11648,2026,2026-06-29T00:03:03-07:00
8,Off Campus,https://www.imdb.com/title/tt33546863/,7.9,38588,2026,2026-06-29T00:03:03-07:00
9,Cape Fear,https://www.imdb.com/title/tt34675596/,6.9,5382,2026,2026-06-29T00:03:03-07:00
10,The Agency,https://www.imdb.com/title/tt26656917/,7.4,30157,2024,2026-06-29T00:03:03-07:00
11,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2628515,2011,2026-06-29T00:03:03-07:00
12,"Life, Larry and the Pursuit of Unhappiness: an Almost History of America",https://www.imdb.com/title/tt37543147/,7.1,460,2026,2026-06-29T00:03:03-07:00
13,Oasis,https://www.imdb.com/title/tt38734636/,5.3,784,2026,2026-06-29T00:03:03-07:00
14,Spider-Noir,https://www.imdb.com/title/tt30460310/,7.8,49936,2026,2026-06-29T00:03:03-07:00
15,Sugar,https://www.imdb.com/title/tt16418808/,7.4,44492,2024,2026-06-29T00:03:03-07:00
16,The Boys,https://www.imdb.com/title/tt1190634/,8.5,1001219,2019,2026-06-29T00:03:03-07:00
17,Re: Zero - Starting Life in Another World,https://www.imdb.com/title/tt5607616/,8.2,72888,2016,2026-06-29T00:03:03-07:00
18,The Boroughs,https://www.imdb.com/title/tt27557289/,7.3,30198,2026,2026-06-29T00:03:03-07:00
19,Breaking Bad,https://www.imdb.com/title/tt0903747/,9.5,2635312,2008,2026-06-29T00:03:03-07:00
20,The Vampire Lestat,https://www.imdb.com/title/tt3960394/,7.6,41092,2022,2026-06-29T00:03:03-07:00
21,Raakh,https://www.imdb.com/title/tt35870921/,7.5,5300,2026,2026-06-29T00:03:03-07:00
22,Agent Kim Reactivated,https://www.imdb.com/title/tt42127457/,8.2,281,2026,2026-06-29T00:03:03-07:00
23,Rick and Morty,https://www.imdb.com/title/tt2861424/,9.0,699732,2013,2026-06-29T00:03:03-07:00
24,Teach You a Lesson,https://www.imdb.com/title/tt34809853/,8.5,11294,2026,2026-06-29T00:03:03-07:00
25,Euphoria,https://www.imdb.com/title/tt8772296/,8.1,316039,2019,2026-06-29T00:03:03-07:00
26,Notes from the Last Row,https://www.imdb.com/title/tt36270432/,7.6,472,2026,2026-06-29T00:03:03-07:00
27,The Pitt,https://www.imdb.com/title/tt31938062/,8.9,156480,2025,2026-06-29T00:03:03-07:00
28,Not Suitable for Work,https://www.imdb.com/title/tt35823838/,6.9,2803,2026,2026-06-29T00:03:03-07:00
29,Every Year After,https://www.imdb.com/title/tt33055254/,6.3,4743,2026,2026-06-29T00:03:03-07:00
30,Silo,https://www.imdb.com/title/tt14688458/,8.1,216788,2023,2026-06-29T00:03:03-07:00
31,Seeking Persephone,https://www.imdb.com/title/tt29666911/,7.5,2576,2026,2026-06-29T00:03:03-07:00
32,The Rookie,https://www.imdb.com/title/tt7587890/,8.0,129917,2018,2026-06-29T00:03:03-07:00
33,Supernatural,https://www.imdb.com/title/tt0460681/,8.4,541885,2005,2026-06-29T00:03:03-07:00
34,The Mentalist,https://www.imdb.com/title/tt1196946/,8.2,232853,2008,2026-06-29T00:03:03-07:00
35,Yellowstone,https://www.imdb.com/title/tt4236770/,8.6,314641,2018,2026-06-29T00:03:03-07:00
36,Criminal Minds,https://www.imdb.com/title/tt0452046/,8.1,240374,2005,2026-06-29T00:03:03-07:00
37,The Sopranos,https://www.imdb.com/title/tt0141842/,9.2,584213,1999,2026-06-29T00:03:03-07:00
38,Ted Lasso,https://www.imdb.com/title/tt10986410/,8.7,447716,2020,2026-06-29T00:03:03-07:00
39,The Last Ship,https://www.imdb.com/title/tt2402207/,7.4,69213,2014,2026-06-29T00:03:03-07:00
40,Maximum Pleasure Guaranteed,https://www.imdb.com/title/tt35946742/,7.2,2752,2026,2026-06-29T00:03:03-07:00
41,A Knight of the Seven Kingdoms,https://www.imdb.com/title/tt27497448/,8.6,258084,2026,2026-06-29T00:03:03-07:00
42,Your Friends & Neighbors,https://www.imdb.com/title/tt30459041/,7.7,61009,2025,2026-06-29T00:03:03-07:00
43,Attack on Titan,https://www.imdb.com/title/tt2560140/,9.1,726447,2013,2026-06-29T00:03:03-07:00
44,Love Island USA,https://www.imdb.com/title/tt8819906/,5.2,3827,2019,2026-06-29T00:03:03-07:00
45,Legends,https://www.imdb.com/title/tt33265765/,7.8,21237,2026,2026-06-29T00:03:03-07:00
46,The Polygamist,https://www.imdb.com/title/tt42543947/,6.1,848,2026,2026-06-29T00:03:03-07:00
47,The Legend of Vox Machina,https://www.imdb.com/title/tt11247158/,8.4,55301,2022,2026-06-29T00:03:03-07:00
48,Stranger Things,https://www.imdb.com/title/tt4574334/,8.6,1712004,2016,2026-06-29T00:03:03-07:00
49,The Four Seasons,https://www.imdb.com/title/tt30826447/,7.2,43182,2025,2026-06-29T00:03:03-07:00
50,Law & Order: Special Victims Unit,https://www.imdb.com/title/tt0203259/,8.1,145493,1999,2026-06-29T00:03:03-07:00
51,Avatar: The Last Airbender,https://www.imdb.com/title/tt0417299/,9.3,445643,2005,2026-06-29T00:03:03-07:00
52,Better Call Saul,https://www.imdb.com/title/tt3032476/,9.0,844167,2015,2026-06-29T00:03:03-07:00
53,The Walking Dead,https://www.imdb.com/title/tt1520211/,8.1,1201538,2010,2026-06-29T00:03:03-07:00
54,The Amazing Digital Circus,https://www.imdb.com/title/tt27610198/,8.2,19287,2023,2026-06-29T00:03:03-07:00
55,Landman,https://www.imdb.com/title/tt14186672/,8.2,110119,2024,2026-06-29T00:03:03-07:00
56,Severance,https://www.imdb.com/title/tt11280740/,8.6,394352,2022,2026-06-29T00:03:03-07:00
57,ER,https://www.imdb.com/title/tt0108757/,7.9,79060,1994,2026-06-29T00:03:03-07:00
58,Person of Interest,https://www.imdb.com/title/tt1839578/,8.5,211020,2011,2026-06-29T00:03:03-07:00
59,Star City,https://www.imdb.com/title/tt32140872/,7.2,2543,2026,2026-06-29T00:03:03-07:00
60,The White Lotus,https://www.imdb.com/title/tt13406094/,8.0,327904,2021,2026-06-29T00:03:03-07:00
61,The Office,https://www.imdb.com/title/tt0386676/,9.0,837636,2005,2026-06-29T00:03:03-07:00
62,True Detective,https://www.imdb.com/title/tt2356777/,8.8,759461,2014,2026-06-29T00:03:03-07:00
63,The Wire,https://www.imdb.com/title/tt0306414/,9.3,433323,2002,2026-06-29T00:03:03-07:00
64,For All Mankind,https://www.imdb.com/title/tt7772588/,8.1,90677,2019,2026-06-29T00:03:03-07:00
65,One Piece,https://www.imdb.com/title/tt0388629/,9.0,357898,1999,2026-06-29T00:03:03-07:00
66,Dexter,https://www.imdb.com/title/tt0773262/,8.6,941051,2006,2026-06-29T00:03:03-07:00
67,Invincible,https://www.imdb.com/title/tt6741278/,8.7,344889,2021,2026-06-29T00:03:03-07:00
68,Grey's Anatomy,https://www.imdb.com/title/tt0413573/,7.6,375208,2005,2026-06-29T00:03:03-07:00
69,Beef,https://www.imdb.com/title/tt14403178/,8.0,175391,2023,2026-06-29T00:03:03-07:00
70,Lock Upp,https://www.imdb.com/title/tt17736900/,3.7,1375,2022,2026-06-29T00:03:03-07:00
71,Rivals,https://www.imdb.com/title/tt21906238/,7.9,19543,2024,2026-06-29T00:03:03-07:00
72,The Big Bang Theory,https://www.imdb.com/title/tt0898266/,8.1,939476,2007,2026-06-29T00:03:03-07:00
73,Hacks,https://www.imdb.com/title/tt11815682/,8.2,66643,2021,2026-06-29T00:03:03-07:00
74,Shameless,https://www.imdb.com/title/tt1586680/,8.5,334791,2011,2026-06-29T00:03:03-07:00
75,A Woman of Substance,https://www.imdb.com/title/tt35060339/,7.3,1166,2026,2026-06-29T00:03:03-07:00
76,Reacher,https://www.imdb.com/title/tt9288030/,8.0,296327,2022,2026-06-29T00:03:03-07:00
77,Black Mirror,https://www.imdb.com/title/tt2085059/,8.7,741033,2011,2026-06-29T00:03:03-07:00
78,Friends,https://www.imdb.com/title/tt0108778/,8.8,1196463,1994,2026-06-29T00:03:03-07:00
79,Shrinking,https://www.imdb.com/title/tt15677150/,8.2,126141,2023,2026-06-29T00:03:03-07:00
80,Lost,https://www.imdb.com/title/tt0411008/,8.3,675319,2004,2026-06-29T00:03:03-07:00
81,Paradise,https://www.imdb.com/title/tt27444205/,7.9,83531,2025,2026-06-29T00:03:03-07:00
82,Succession,https://www.imdb.com/title/tt7660850/,8.8,359789,2018,2026-06-29T00:03:03-07:00
83,The Handmaid's Tale,https://www.imdb.com/title/tt5834204/,8.3,300839,2017,2026-06-29T00:03:03-07:00
84,Marshals,https://www.imdb.com/title/tt36849871/,6.1,15385,2026,2026-06-29T00:03:03-07:00
85,Suits,https://www.imdb.com/title/tt1632701/,8.4,542616,2011,2026-06-29T00:03:03-07:00
86,NCIS,https://www.imdb.com/title/tt0364845/,7.8,177084,2003,2026-06-29T00:03:03-07:00
87,The Capture,https://www.imdb.com/title/tt8201186/,8.0,34255,2019,2026-06-29T00:03:03-07:00
88,Pluribus,https://www.imdb.com/title/tt22202452/,7.9,160298,2025,2026-06-29T00:03:03-07:00
89,Jujutsu Kaisen,https://www.imdb.com/title/tt12343534/,8.5,212248,2020,2026-06-29T00:03:03-07:00
90,Sweet Magnolias,https://www.imdb.com/title/tt9077540/,7.3,28334,2020,2026-06-29T00:03:03-07:00
91,Margo's Got Money Troubles,https://www.imdb.com/title/tt31137273/,7.3,12889,2026,2026-06-29T00:03:03-07:00
92,The Madison,https://www.imdb.com/title/tt33204276/,7.8,20752,2026,2026-06-29T00:03:03-07:00
93,Smallville,https://www.imdb.com/title/tt0279600/,7.5,154545,2001,2026-06-29T00:03:03-07:00
94,Slow Horses,https://www.imdb.com/title/tt5875444/,8.3,149186,2022,2026-06-29T00:03:03-07:00
95,Mad Men,https://www.imdb.com/title/tt0804503/,8.7,291383,2007,2026-06-29T00:03:03-07:00
96,Run Away,https://www.imdb.com/title/tt9169516/,6.9,25380,2026,2026-06-29T00:03:03-07:00
97,Outlander,https://www.imdb.com/title/tt3006802/,8.3,202532,2014,2026-06-29T00:03:03-07:00
98,Dark,https://www.imdb.com/title/tt5753856/,8.7,550772,2017,2026-06-29T00:03:03-07:00
99,The Testaments,https://www.imdb.com/title/tt10970762/,8.3,11033,2026,2026-06-29T00:03:03-07:00
100,The Other Bennet Sister,https://www.imdb.com/title/tt37022512/,8.3,7001,2026,2026-06-29T00:03:03-07:00
