rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Джентльмены,The Gentlemen,https://www.kinopoisk.ru/series/1435343/,7.9,93465,2024,2026-09-18T00:03:03-07:00
2,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,35073,2026,2026-09-18T00:03:03-07:00
3,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1651568,2011,2026-09-18T00:03:03-07:00
4,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,170582,2023,2026-09-18T00:03:03-07:00
5,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,202963,2008,2026-09-18T00:03:03-07:00
6,Монстры,Monster,https://www.kinopoisk.ru/series/1435087/,7.4,100283,2022,2026-09-18T00:03:03-07:00
7,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,172373,2025,2026-09-18T00:03:03-07:00
8,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,1008410,2013,2026-09-18T00:03:03-07:00
9,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,761131,2015,2026-09-18T00:03:03-07:00
10,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.9,123731,2016,2026-09-18T00:03:03-07:00
11,Фонари,Lanterns,https://www.kinopoisk.ru/series/5253825/,7.6,4824,2026,2026-09-18T00:03:03-07:00
12,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,335831,1999,2026-09-18T00:03:03-07:00
13,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.3,205994,2021,2026-09-18T00:03:03-07:00
14,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,471788,2019,2026-09-18T00:03:03-07:00
