rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.1,110036,2021,2026-07-27T00:03:03-07:00
2,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,835939,2022,2026-07-27T00:03:03-07:00
3,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,141088,2023,2026-07-27T00:03:03-07:00
4,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,439344,2019,2026-07-27T00:03:03-07:00
5,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1567046,2011,2026-07-27T00:03:03-07:00
6,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,24341,2026,2026-07-27T00:03:03-07:00
7,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,965037,2013,2026-07-27T00:03:03-07:00
8,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,316887,2022,2026-07-27T00:03:03-07:00
9,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,21304,2026,2026-07-27T00:03:03-07:00
10,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,973196,2013,2026-07-27T00:03:03-07:00
11,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.4,2386,2026,2026-07-27T00:03:03-07:00
12,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,312231,1999,2026-07-27T00:03:03-07:00
13,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.1,17639,2026,2026-07-27T00:03:03-07:00
14,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,496282,2019,2026-07-27T00:03:03-07:00
15,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,41482,1997,2026-07-27T00:03:03-07:00
16,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,827168,2008,2026-07-27T00:03:03-07:00
17,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.5,7593,2022,2026-07-27T00:03:03-07:00
18,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,6.6,6343,2026,2026-07-27T00:03:03-07:00
19,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,209476,2018,2026-07-27T00:03:03-07:00
20,Нейромант,Neuromancer,https://www.kinopoisk.ru/series/6737446/,,0,2026,2026-07-27T00:03:03-07:00
21,Вместе до конца,Ride or Die,https://www.kinopoisk.ru/series/6739953/,7.5,343,2026,2026-07-27T00:03:03-07:00
22,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.1,49444,2026,2026-07-27T00:03:03-07:00
23,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,852912,2016,2026-07-27T00:03:03-07:00
24,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,644635,2010,2026-07-27T00:03:03-07:00
25,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,185992,2008,2026-07-27T00:03:03-07:00
26,Менеджер Ким,Kim bujang,https://www.kinopoisk.ru/series/9027270/,8.0,6538,2026,2026-07-27T00:03:03-07:00
27,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,406734,2006,2026-07-27T00:03:03-07:00
28,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1081611,2020,2026-07-27T00:03:03-07:00
29,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,413648,2011,2026-07-27T00:03:03-07:00
30,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,719512,2015,2026-07-27T00:03:03-07:00
31,Блич: Тысячелетняя кровавая война,Bleach: Sennen Kessen-hen,https://www.kinopoisk.ru/series/4789626/,8.6,25323,2022,2026-07-27T00:03:03-07:00
32,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,114679,2026,2026-07-27T00:03:03-07:00
33,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,164447,2025,2026-07-27T00:03:03-07:00
34,Призрак в доспехах,Koukaku Kidoutai,https://www.kinopoisk.ru/series/11195100/,7.4,23353,2026,2026-07-27T00:03:03-07:00
35,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,420056,2004,2026-07-27T00:03:03-07:00
36,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,282413,2018,2026-07-27T00:03:03-07:00
37,Тёмная материя,Dark Matter,https://www.kinopoisk.ru/series/5024113/,7.7,65475,2024,2026-07-27T00:03:03-07:00
38,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,563058,2014,2026-07-27T00:03:03-07:00
39,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,644788,2005,2026-07-27T00:03:03-07:00
40,Табакошка,Yani Neko,https://www.kinopoisk.ru/series/13136552/,7.8,490,2026,2026-07-27T00:03:03-07:00
41,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,56372,2025,2026-07-27T00:03:03-07:00
42,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,141447,2020,2026-07-27T00:03:03-07:00
43,Тьма,Dark,https://www.kinopoisk.ru/series/1032606/,8.1,247058,2017,2026-07-27T00:03:03-07:00
44,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,230742,2015,2026-07-27T00:03:03-07:00
45,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,364697,1998,2026-07-27T00:03:03-07:00
46,Ещё 17,Daha on Yedi,https://www.kinopoisk.ru/series/12588511/,8.3,6264,2026,2026-07-27T00:03:03-07:00
47,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,29568,2026,2026-07-27T00:03:03-07:00
48,Мечтаю о тебе,Geudaeege deurim,https://www.kinopoisk.ru/series/9178109/,,0,2026,2026-07-27T00:03:03-07:00
49,Стюарт Блум не смог спасти вселенную,Stuart Fails to Save the Universe,https://www.kinopoisk.ru/series/5310825/,,0,2026,2026-07-27T00:03:03-07:00
50,Детство Шелдона,Young Sheldon,https://www.kinopoisk.ru/series/1040419/,8.8,553653,2017,2026-07-27T00:03:03-07:00
