rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,426953,2019,2026-06-28T07:44:20-07:00
2,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,305640,2022,2026-06-28T07:44:20-07:00
3,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,812782,2022,2026-06-28T07:44:20-07:00
4,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.1,6756,2026,2026-06-28T07:44:20-07:00
5,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,13911,2026,2026-06-28T07:44:20-07:00
6,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,487232,2019,2026-06-28T07:44:20-07:00
7,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.8,14872,2026,2026-06-28T07:44:20-07:00
8,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1546631,2011,2026-06-28T07:44:20-07:00
9,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.2,41561,2026,2026-06-28T07:44:20-07:00
10,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,7.0,2932,2026,2026-06-28T07:44:20-07:00
11,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.5,203925,2026,2026-06-28T07:44:20-07:00
12,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,197896,2018,2026-06-28T07:44:20-07:00
13,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.8,45408,2026,2026-06-28T07:44:20-07:00
14,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,24856,2026,2026-06-28T07:44:20-07:00
15,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,271033,2023,2026-06-28T07:44:20-07:00
16,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,961502,2013,2026-06-28T07:44:20-07:00
17,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,305836,1999,2026-06-28T07:44:20-07:00
18,Пылающее лето,Chi xia,https://www.kinopoisk.ru/series/12935649/,,0,2026,2026-06-28T07:44:20-07:00
19,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.5,6381,2022,2026-06-28T07:44:20-07:00
20,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,92585,2016,2026-06-28T07:44:20-07:00
21,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,399696,2006,2026-06-28T07:44:20-07:00
22,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1071589,2020,2026-06-28T07:44:20-07:00
23,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,820385,2008,2026-06-28T07:44:20-07:00
24,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,401603,2011,2026-06-28T07:44:20-07:00
25,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,845979,2016,2026-06-28T07:44:20-07:00
26,Аватар: Легенда об Аанге,Avatar: The Last Airbender,https://www.kinopoisk.ru/series/1199731/,7.2,32184,2024,2026-06-28T07:44:20-07:00
27,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,110181,2026,2026-06-28T07:44:20-07:00
28,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,954663,2013,2026-06-28T07:44:20-07:00
29,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,638751,2010,2026-06-28T07:44:20-07:00
30,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,710826,2015,2026-06-28T07:44:20-07:00
31,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,160437,2025,2026-06-28T07:44:20-07:00
32,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,559394,2014,2026-06-28T07:44:20-07:00
