rank,title_ru,title,url,score,votes,release_year,scraped_at
1,Дом Дракона,House of the Dragon,https://www.kinopoisk.ru/series/1316601/,8.1,832347,2022,2026-07-21T00:03:03-07:00
2,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,https://www.kinopoisk.ru/series/1312253/,8.1,101271,2021,2026-07-21T00:03:03-07:00
3,Пацаны,The Boys,https://www.kinopoisk.ru/series/460586/,8.2,437117,2019,2026-07-21T00:03:03-07:00
4,Укрытие,Silo,https://www.kinopoisk.ru/series/4541515/,7.8,139498,2023,2026-07-21T00:03:03-07:00
5,Игра престолов,Game of Thrones,https://www.kinopoisk.ru/series/464963/,9.0,1562363,2011,2026-07-21T00:03:03-07:00
6,Рик и Морти,Rick and Morty,https://www.kinopoisk.ru/series/685246/,8.9,962308,2013,2026-07-21T00:03:03-07:00
7,Извне,From,https://www.kinopoisk.ru/series/4476885/,7.6,315332,2022,2026-07-21T00:03:03-07:00
8,Я тебя отыщу,I Will Find You,https://www.kinopoisk.ru/series/9349321/,7.1,16239,2026,2026-07-21T00:03:03-07:00
9,Эйфория,Euphoria,https://www.kinopoisk.ru/series/1178445/,7.5,494751,2019,2026-07-21T00:03:03-07:00
10,Лаки,Lucky,https://www.kinopoisk.ru/series/6640984/,6.7,1249,2026,2026-07-21T00:03:03-07:00
11,Пусть послужит вам уроком,Chamgyoyuk,https://www.kinopoisk.ru/series/6648249/,8.7,20119,2026,2026-07-21T00:03:03-07:00
12,Бухта вдов,Widow's Bay,https://www.kinopoisk.ru/series/6555657/,7.5,22402,2026,2026-07-21T00:03:03-07:00
13,Одиссей,The Odyssey,https://www.kinopoisk.ru/series/77183/,8.1,40579,1997,2026-07-21T00:03:03-07:00
14,Тед Лассо,Ted Lasso,https://www.kinopoisk.ru/series/1309707/,8.5,140828,2020,2026-07-21T00:03:03-07:00
15,Сопрано,The Sopranos,https://www.kinopoisk.ru/series/79848/,8.9,310751,1999,2026-07-21T00:03:03-07:00
16,Атака титанов,Shingeki no kyojin,https://www.kinopoisk.ru/series/749374/,8.7,970611,2013,2026-07-21T00:03:03-07:00
17,Во все тяжкие,Breaking Bad,https://www.kinopoisk.ru/series/404900/,8.9,825713,2008,2026-07-21T00:03:03-07:00
18,Закулисье,Backrooms,https://www.kinopoisk.ru/series/5129650/,7.5,7283,2022,2026-07-21T00:03:03-07:00
19,Мыс страха,Cape Fear,https://www.kinopoisk.ru/series/6576642/,6.7,5476,2026,2026-07-21T00:03:03-07:00
20,О моём перерождении в слизь,Tensei Shitara Slime Datta Ken,https://www.kinopoisk.ru/series/1224030/,8.4,207374,2018,2026-07-21T00:03:03-07:00
21,Постучись в мою дверь,Sen Çal Kapımı,https://www.kinopoisk.ru/series/1392743/,8.1,1079546,2020,2026-07-21T00:03:03-07:00
22,Очень странные дела,Stranger Things,https://www.kinopoisk.ru/series/915196/,8.4,851491,2016,2026-07-21T00:03:03-07:00
23,Ходячие мертвецы,The Walking Dead,https://www.kinopoisk.ru/series/508161/,8.0,643340,2010,2026-07-21T00:03:03-07:00
24,Декстер,Dexter,https://www.kinopoisk.ru/series/277537/,8.3,405347,2006,2026-07-21T00:03:03-07:00
25,Великолепный век,Muhtesem Yüzyil,https://www.kinopoisk.ru/series/610422/,8.2,411281,2011,2026-07-21T00:03:03-07:00
26,Вне кампуса,Off Campus,https://www.kinopoisk.ru/series/11804709/,8.1,48069,2026,2026-07-21T00:03:03-07:00
27,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,163609,2025,2026-07-21T00:03:03-07:00
28,Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,https://www.kinopoisk.ru/series/958607/,8.3,717733,2015,2026-07-21T00:03:03-07:00
29,Призрак в доспехах,Koukaku Kidoutai,https://www.kinopoisk.ru/series/11195100/,7.5,17862,2026,2026-07-21T00:03:03-07:00
30,Его и её,His & Hers,https://www.kinopoisk.ru/series/9416511/,7.4,56102,2026,2026-07-21T00:03:03-07:00
31,Менеджер Ким,Kim bujang,https://www.kinopoisk.ru/series/9027270/,8.0,5286,2026,2026-07-21T00:03:03-07:00
32,Табакошка,Yani Neko,https://www.kinopoisk.ru/series/13136552/,7.8,361,2026,2026-07-21T00:03:03-07:00
33,Дворец Тонгун,Donggung,https://www.kinopoisk.ru/series/6713224/,7.9,369,2026,2026-07-21T00:03:03-07:00
34,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,https://www.kinopoisk.ru/series/5281617/,8.1,113745,2026,2026-07-21T00:03:03-07:00
35,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,363531,1998,2026-07-21T00:03:03-07:00
36,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,281703,2018,2026-07-21T00:03:03-07:00
37,Отчаянные домохозяйки,Desperate Housewives,https://www.kinopoisk.ru/series/160958/,8.3,419073,2004,2026-07-21T00:03:03-07:00
38,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,230142,2015,2026-07-21T00:03:03-07:00
39,Сверхъестественное,Supernatural,https://www.kinopoisk.ru/series/178707/,8.2,643858,2005,2026-07-21T00:03:03-07:00
40,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,28843,2026,2026-07-21T00:03:03-07:00
41,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,55940,2025,2026-07-21T00:03:03-07:00
42,Re:ZERO – Жизнь с нуля в альтернативном мире,Re:Zero kara Hajimeru Isekai Seikatsu,https://www.kinopoisk.ru/series/971114/,7.8,98438,2016,2026-07-21T00:03:03-07:00
43,Черный двор. Побег,,https://www.kinopoisk.ru/series/12305098/,7.5,258950,2026,2026-07-21T00:03:03-07:00
44,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.7,59644,2026,2026-07-21T00:03:03-07:00
45,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,562247,2014,2026-07-21T00:03:03-07:00
46,Черный двор,,https://www.kinopoisk.ru/series/5319979/,7.8,289792,2023,2026-07-21T00:03:03-07:00
47,Ранчо Даттонов,Dutton Ranch,https://www.kinopoisk.ru/series/7275308/,8.4,12025,2026,2026-07-21T00:03:03-07:00
48,Тьма,Dark,https://www.kinopoisk.ru/series/1032606/,8.1,246291,2017,2026-07-21T00:03:03-07:00
49,Чемпионат мира по футболу 2026,2026 FIFA World Cup,https://www.kinopoisk.ru/series/12844456/,8.2,2894,2026,2026-07-21T00:03:03-07:00
50,Менталист,The Mentalist,https://www.kinopoisk.ru/series/412344/,8.1,185256,2008,2026-07-21T00:03:03-07:00
