rank,title,url,score,votes,release_year,scraped_at
1,Lanterns,https://www.imdb.com/title/tt26545992/,7.8,24122,2026,2026-09-06T00:03:03-07:00
2,Bleach: Thousand-Year Blood War,https://www.imdb.com/title/tt14986406/,9.0,111439,2022,2026-09-06T00:03:03-07:00
3,Silo,https://www.imdb.com/title/tt14688458/,8.1,235531,2023,2026-09-06T00:03:03-07:00
4,Reacher,https://www.imdb.com/title/tt9288030/,8.0,310422,2022,2026-09-06T00:03:03-07:00
5,Ted Lasso,https://www.imdb.com/title/tt10986410/,8.7,463189,2020,2026-09-06T00:03:03-07:00
6,Furious,https://www.imdb.com/title/tt36303968/,7.9,16952,2026,2026-09-06T00:03:03-07:00
7,Lioness,https://www.imdb.com/title/tt13111078/,7.8,95798,2023,2026-09-06T00:03:03-07:00
8,Dark Matter,https://www.imdb.com/title/tt19231492/,7.6,78525,2024,2026-09-06T00:03:03-07:00
9,The Mentalist,https://www.imdb.com/title/tt1196946/,8.2,246972,2008,2026-09-06T00:03:03-07:00
10,Sterling Point,https://www.imdb.com/title/tt35618070/,7.4,13834,2026,2026-09-06T00:03:03-07:00
11,Outer Banks,https://www.imdb.com/title/tt10293938/,7.5,113731,2020,2026-09-06T00:03:03-07:00
12,Game of Thrones,https://www.imdb.com/title/tt0944947/,9.2,2658320,2011,2026-09-06T00:03:03-07:00
13,House of the Dragon,https://www.imdb.com/title/tt11198330/,8.3,567574,2022,2026-09-06T00:03:03-07:00
14,Adults,https://www.imdb.com/title/tt33049767/,7.6,11107,2025,2026-09-06T00:03:03-07:00
15,Re: Zero - Starting Life in Another World,https://www.imdb.com/title/tt5607616/,8.3,90552,2016,2026-09-06T00:03:03-07:00
16,Tires,https://www.imdb.com/title/tt31491435/,7.7,25331,2024,2026-09-06T00:03:03-07:00
17,The Shards,https://www.imdb.com/title/tt27543562/,6.0,3967,2026,2026-09-06T00:03:03-07:00
18,Blood Sacrifice,https://www.imdb.com/title/tt38553367/,6.3,5021,2026,2026-09-06T00:03:03-07:00
19,The Gentlemen,https://www.imdb.com/title/tt13210838/,8.0,184798,2024,2026-09-06T00:03:03-07:00
20,Breaking Bad,https://www.imdb.com/title/tt0903747/,9.5,2671522,2008,2026-09-06T00:03:03-07:00
21,Widow's Bay,https://www.imdb.com/title/tt33332385/,8.1,73671,2026,2026-09-06T00:03:03-07:00
22,Mousetrap,https://www.imdb.com/title/tt36996011/,7.0,1154,2026,2026-09-06T00:03:03-07:00
23,The Rookie,https://www.imdb.com/title/tt7587890/,8.0,134866,2018,2026-09-06T00:03:03-07:00
24,Star Trek: Strange New Worlds,https://www.imdb.com/title/tt12327578/,8.2,78571,2022,2026-09-06T00:03:03-07:00
25,Talamasca: The Secret Order,https://www.imdb.com/title/tt32596156/,6.5,7748,2025,2026-09-06T00:03:03-07:00
26,Lucky,https://www.imdb.com/title/tt34866681/,6.7,14955,2026,2026-09-06T00:03:03-07:00
27,Slow Horses,https://www.imdb.com/title/tt5875444/,8.3,154589,2022,2026-09-06T00:03:03-07:00
28,The Pitt,https://www.imdb.com/title/tt31938062/,8.9,168295,2025,2026-09-06T00:03:03-07:00
29,Leanne,https://www.imdb.com/title/tt32213668/,7.2,6549,2025,2026-09-06T00:03:03-07:00
30,Heroes,https://www.imdb.com/title/tt0813715/,7.5,265301,2006,2026-09-06T00:03:03-07:00
31,Ludwig,https://www.imdb.com/title/tt27846061/,8.1,24542,2024,2026-09-06T00:03:03-07:00
32,Stuart Fails to Save the Universe,https://www.imdb.com/title/tt27497393/,7.1,7962,2026,2026-09-06T00:03:03-07:00
33,The Sopranos,https://www.imdb.com/title/tt0141842/,9.2,594721,1999,2026-09-06T00:03:03-07:00
34,Rick and Morty,https://www.imdb.com/title/tt2861424/,9.0,711142,2013,2026-09-06T00:03:03-07:00
35,I Will Find You,https://www.imdb.com/title/tt34771210/,7.1,62616,2026,2026-09-06T00:03:03-07:00
36,Mushoku Tensei: Jobless Reincarnation,https://www.imdb.com/title/tt13293588/,8.2,56718,2021,2026-09-06T00:03:03-07:00
37,SEAL Team,https://www.imdb.com/title/tt6473344/,7.9,40877,2017,2026-09-06T00:03:03-07:00
38,Off Campus,https://www.imdb.com/title/tt33546863/,7.8,53679,2026,2026-09-06T00:03:03-07:00
39,The Bear,https://www.imdb.com/title/tt14452776/,8.5,324603,2022,2026-09-06T00:03:03-07:00
40,The Walking Dead,https://www.imdb.com/title/tt1520211/,8.1,1212350,2010,2026-09-06T00:03:03-07:00
41,Attack on Titan,https://www.imdb.com/title/tt2560140/,9.1,744664,2013,2026-09-06T00:03:03-07:00
42,Supernatural,https://www.imdb.com/title/tt0460681/,8.4,547252,2005,2026-09-06T00:03:03-07:00
43,It's Always Sunny in Philadelphia,https://www.imdb.com/title/tt0472954/,8.8,284566,2005,2026-09-06T00:03:03-07:00
44,Better Call Saul,https://www.imdb.com/title/tt3032476/,9.0,861301,2015,2026-09-06T00:03:03-07:00
45,True Detective,https://www.imdb.com/title/tt2356777/,8.8,768686,2014,2026-09-06T00:03:03-07:00
46,Criminal Minds,https://www.imdb.com/title/tt0452046/,8.1,242696,2005,2026-09-06T00:03:03-07:00
47,From,https://www.imdb.com/title/tt9813792/,7.8,206682,2022,2026-09-06T00:03:03-07:00
48,Ride or Die,https://www.imdb.com/title/tt30494226/,7.5,15531,2026,2026-09-06T00:03:03-07:00
49,My Brilliant Career,https://www.imdb.com/title/tt37352716/,7.0,3085,2026,2026-09-06T00:03:03-07:00
50,Death of the Pastor's Wife,https://www.imdb.com/title/tt44113382/,6.7,3405,2026,2026-09-06T00:03:03-07:00
51,Severance,https://www.imdb.com/title/tt11280740/,8.6,404767,2022,2026-09-06T00:03:03-07:00
52,The Office,https://www.imdb.com/title/tt0386676/,9.0,848602,2005,2026-09-06T00:03:03-07:00
53,Stranger Things,https://www.imdb.com/title/tt4574334/,8.6,1736162,2016,2026-09-06T00:03:03-07:00
54,One Piece,https://www.imdb.com/title/tt0388629/,9.0,365993,1999,2026-09-06T00:03:03-07:00
55,Yellowstone,https://www.imdb.com/title/tt4236770/,8.6,320987,2018,2026-09-06T00:03:03-07:00
56,The Wire,https://www.imdb.com/title/tt0306414/,9.3,438433,2002,2026-09-06T00:03:03-07:00
57,Beauty in Black,https://www.imdb.com/title/tt31260386/,5.9,6299,2024,2026-09-06T00:03:03-07:00
58,The Boys,https://www.imdb.com/title/tt1190634/,8.5,1023936,2019,2026-09-06T00:03:03-07:00
59,Landman,https://www.imdb.com/title/tt14186672/,8.2,115451,2024,2026-09-06T00:03:03-07:00
60,Law & Order: Special Victims Unit,https://www.imdb.com/title/tt0203259/,8.1,147067,1999,2026-09-06T00:03:03-07:00
